股票代码,股票简称,最新价,chg_pct,分时买二量[20260430 09:15],{(}分时买二量[20260430 09:15]{*}100.0{)},自由流通股[20260423],yedan_pct,分时买一量[20260430 09:25],{(}分时买一量[20260430 09:25]{*}100.0{)},自由流通股[20260430],open_seal_pct,分时涨跌幅:前复权[20260430 09:25],涨停次数[20260428-20260430],涨停次数排名[20260428-20260430],区间成交额[20260428-20260430],区间振幅[20260428-20260430],分时买三量[20260430 09:15],分时买四量[20260430 09:15],分时买五量[20260430 09:15],分时成交量[20260430 09:25],分时成交额[20260430 09:25],分时换手率[20260430 09:25],分时收盘价:不复权[20260430 09:25],free_mkt_cap,free_mkt_cap,real_turnover,real_turnover,分时买三量[20260430 09:25],分时买四量[20260430 09:25],分时买五量[20260430 09:25],market_code,code,date
002652.SZ,扬子新材,5.93,-4.045307443365696,17024480,1702448000,358464000,4.749285841813962,6700.0,670000,358464000,0.001869085877521871,3.721682847896446,2,9/248,1246104597.0,28.96281800391388,0.0,0.0,0.0,3094900,19838309.0,0.6043971066116736,6.41,1677611520.0,2125691520.0,5.1764774147473664,36.84207256516694,1600.0,23800.0,27700.0,33,002652,20260423
002989.SZ,中天精装,29.21,10.018832391713747,2400.0,240000,97335462,0.002465699500147233,3400.0,340000,97335462,0.0034930742918752467,4.030131826741989,2,9/248,620245193.0,22.83563362609787,0.0,0.0,0.0,149300,4123666.0,0.08143491661192719,27.62,2444093450.82,2843168845.02,3.6692444116616,9.239183556759611,1500.0,100.0,68000.0,33,002989,20260423
600156.SH,华升股份,10.8,-3.3124440465532605,13355999,1335599900,240006390,5.564851419164298,100.0,10000,240006390,4.166555732120299e-05,5.819158460161145,2,9/248,1919868203.0,33.477789815817985,0.0,0.0,0.0,2472200,29221404.0,0.614805820313631,11.82,2361662877.6,2592069012.0,31.561445509846635,40.679994811804804,800.0,400.0,400.0,17,600156,20260423
600243.SH,*ST海华,4.16,3.740648379052378,5612000.0,561200000,395616125,1.4185468299604824,13500.0,1350000,395616125,0.003412398824744568,1.2468827930174564,2,9/248,160713541.0,10.439560439560449,0.0,0.0,0.0,3828500,15543710.0,0.8723937564087957,4.06,1459823501.25,1645763080.0,0.8812583157473675,8.77323592409182,84400.0,205900.0,100.0,22,600243,20260423
600289.SH,ST信通,6.21,-4.900459418070448,599100.0,59910000,389562787,0.1537877897972837,1000.0,100000,389562787,0.0002566980300405336,1.6845329249617125,2,9/248,183040303.0,19.08783783783784,0.0,0.0,0.0,1063000,7058320.0,0.18783484565181346,6.64,2555531882.72,2419184907.27,3.1110471545117067,4.244934206202812,15200.0,166500.0,30400.0,22,600289,20260423
600735.SH,ST新华锦,7.4,-5.0064184852374805,46880500,4688050000,239919475,19.54009777655607,29772600,2977260000,239919475,12.409413616797886,5.006418485237485,2,9/248,540511483.0,11.032531824611024,0.0,0.0,0.0,424200,3469956.0,0.0997057652780981,8.18,1614658066.75,1775404115.0,0.0,28.088453844774378,8100.0,6100.0,2700.0,22,600735,20260423
603629.SH,利通电子,144.41,9.993144946302083,628000.0,62800000,139932820,0.44878678211444606,300.0,30000,139932820,0.0002143885901820602,8.401249143118283,2,9/248,8981480700.0,23.10599078341013,0.0,0.0,0.0,1648700,234642980.0,0.6418871568062542,142.32,16299374873.6,20207698536.2,31.62409719178103,31.947836111642715,1000.0,100.0,4200.0,17,603629,20260423
000402.SZ,金融街,3.17,10.069444444444446,175222500,17522250000,1913531211,9.157023360409667,55700.0,5570000,1913531211,0.0029108487846870035,7.986111111111116,2,9/248,514481120.1,21.969696969696972,0.0,0.0,0.0,13246900,41197859.0,0.443239673609492,3.11,5128263645.48,6065893938.87,1.9700515875201996,6.403659333884782,24000.0,20000.0,20400.0,33,000402,20260423
002192.SZ,融捷股份,109.22,10.001007150770462,8100.0,810000,191495620,0.0042298617587180325,59269.0,5926900,191495620,0.03095057735524186,4.5926075133447375,2,9/248,10456218730.0,24.563149745631492,0.0,0.0,0.0,1043631,108381079.0,0.40276333442599005,103.85,15020916432.8,20915151616.4,11.508584896093184,17.67641160669889,8700.0,94600.0,68200.0,33,002192,20260423
002645.SZ,华宏科技,25.77,9.98719590268886,42847700,4284770000,328551719,13.041386643909174,100.0,10000,328551719,3.0436608368498598e-05,6.188647033717443,2,9/248,2216210328.0,20.84277299501585,0.0,0.0,0.0,1608400,40016992.0,0.2877653815995197,24.88,7214995749.24,8466777798.63,19.725430199316655,13.930625333297982,2100.0,600.0,1400.0,33,002645,20260423
002805.SZ,丰元股份,22.85,10.014443909484843,49077960,4907796000,194198691,25.272034403156713,7100.0,710000,194198691,0.0036560493602915173,9.19595570534424,2,9/248,1282484502.0,24.346405228758183,0.0,0.0,0.0,3078200,69813576.0,1.1040282944569064,22.68,3470330608.17,4437440089.35,11.260381770544479,6.716099337662373,5200.0,100.0,100.0,33,002805,20260423
300632.SZ,光莆股份,24.47,20.009808729769485,47079760,4707976000,191668694,24.563093230029523,5300.0,530000,191668694,0.002765188142827331,20.009808729769496,2,9/248,1418907303.0,43.068181818181806,0.0,0.0,0.0,6495900,158954670.0,2.9367226262292303,24.47,3162533451.0,4690132942.18,9.051363390622361,19.214302154111824,100.0,1200.0,100.0,33,300632,20260423
600730.SH,*ST高科,8.97,5.0351288056206265,11977100,1197710000,469173018,2.552810912071674,13490800,1349080000,469173018,2.8754424236732214,5.035128805620626,2,9/248,496521399.0,13.15468940316688,0.0,0.0,0.0,349500,3135015.0,0.059574946614114756,8.97,4011429303.9,4208481971.46,4.882415467464073,0.38041403310196326,1000.0,55900.0,3000.0,22,600730,20260423
603272.SH,*ST联翔,26.8,5.015673981191227,4198500.0,419850000,45163500,9.296223720482248,3331500.0,333150000,45163500,7.37653193397323,5.0156739811912265,2,9/248,144448209.0,10.2880658436214,0.0,0.0,0.0,44300,1187240.0,0.04274947648778793,26.8,906883080.0,1210381800.0,31.2631704805872,0.6958716662791856,500.0,800.0,1700.0,22,603272,20260423
603937.SH,丽岛新材,15.25,10.028860028860034,2360500.0,236050000,77155124,3.059420914157302,700.0,70000,77155124,0.0009072631391273508,2.020202020202033,2,9/248,714244432.0,23.73696872493986,0.0,0.0,0.0,587100,8301594.0,0.2810563133161207,14.14,971383011.16,1176615641.0,11.163743317942176,31.190151414959814,300.0,1500.0,100.0,17,603937,20260423
605299.SH,舒华体育,25.98,9.991532599491952,1500.0,150000,123555437,0.0012140299418794496,600.0,60000,123555437,0.0004856119767517799,2.28619813717188,2,9/248,2130647599.0,22.222222222222232,0.0,0.0,0.0,856100,20683376.0,0.20919953910221015,24.16,2448868761.34,3209970253.26,22.93035473623067,18.738335246226356,4300.0,900.0,2300.0,17,605299,20260423
688531.SH,日联科技,120.6,19.999999999999996,19197522,1919752200,106963834,17.94767566016753,1232.0,123200,106963834,0.001151791174575885,9.45273631840795,2,9/248,3069010917.0,43.99999999999999,0.0,0.0,0.0,1819482,200143020.0,1.5852069998938045,110.0,8958221097.5,12899838380.4,0.0,22.545952307580897,400.0,1947.0,200.0,17,688531,20260423
000593.SZ,德龙汇能,25.3,-5.278921752152751,11600.0,1160000,229563559,0.00505306680665288,5000.0,500000,229563559,0.002178046037350379,-2.1714713590415657,1,38/248,4754420840.0,18.50410722006052,0.0,0.0,0.0,1121200,29296956.0,0.31276224296042193,26.13,4508628298.76,5807958042.7,13.666380298625706,29.059557314146712,700.0,400.0,100.0,33,000593,20260423
000711.SZ,ST京蓝,4.92,2.9288702928870225,1436600.0,143660000,2222009423,0.06465319116695753,282300.0,28230000,2222009423,0.01270471659921489,-2.5104602510460317,1,38/248,1825522209.0,11.899313501144155,0.0,0.0,0.0,3855700,17967562.0,0.1619166112570402,4.66,9643520895.82,10932286361.16,7.701401093473221,5.199056889868104,27500.0,119000.0,161000.0,33,000711,20260423
000752.SZ,*ST西发,10.0,-1.1857707509881346,9700.0,970000,214073042,0.004531163713738417,70100.0,7010000,214073042,0.03274583261165598,-3.162055335968361,1,38/248,233177949.2,13.116370808678502,0.0,0.0,0.0,339300,3325140.0,0.1286404083954211,9.8,2110760194.12,2140730420.0,1.91668271804163,2.6104178965233746,300.0,13900.0,1200.0,33,000752,20260423
000889.SZ,中嘉博创,4.42,-8.108108108108103,500.0,50000,643753128,7.766952551413467e-05,62099.0,6209900,643753128,0.009646399729804498,-2.494802494802484,1,38/248,3121807235.0,13.677130044843056,0.0,0.0,0.0,2860601,13416218.7,0.3288632480338058,4.69,2800326106.8,2845388825.76,27.64246079127401,27.253552079051023,168800.0,922400.0,47900.0,33,000889,20260423
000908.SZ,ST景峰,7.12,-3.3921302578018997,4800.0,480000,654409176,0.0007334860475733916,55450.0,5545000,654409176,0.008473291945405118,-1.4925373134328401,1,38/248,517337452.0,10.845070422535217,0.0,0.0,0.0,612250,4444935.0,0.06959172411511326,7.26,4626672874.32,4659393333.12,1.532475455386952,3.0983138292669663,4000.0,21500.0,77600.0,33,000908,20260423
002313.SZ,日海智能,9.61,-3.7074148296593283,1700.0,170000,311973675,0.0005449177723088334,14900.0,1490000,311973675,0.004776044004353893,-3.006012024048099,1,38/248,1220738484.0,12.065217391304342,0.0,0.0,0.0,768600,7440048.0,0.2053028968983997,9.68,2732889393.0,2998067016.75,8.05120848738279,10.484747471080693,17500.0,4700.0,1300.0,33,002313,20260423
002412.SZ,汉森制药,6.99,-0.28530670470755454,12805.0,1280500,278743811,0.004593823968346332,72821.0,7282100,278743811,0.02612470559929311,-0.28530670470755526,1,38/248,750609849.0,5.084745762711865,0.0,0.0,0.0,720779,5038245.2,0.14477980094206028,6.99,1797897580.95,1948419238.89,2.637798476537296,10.916202907192082,34700.0,13800.0,31100.0,33,002412,20260423
002715.SZ,登云股份,17.5,2.1003500583430537,17400.0,1740000,90449575,0.019237237985916464,800.0,80000,90449575,0.0008844707119961592,-0.17502917152859565,1,38/248,798657134.0,13.808606294155418,0.0,0.0,0.0,142900,2445019.0,0.10355072463768115,17.11,1374833540.0,1582867562.5,3.7661868505186455,16.993446348421205,800.0,5100.0,3300.0,33,002715,20260423
002923.SZ,润都股份,13.22,-0.45180722891565306,6700.0,670000,148104023,0.004523847404199142,13000.0,1300000,148104023,0.008777614366356544,-1.0542168674698704,1,38/248,789872398.0,6.937799043062196,0.0,0.0,0.0,362700,4765878.0,0.14053518596344636,13.14,1824641563.36,1957935184.06,4.445326917284347,9.112669410742475,6000.0,2000.0,200.0,33,002923,20260423
301261.SZ,恒工精密,86.78,-1.7547831993660106,2200.0,220000,37483321,0.005869277164635439,1500.0,150000,37483321,0.004001779884978708,-1.2566511943846947,1,38/248,1985960415.0,12.780748663101607,0.0,0.0,0.0,148200,12926004.0,0.39537585263589636,87.22,2800378911.91,3252802596.38,4.831679668938619,16.25607827011913,200.0,400.0,2400.0,33,301261,20260423
600238.SH,*ST椰岛,5.64,2.5454545454545396,1821400.0,182140000,362235725,0.5028217468058955,1775000.0,177500000,362235725,0.4900124083564646,5.0909090909091015,1,38/248,296537145.0,10.707456978967505,0.0,0.0,0.0,2216600,12811948.0,0.49780855090729126,5.78,1727864408.25,2043009489.0,1.7754770046493895,6.746974777266931,37000.0,41300.0,2000.0,22,600238,20260423
600248.SH,陕建股份,3.48,-1.4164305949008449,230300.0,23030000,1184664071,0.019440110123842863,39100.0,3910000,1184664071,0.003300513703179574,0.2832861189801861,1,38/248,896305865.0,10.11904761904763,0.0,0.0,0.0,2379200,8422368.0,0.06420311350527103,3.54,4075244404.24,4122630967.08,1.0965935675785343,4.147820568114453,90300.0,186000.0,550600.0,17,600248,20260423
600496.SH,精工钢构,4.15,0.0,226700.0,22670000,1399056447,0.01620377794520824,6800.0,680000,1399056447,0.0004860418616118925,-0.7228915662650715,1,38/248,1209114041.0,13.440860215053775,0.0,0.0,0.0,1317700,5428924.0,0.0662119156059738,4.12,5540263530.12,5806084255.05,5.973135764407081,4.554866898804978,85500.0,62800.0,46900.0,17,600496,20260423
600623.SH,华谊集团,10.88,0.18416206261511373,108800.0,10880000,649844001,0.016742479707833758,176300.0,17630000,649844001,0.027129587982454885,0.0,1,38/248,1338537921.0,11.597151576805704,0.0,0.0,0.0,259700,2820342.0,0.01384302728685141,10.86,6387966529.83,7070302730.88,2.8562448789921198,4.424444783018009,3000.0,200.0,90400.0,17,600623,20260423
600726.SH,华电能源,6.59,-7.183098591549293,20400.0,2040000,1046761352,0.001948868284162635,54700.0,5470000,1046761352,0.005225641918808634,-0.28169014084505895,1,38/248,10358939890.0,21.316614420062702,0.0,0.0,0.0,6006400,42525312.0,0.08034956332227619,7.08,5516432325.04,6898157309.68,33.4591938583533,39.88029088028462,95700.0,17800.0,51400.0,17,600726,20260423
600744.SH,华银电力,8.54,-4.15263748597083,28800.0,2880000,911173802,0.0031607581272403615,141401.0,14140100,911173802,0.015518554164927582,-0.561167227833903,1,38/248,7062129340.0,19.162436548223347,0.0,0.0,0.0,4361699,38644653.0,0.21474308863486113,8.86,7717642102.94,7781424269.08,27.638127264769626,23.237275428162498,272200.0,9400.0,432600.0,17,600744,20260423
601101.SH,昊华能源,11.69,6.855575868372943,81400.0,8140000,528384382,0.015405451556287673,18556.0,1855600,528384382,0.003511837335116389,-1.7367458866544783,1,38/248,2356641171.0,21.03134479271992,0.0,0.0,0.0,645044,6934223.0,0.04479478673915812,10.75,4945677815.52,6176813425.58,10.742276443742426,13.151571349813288,2100.0,11600.0,23400.0,17,601101,20260423
601177.SH,杭齿前进,15.93,-0.06273525721455324,6405.0,640500,220003750,0.0029113140116929824,1800.0,180000,220003750,0.0008181678721385431,-0.25094102885820924,1,38/248,1003247959.0,9.681787406905878,0.0,0.0,0.0,224600,3571140.0,0.05614157876318552,15.9,3209854712.5,3504659737.5,1.8004824917757083,7.576637670948791,7700.0,1000.0,10200.0,17,601177,20260423
601828.SH,美凯龙,2.67,2.692307692307686,91900.0,9190000,1483327199,0.006195531239631776,551100.0,55110000,1483327199,0.03715296263504975,0.38461538461538325,1,38/248,698923642.0,7.755102040816324,0.0,0.0,0.0,2893400,7551774.0,0.08009628520219728,2.61,3515485461.63,3960483621.33,1.134708715066176,6.565297060935238,134600.0,80900.0,579200.0,17,601828,20260423
603259.SH,药明康德,109.55,-1.466091023565398,1100.0,110000,2116013644,5.198454192954155e-05,16700.0,1670000,2116013644,0.0007892198638394035,-1.0613419679798564,1,38/248,24029271490.0,7.839235972940704,0.0,0.0,0.0,1153500,126885000.0,0.04663846734980958,110.0,212003406992.36,231809294700.2,1.684733749287677,2.8205164540990078,100.0,2700.0,46000.0,17,603259,20260423
603283.SH,赛腾股份,53.83,0.05576208178438873,2100.0,210000,172740815,0.0012156941600628664,300.0,30000,172740815,0.0001736705942946952,0.33457249070631967,1,38/248,3014576871.0,5.533199195171026,0.0,0.0,0.0,106500,5748870.0,0.03927367190058349,53.98,8721683749.35,9298638071.45,7.023414240577711,9.684221994668718,800.0,200.0,900.0,17,603283,20260423
603318.SH,水发燃气,14.26,-1.9931271477663293,600.0,60000,262594238,0.00022848940044145217,287638.0,28763800,262594238,0.10953705694029738,0.8934707903780037,1,38/248,5567366290.0,20.351157222665595,0.0,0.0,0.0,3098962,45492762.0,0.675050811974317,14.68,2717850363.3,3744593833.88,5.021582385215932,41.45092208763545,15700.0,2700.0,10000.0,17,603318,20260423
603779.SH,威龙股份,7.45,7.194244604316546,14200.0,1420000,221582560,0.006408446585326932,92900.0,9290000,221582560,0.04192568223780788,2.0143884892086295,1,38/248,758538296.0,18.43750000000001,0.0,0.0,0.0,529600,3754864.0,0.15947832087660896,7.09,1367164395.2,1650790072.0,2.4920102015248853,17.135350814612845,11200.0,900.0,7800.0,17,603779,20260423
603813.SH,*ST原尚,37.0,1.36986301369863,22400.0,2240000,36812000,0.060849722916440294,4500.0,450000,36812000,0.01222427469303488,-2.73972602739726,1,38/248,159982380.0,9.802800800228635,0.0,0.0,0.0,24000,852000.0,0.022853878017426082,35.5,1226207720.0,1362044000.0,0.35531891774421387,2.9941323481473434,3300.0,600.0,28900.0,22,603813,20260423
603931.SH,格林达,38.82,-0.9441183975503891,12900.0,1290000,103967115,0.012407769514427711,1500.0,150000,103967115,0.001442763897026478,-2.2965042102577105,1,38/248,2173270778.0,17.7835799245721,0.0,0.0,0.0,347100,13290459.0,0.17393406380629067,38.29,3327987351.15,4036003404.3,11.130346360000468,12.259973742658916,200.0,100.0,1000.0,17,603931,20260423
920471.BJ,美邦科技,14.26,-2.7948193592365382,4899.0,489900,31822643,0.015394698674148468,3124.0,312400,31822643,0.009816909299456994,-2.1813224267211995,1,38/248,403716701.5,29.958158995815904,0.0,0.0,0.0,130355,1870594.0,0.24581087672634033,14.35,431196812.65,453790889.18,20.93945182365902,18.48853660583755,1530.0,21530.0,1896.0,151,920471,20260423
000039.SZ,中集集团,12.39,-0.3218020917135893,26150.0,2615000,2026388546,0.0012904731450253668,500.0,50000,2026388546,2.4674438719414277e-05,0.7240547063555924,1,38/248,2401000786.0,14.068100358422942,0.0,0.0,0.0,636000,7962720.0,0.0276352666448948,12.52,22979246111.64,25106954084.94,1.873183209356731,3.6774301328882464,5300.0,1000.0,55700.0,33,000039,20260423
000551.SZ,创元科技,16.28,3.299492385786811,64680.0,6468000,312105938,0.020723732593642612,1000.0,100000,312105938,0.00032040402896788207,1.0152284263959421,1,38/248,1471812075.0,16.242257398485886,0.0,0.0,0.0,1222500,19462200.0,0.25229740156460545,15.92,4675346951.24,5081084670.64,9.512191338057784,19.153902480381518,600.0,200.0,1100.0,33,000551,20260423
000657.SZ,中钨高新,58.19,1.5355086372360764,11349.0,1134900,894287345,0.001269055193887374,100.0,10000,894287345,1.1182088235856675e-05,1.2039783632873835,1,38/248,15367467690.0,16.292030466282736,0.0,0.0,0.0,1601000,92858000.0,0.11019148429169598,58.0,50589835106.65,52038580605.55,10.263736987131356,13.887577152285433,300.0,100.0,3800.0,33,000657,20260423
000691.SZ,*ST亚太,7.65,1.7287234042553297,1254100.0,125410000,279628205,0.4484883776298603,1300.0,130000,279628205,0.00046490303079405027,0.7978723404255428,1,38/248,131833268.0,8.479138627187078,0.0,0.0,0.0,185200,1403816.0,0.05728957218424227,7.58,2094415255.45,2139155768.25,2.3958956500829376,2.8992068235748967,1300.0,3000.0,79700.0,33,000691,20260423
000692.SZ,惠天热电,5.0,0.8064516129032265,130789.0,13078900,373036368,0.035060656606006844,2400.0,240000,373036368,0.0006433689060579745,4.0322580645161255,1,38/248,508772494.29999995,18.243243243243253,0.0,0.0,0.0,2578700,13306092.0,0.4839602870224759,5.16,1663742201.28,1865181840.0,4.939762334379151,18.15398947911695,300.0,200.0,10000.0,33,000692,20260423
000820.SZ,*ST节能,3.75,-3.1007751937984525,3301300.0,330130000,296966877,1.111672801138694,2620644.0,262064400,296966877,0.8824701348763553,4.909560723514206,1,38/248,191180348.7,11.51685393258426,0.0,0.0,0.0,860156,3492233.4,0.28964711778276875,4.06,1000778375.49,1113625788.75,4.162549751297684,10.104650829459342,114100.0,4400.0,10000.0,33,000820,20260423
000831.SZ,中国稀土,54.44,0.7588376827688258,81200.0,8120000,657573396,0.01234843144414559,1400.0,140000,657573396,0.00021290399041630327,0.5922635572829904,1,38/248,7341710730.0,12.777001397484538,0.0,0.0,0.0,1056500,57420775.0,0.0995551531812361,54.35,33608576269.56,35798295678.24,8.459513316442017,8.685406275165061,1200.0,1300.0,200.0,33,000831,20260423
002136.SZ,安纳达,15.09,-1.4369693011103895,300.0,30000,149949976,0.0002000667209176479,66800.0,6680000,149949976,0.04454818985766293,0.1306335728282093,1,38/248,837974150.0,12.110481586402273,0.0,0.0,0.0,535000,8201550.0,0.24946870161006635,15.33,2102298663.52,2262745137.84,6.46722344256994,16.583797252491724,16900.0,200.0,1500.0,33,002136,20260423
002174.SZ,游族网络,10.24,0.5893909626719106,900.0,90000,798311452,0.00011273795430909089,9500.0,950000,798311452,0.0011900117399292927,-0.09823182711198308,1,38/248,1160689331.0,12.205567451820116,0.0,0.0,0.0,1720200,17494434.0,0.17566342777767274,10.17,7560009450.44,8174709268.48,2.6061293431125674,8.778014498531833,700.0,16400.0,1200.0,33,002174,20260423
002348.SZ,高乐股份,11.13,5.099150141643069,89800.0,8980000,690080391,0.013012976628689627,1700.0,170000,690080391,0.00024634810989724237,3.8715769593956617,1,38/248,1179138756.0,15.92741935483871,0.0,0.0,0.0,1143900,12582900.0,0.1266030129797174,11.0,6845597478.72,7680594751.83,3.1449559041303057,6.544565617138366,1300.0,1400.0,100.0,33,002348,20260423
002354.SZ,天娱数科,6.2,4.201680672268908,34959200,3495920000,1625693779,2.150417283475377,11600.0,1160000,1625693779,0.0007135415137736096,3.529411764705892,1,38/248,1983005547.0,18.78354203935599,0.0,0.0,0.0,7912500,48741000.0,0.486715278252904,6.16,9136399037.98,10079301429.8,2.6492085752147054,14.103022042750894,6800.0,13800.0,13700.0,33,002354,20260423
002378.SZ,章源钨业,33.86,2.855407047387599,1100.0,110000,513437260,0.00021424233995016257,1600.0,160000,513437260,0.000311625221745691,-0.36452004860269005,1,38/248,10501889900.0,17.66109785202863,0.0,0.0,0.0,1532000,50249600.0,0.1281878175504366,32.8,16106526846.2,17384985623.6,17.961462516374446,26.527610987952063,1100.0,200.0,100.0,33,002378,20260423
002497.SZ,雅化集团,30.67,1.2879788639365937,51700.0,5170000,987271505,0.005236654733593268,6800.0,680000,988307780,0.0006880447708303986,0.26420079260236484,1,38/248,6833283820.0,13.841905419399383,0.0,0.0,0.0,640100,19433436.0,0.060410294622026135,30.36,27426402408.9,30311399612.6,4.322543776850928,8.182555640713463,600.0,8300.0,80000.0,33,002497,20260423
002512.SZ,ST达华,4.31,4.866180048661783,3051700.0,305170000,790141200,0.38622210814978386,7200.0,720000,790141200,0.0009112295372017053,2.1897810218977964,1,38/248,667611114.0,9.708737864077657,0.0,0.0,0.0,3907200,16410240.0,0.35700065222242927,4.2,3231677508.0,3405508572.0,5.648066446857853,10.012548263525558,7900.0,5300.0,8300.0,33,002512,20260423
002627.SZ,三峡旅游,7.49,-0.9259259259259179,19100.0,1910000,477435181,0.004000543060105996,66200.0,6620000,477435800,0.013865738597733978,0.1322751322751392,1,38/248,819872759.0,13.911845730027544,0.0,0.0,0.0,402200,3044654.0,0.05608851936424893,7.57,3423210247.77,3575994142.0,6.269794558771738,10.74501346568481,300.0,1400.0,8400.0,33,002627,20260423
002655.SZ,共达电声,31.52,2.671009771986972,10600.0,1060000,316206885,0.003352235673173277,117100.0,11710000,314787985,0.03719964089480734,0.03257328990229347,1,38/248,6333452850.0,25.057915057915054,0.0,0.0,0.0,1918600,58920206.0,0.5284149012671657,30.71,7813472128.35,9922117287.2,9.94801994902799,20.65429244384915,9300.0,63300.0,100.0,33,002655,20260423
002756.SZ,永兴材料,87.24,4.105011933174222,13200.0,1320000,338940389,0.0038944901311245028,500.0,50000,338940389,0.00014751856557289783,2.3269689737470234,1,38/248,6317078130.0,20.03441494591937,0.0,0.0,0.0,369500,31684625.0,0.09545881096851241,85.75,24098661657.9,29569159536.36,5.636845185776901,8.968018267070555,700.0,100.0,100.0,33,002756,20260423
