股票代码,股票简称,最新涨跌幅,涨停封单量[20260430],{(}涨停封单量[20260430]{*}100.0{)},自由流通股[20260430],fenglu_ratio,p_open,p_close,p_high,p_low,最低价:不复权排名[20260430],自由流通市值[20260430],实际换手率[20260430],涨停[20260430],zt_first_time,涨停明细数据[20260430],最终涨停时间[20260430],涨停封单额[20260430],涨停开板次数[20260430],market_code,code
603389.SH,*ST亚振,4.993206521739126,145180,14518000,103877487,0.1397607934046383,61.7,61.82,61.82,58.81,583/5521,6421706246.34,2.836913064714398,涨停, 13:59:33,"[{""code"":""603389.SH"",""time"":1777528773266,""openTime"":1777528869459,""duration"":96193,""updatedTime"":1777528869459,""firstVol"":150800.0,""highestVol"":150800.0,""firstVolDivLTGB"":5.739252222628182E-4,""firstVolDivVol"":0.056128461224091764,""highestVolDivLTGB"":5.739252222628182E-4,""highestVolDivVol"":0.056128461224091764},{""code"":""603389.SH"",""time"":1777529228329,""openTime"":null,""duration"":3171671,""updatedTime"":1777532400000,""firstVol"":5100.0,""highestVol"":172100.0,""firstVolDivLTGB"":1.940993788819876E-5,""firstVolDivVol"":0.0017870320341260048,""highestVolDivLTGB"":6.549902569723541E-4,""highestVolDivVol"":0.05981938092328312}]", 14:07:08,8975027.6,1,22,603389
000628.SZ,高新发展,10.00664893617023,1611293,161129300,165316285,0.9746728823479187,59.97,66.18,66.18,57.9,597/5521,10940631741.3,11.279836708162176,涨停, 10:52:06,"[{""code"":""000628.SZ"",""time"":1777517526527,""openTime"":null,""duration"":9457117,""updatedTime"":1777532400000,""firstVol"":1.5662924E7,""highestVol"":1.5915324E7,""firstVolDivLTGB"":0.08147648402634675,""firstVolDivVol"":0.9779663969540098,""highestVolDivLTGB"":0.08278943584608678,""highestVolDivVol"":0.9877251505140845}]", 10:52:06,106635370.74000001,0,33,000628
002149.SZ,西部材料,9.993072393488042,2722797,272279700,335663809,0.8111678789893014,57.46,63.51,63.51,57.46,607/5521,21318008509.59,22.76840903035811,涨停, 10:29:30,"[{""code"":""002149.SZ"",""time"":1777516170951,""openTime"":1777517846423,""duration"":1675472,""updatedTime"":1777517846423,""firstVol"":2.7443774E7,""highestVol"":2.8318674E7,""firstVolDivLTGB"":0.056221196412071524,""firstVolDivVol"":0.47604140248253024,""highestVolDivLTGB"":0.05801351275824612,""highestVolDivVol"":0.4787119975188304},{""code"":""002149.SZ"",""time"":1777517881310,""openTime"":null,""duration"":9102334,""updatedTime"":1777532400000,""firstVol"":2.2733573E7,""highestVol"":2.2758073E7,""firstVolDivLTGB"":0.046571899068297465,""firstVolDivVol"":0.322224788654186,""highestVolDivLTGB"":0.04662208966205821,""highestVolDivVol"":0.3219769456870861}]", 10:58:01,172924837.47,1,33,002149
002929.SZ,润建股份,10.009216589861751,1386415,138641500,158336303,0.8756141034820044,56.18,59.68,59.68,55.66,636/5521,9449510563.04,19.072070288264847,涨停, 14:40:41,"[{""code"":""002929.SZ"",""time"":1777531241339,""openTime"":null,""duration"":1158661,""updatedTime"":1777532400000,""firstVol"":1.5618795E7,""highestVol"":1.5618795E7,""firstVolDivLTGB"":0.07369527118288295,""firstVolDivVol"":0.5351480821358757,""highestVolDivLTGB"":0.07369527118288295,""highestVolDivVol"":0.5351480821358757}]", 14:40:41,82741247.2,0,33,002929
002240.SZ,盛新锂能,9.994508511806702,2603653,260365300,677098527,0.3845308911741289,55.26,60.09,60.09,55.26,642/5521,40686850487.43,13.134875716543982,涨停, 09:55:17,"[{""code"":""002240.SZ"",""time"":1777514117784,""openTime"":1777514780543,""duration"":662759,""updatedTime"":1777514780543,""firstVol"":8425700.0,""highestVol"":1.51253E7,""firstVolDivLTGB"":0.009229509804157616,""firstVolDivVol"":0.2083203787778111,""highestVolDivLTGB"":0.016568250073088906,""highestVolDivVol"":0.3539069085353049},{""code"":""002240.SZ"",""time"":1777530653259,""openTime"":null,""duration"":1746741,""updatedTime"":1777532400000,""firstVol"":1.0986883E7,""highestVol"":1.0986883E7,""firstVolDivLTGB"":0.012035029061755421,""firstVolDivVol"":0.12797570264499136,""highestVolDivLTGB"":0.012035029061755421,""highestVolDivVol"":0.12797570264499136}]", 14:30:53,156453508.77,1,33,002240
688699.SH,明微电子,20.004329941545794,1027387,102738700,60528395,1.6973636918672632,50.93,55.43,55.43,50.93,738/5521,3355088934.85,9.627813524544967,涨停, 09:37:48,"[{""code"":""688699.SH"",""time"":1777513068320,""openTime"":null,""duration"":13915324,""updatedTime"":1777532400000,""firstVol"":3590293.0,""highestVol"":3590293.0,""firstVolDivLTGB"":0.03261985865760339,""firstVolDivVol"":0.8632373374739698,""highestVolDivLTGB"":0.03261985865760339,""highestVolDivVol"":0.8632373374739698}]", 09:37:48,56948061.41,0,17,688699
001316.SZ,润贝航科,10.004239084357776,1824100,182410000,41212825,4.426049415442887,51,51.9,51.9,50.58,747/5521,2138945617.5,6.703835517220671,涨停, 09:30:51,"[{""code"":""001316.SZ"",""time"":1777512651711,""openTime"":1777512666711,""duration"":15000,""updatedTime"":1777512666711,""firstVol"":62760.0,""highestVol"":62760.0,""firstVolDivLTGB"":5.63923784568355E-4,""firstVolDivVol"":0.06511454183266932,""highestVolDivLTGB"":5.63923784568355E-4,""highestVolDivVol"":0.06511454183266932},{""code"":""001316.SZ"",""time"":1777512788522,""openTime"":null,""duration"":14195122,""updatedTime"":1777532400000,""firstVol"":6192800.0,""highestVol"":6404800.0,""firstVolDivLTGB"":0.05564479307002723,""firstVolDivVol"":2.931863803355679,""highestVolDivLTGB"":0.05754969814218292,""highestVolDivVol"":2.976844492781914}]", 09:33:08,94670790.0,1,33,001316
688400.SH,凌云光,20.008092251669026,1420196,142019600,237199148,0.5987357087808765,50.91,59.32,59.32,50.4,750/5521,14070653459.36,16.932088643083997,涨停, 13:11:35,"[{""code"":""688400.SH"",""time"":1777525895138,""openTime"":1777525927061,""duration"":31923,""updatedTime"":1777525927061,""firstVol"":8452365.0,""highestVol"":8452365.0,""firstVolDivLTGB"":0.018335773575799973,""firstVolDivVol"":0.24107310089189488,""highestVolDivLTGB"":0.018335773575799973,""highestVolDivVol"":0.24107310089189488},{""code"":""688400.SH"",""time"":1777525942061,""openTime"":null,""duration"":6457939,""updatedTime"":1777532400000,""firstVol"":5962252.0,""highestVol"":6040886.0,""firstVolDivLTGB"":0.012933954304370499,""firstVolDivVol"":0.1644762257760925,""highestVolDivLTGB"":0.01310453558184248,""highestVolDivVol"":0.1654328935545077}]", 13:12:22,84246026.72,1,17,688400
002990.SZ,盛视科技,9.991826726604007,891500,89150000,86745063,1.0277241945169837,49.01,53.83,53.83,48.5,790/5521,4669486741.29,13.584754673588744,涨停, 09:34:09,"[{""code"":""002990.SZ"",""time"":1777512849642,""openTime"":1777512923315,""duration"":73673,""updatedTime"":1777512923315,""firstVol"":8243890.0,""highestVol"":8546490.0,""firstVolDivLTGB"":0.05973029874249596,""firstVolDivVol"":2.3588990970595205,""highestVolDivLTGB"":0.06192275744821369,""highestVolDivVol"":2.0668637805428967},{""code"":""002990.SZ"",""time"":1777513334236,""openTime"":null,""duration"":13649408,""updatedTime"":1777532400000,""firstVol"":5707300.0,""highestVol"":5892100.0,""firstVolDivLTGB"":0.04135168397601705,""firstVolDivVol"":0.5776821738898953,""highestVolDivLTGB"":0.042690634302575664,""highestVolDivVol"":0.5914305852754753}]", 09:42:14,47989445.0,1,33,002990
603897.SH,长城科技,9.999999999999995,899600,89960000,85992381,1.0461391922616958,48.5,52.36,52.36,47.8,806/5521,4502561069.16,11.852462836213363,涨停, 13:03:20,"[{""code"":""603897.SH"",""time"":1777525400740,""openTime"":1777526359273,""duration"":958533,""updatedTime"":1777526359273,""firstVol"":3258539.0,""highestVol"":3258539.0,""firstVolDivLTGB"":0.015784766394139005,""firstVolDivVol"":0.40945971943454645,""highestVolDivLTGB"":0.015784766394139005,""highestVolDivVol"":0.40945971943454645},{""code"":""603897.SH"",""time"":1777526435544,""openTime"":null,""duration"":5964456,""updatedTime"":1777532400000,""firstVol"":228800.0,""highestVol"":1321800.0,""firstVolDivLTGB"":0.0011083355304260605,""firstVolDivVol"":0.02366076991607562,""highestVolDivLTGB"":0.006402962867644959,""highestVolDivVol"":0.13376085263688908}]", 13:20:35,47103056.0,1,17,603897
002785.SZ,万里石,9.997849924747364,185600,18560000,159786662,0.11615487655659269,48.36,51.16,51.16,47.3,822/5521,8174685627.92,14.705289982213909,涨停, 13:41:43,"[{""code"":""002785.SZ"",""time"":1777527703438,""openTime"":1777527749381,""duration"":45943,""updatedTime"":1777527749381,""firstVol"":3485700.0,""highestVol"":3485700.0,""firstVolDivLTGB"":0.018014416835930712,""firstVolDivVol"":0.17519873146407774,""highestVolDivLTGB"":0.018014416835930712,""highestVolDivVol"":0.17519873146407774},{""code"":""002785.SZ"",""time"":1777529176791,""openTime"":1777529228329,""duration"":51538,""updatedTime"":1777529228329,""firstVol"":6400.0,""highestVol"":6400.0,""firstVolDivLTGB"":3.3075786140504505E-5,""firstVolDivVol"":2.904294993962016E-4,""highestVolDivLTGB"":3.3075786140504505E-5,""highestVolDivVol"":2.904294993962016E-4},{""code"":""002785.SZ"",""time"":1777529376573,""openTime"":null,""duration"":3023427,""updatedTime"":1777532400000,""firstVol"":1613600.0,""highestVol"":1613600.0,""firstVolDivLTGB"":0.008339232580674698,""firstVolDivVol"":0.07256670821473485,""highestVolDivLTGB"":0.008339232580674698,""highestVolDivVol"":0.07256670821473485}]", 14:09:36,9495296.0,2,33,002785
603045.SH,福达合金,9.990574929311975,2882000,288200000,101226949,2.8470679285216827,46.68,46.68,46.68,46.68,837/5521,4725273979.32,2.401238033954772,涨停, 09:30:00,"[{""code"":""603045.SH"",""time"":1777512600000,""openTime"":null,""duration"":14383644,""updatedTime"":1777532400000,""firstVol"":1.793286E7,""highestVol"":1.793286E7,""firstVolDivLTGB"":0.13239942026719229,""firstVolDivVol"":40.47684182015168,""highestVolDivLTGB"":0.13239942026719229,""highestVolDivVol"":40.47684182015168}]", 09:30:00,134531760.0,0,17,603045
605099.SH,共创草坪,9.995456610631528,393955,39395500,51141822,0.7703186640475969,44.9,48.42,48.42,44.9,879/5521,2476287021.24,14.344097869645708,涨停, 09:42:47,"[{""code"":""605099.SH"",""time"":1777513367642,""openTime"":1777513413844,""duration"":46202,""updatedTime"":1777513413844,""firstVol"":3220300.0,""highestVol"":3220300.0,""firstVolDivLTGB"":0.00802161305479301,""firstVolDivVol"":0.6086041810613976,""highestVolDivLTGB"":0.00802161305479301,""highestVolDivVol"":0.6086041810613976},{""code"":""605099.SH"",""time"":1777513466065,""openTime"":null,""duration"":13517579,""updatedTime"":1777532400000,""firstVol"":4212400.0,""highestVol"":4214100.0,""firstVolDivLTGB"":0.010492886635409768,""firstVolDivVol"":0.6964154871271258,""highestVolDivLTGB"":0.01049712125398355,""highestVolDivVol"":0.6939545379992846}]", 09:44:26,19075301.1,1,17,605099
001215.SZ,千味央厨,9.999999999999995,1672201,167220100,57019642,2.9326753752680523,41.97,46.86,46.86,41.8,962/5521,2671940424.12,17.161540579297217,涨停, 14:22:25,"[{""code"":""001215.SZ"",""time"":1777530145740,""openTime"":null,""duration"":2254260,""updatedTime"":1777532400000,""firstVol"":6075800.0,""highestVol"":6075800.0,""firstVolDivLTGB"":0.06270069190365216,""firstVolDivVol"":0.6791980370128164,""highestVolDivLTGB"":0.06270069190365216,""highestVolDivVol"":0.6791980370128164}]", 14:22:25,78359338.86,0,33,001215
603375.SH,盛景微,9.990277102576567,262800,26280000,63780929,0.41203539070432793,40.99,45.25,45.25,40.99,983/5521,2886087037.25,9.639569533394535,涨停, 13:40:36,"[{""code"":""603375.SH"",""time"":1777527636800,""openTime"":1777528248784,""duration"":611984,""updatedTime"":1777528248784,""firstVol"":4459644.0,""highestVol"":4459644.0,""firstVolDivLTGB"":0.06992127693844033,""firstVolDivVol"":1.0945434616301213,""highestVolDivLTGB"":0.06992127693844033,""highestVolDivVol"":1.0945434616301213},{""code"":""603375.SH"",""time"":1777528295512,""openTime"":null,""duration"":4104488,""updatedTime"":1777532400000,""firstVol"":2992600.0,""highestVol"":2992600.0,""firstVolDivLTGB"":0.04691998136308112,""firstVolDivVol"":0.5788050883632249,""highestVolDivLTGB"":0.04691998136308112,""highestVolDivVol"":0.5788050883632249}]", 13:51:35,11891700.0,1,17,603375
603698.SH,航天工程,10.007505629221917,1506800,150680000,215062250,0.7006343512169151,40.77,43.97,43.97,40.24,1012/5521,9456287132.5,22.56022384216663,涨停, 09:54:17,"[{""code"":""603698.SH"",""time"":1777514057824,""openTime"":1777514164584,""duration"":106760,""updatedTime"":1777514164584,""firstVol"":1.77323E7,""highestVol"":1.77323E7,""firstVolDivLTGB"":0.033083266478852215,""firstVolDivVol"":0.8875890402127294,""highestVolDivLTGB"":0.033083266478852215,""highestVolDivVol"":0.8875890402127294},{""code"":""603698.SH"",""time"":1777526746729,""openTime"":null,""duration"":5653271,""updatedTime"":1777532400000,""firstVol"":1.2726009E7,""highestVol"":1.2980609E7,""firstVolDivLTGB"":0.023742997070840873,""firstVolDivVol"":0.27653680723814045,""highestVolDivLTGB"":0.02421800593294651,""highestVolDivVol"":0.28144302293958734}]", 13:25:46,66253996.0,1,17,603698
002289.SZ,*ST宇顺,4.997128087306152,693587,69358700,162360630,0.4271891529368912,36.56,36.56,36.56,36.56,1154/5521,5935904632.8,0.2627564330096526,涨停, 09:30:00,"[{""code"":""002289.SZ"",""time"":1777512600000,""openTime"":null,""duration"":14383644,""updatedTime"":1777532400000,""firstVol"":740900.0,""highestVol"":1175048.0,""firstVolDivLTGB"":0.002699765591185461,""firstVolDivVol"":23.823151125401928,""highestVolDivLTGB"":0.0042817575359580156,""highestVolDivVol"":7.021415937664324}]", 09:30:00,25357540.720000003,0,33,002289
002842.SZ,翔鹭钨业,10.002857959416975,1426020,142602000,222595587,0.6406326465043533,36.51,38.49,38.49,36.51,1158/5521,8567704143.63,39.51617064178366,涨停, 09:32:53,"[{""code"":""002842.SZ"",""time"":1777512773522,""openTime"":1777512897877,""duration"":124355,""updatedTime"":1777512897877,""firstVol"":1.5749024E7,""highestVol"":1.7415024E7,""firstVolDivLTGB"":0.0586638069436021,""firstVolDivVol"":0.8164622256802044,""highestVolDivLTGB"":0.06486951863519906,""highestVolDivVol"":0.8380686996906825},{""code"":""002842.SZ"",""time"":1777513315387,""openTime"":1777513382642,""duration"":67255,""updatedTime"":1777513382642,""firstVol"":1.471088E7,""highestVol"":1.471088E7,""firstVolDivLTGB"":0.05479680672849932,""firstVolDivVol"":0.3224016067131615,""highestVolDivLTGB"":0.05479680672849932,""highestVolDivVol"":0.3224016067131615},{""code"":""002842.SZ"",""time"":1777513413844,""openTime"":1777513666958,""duration"":253114,""updatedTime"":1777513666958,""firstVol"":1.0020253E7,""highestVol"":1.0020253E7,""firstVolDivLTGB"":0.037324610561140156,""firstVolDivVol"":0.19719628209770612,""highestVolDivLTGB"":0.037324610561140156,""highestVolDivVol"":0.19719628209770612},{""code"":""002842.SZ"",""time"":1777513681958,""openTime"":1777527058435,""duration"":7960121,""updatedTime"":1777527058435,""firstVol"":8347900.0,""highestVol"":1.04036E7,""firstVolDivLTGB"":0.031095234471958135,""firstVolDivVol"":0.15144297055280612,""highestVolDivLTGB"":0.03875254631134341,""highestVolDivVol"":0.1869073583678573},{""code"":""002842.SZ"",""time"":1777527105106,""openTime"":1777527146248,""duration"":41142,""updatedTime"":1777527146248,""firstVol"":21400.0,""highestVol"":21400.0,""firstVolDivLTGB"":7.971322340946874E-5,""firstVolDivVol"":3.128296680172625E-4,""highestVolDivLTGB"":7.971322340946874E-5,""highestVolDivVol"":3.128296680172625E-4},{""code"":""002842.SZ"",""time"":1777527673756,""openTime"":1777527930160,""duration"":256404,""updatedTime"":1777527930160,""firstVol"":3545800.0,""highestVol"":3652700.0,""firstVolDivLTGB"":0.013207810633892255,""firstVolDivVol"":0.04562607459262277,""highestVolDivLTGB"":0.013606004259241423,""highestVolDivVol"":0.04693844816738302},{""code"":""002842.SZ"",""time"":1777527957874,""openTime"":1777528047166,""duration"":89292,""updatedTime"":1777528047166,""firstVol"":300.0,""highestVol"":19900.0,""firstVolDivLTGB"":1.1174750945252627E-6,""firstVolDivVol"":3.7430286559162142E-6,""highestVolDivLTGB"":7.412584793684242E-5,""highestVolDivVol"":2.480774032414292E-4},{""code"":""002842.SZ"",""time"":1777528248784,""openTime"":1777528295512,""duration"":46728,""updatedTime"":1777528295512,""firstVol"":97347.0,""highestVol"":97347.0,""firstVolDivLTGB"":3.6260949342250247E-4,""firstVolDivVol"":0.0011748604413469386,""highestVolDivLTGB"":3.6260949342250247E-4,""highestVolDivVol"":0.0011748604413469386},{""code"":""002842.SZ"",""time"":1777528585601,""openTime"":1777528625391,""duration"":39790,""updatedTime"":1777528625391,""firstVol"":41827.0,""highestVol"":41827.0,""firstVolDivLTGB"":1.5580210259569387E-4,""firstVolDivVol"":4.916712463668026E-4,""highestVolDivLTGB"":1.5580210259569387E-4,""highestVolDivVol"":4.916712463668026E-4},{""code"":""002842.SZ"",""time"":1777528813041,""openTime"":null,""duration"":3586959,""updatedTime"":1777532400000,""firstVol"":33500.0,""highestVol"":2483800.0,""firstVolDivLTGB"":1.2478471888865432E-4,""firstVolDivVol"":3.884752857589413E-4,""highestVolDivLTGB"":0.009251948799272824,""highestVolDivVol"":0.028635142446863816}]", 14:00:13,54887509.800000004,9,33,002842
002870.SZ,香山股份,10.005558643690943,1801000,180100000,72299980,2.4910103709572256,36.22,39.58,39.58,36.22,1167/5521,2861633208.4,14.495542045793098,涨停, 11:16:14,"[{""code"":""002870.SZ"",""time"":1777518974603,""openTime"":1777525668313,""duration"":1277354,""updatedTime"":1777525668313,""firstVol"":8593100.0,""highestVol"":8593100.0,""firstVolDivLTGB"":0.06717370852426474,""firstVolDivVol"":1.4337341557785004,""highestVolDivLTGB"":0.06717370852426474,""highestVolDivVol"":1.4337341557785004},{""code"":""002870.SZ"",""time"":1777526308928,""openTime"":null,""duration"":6091072,""updatedTime"":1777532400000,""firstVol"":7384600.0,""highestVol"":7384600.0,""firstVolDivLTGB"":0.05772666068919079,""firstVolDivVol"":0.814576109576735,""highestVolDivLTGB"":0.05772666068919079,""highestVolDivVol"":0.814576109576735}]", 13:18:28,71283580.0,1,33,002870
001268.SZ,联合精密,9.994272623138587,2645400,264540000,49324584,5.363248476662267,34.92,38.41,38.41,34.92,1236/5521,1894557271.44,9.674080576128123,涨停, 13:50:48,"[{""code"":""001268.SZ"",""time"":1777528248784,""openTime"":null,""duration"":4151216,""updatedTime"":1777532400000,""firstVol"":8046800.0,""highestVol"":8046800.0,""firstVolDivLTGB"":0.11932970717419963,""firstVolDivVol"":2.042853516120843,""highestVolDivLTGB"":0.11932970717419963,""highestVolDivVol"":2.042853516120843}]", 13:50:48,101609813.99999999,0,33,001268
