股票代码,股票简称,最新价,最新涨跌幅,竞价涨幅[20260416],p_open,p_close,chg_pct,涨跌幅:前复权排名[20260416],p_high,p_low,竞价匹配价[20260416],竞价异动类型[20260416],竞价异动说明[20260416],集合竞价评级[20260416],竞价量[20260416],竞价金额[20260416],竞价未匹配量[20260416],竞价未匹配金额[20260416],开盘价:前复权[20260416],最高价:前复权[20260416],最低价:前复权[20260416],收盘价:前复权[20260416],振幅[20260416],成交量[20260416],market_code,code,date
002219.SZ,新里程,2.31,-1.2820512820512737,4.721,2.44,2.37,1.7167382,1816/5521,2.5,2.3,2.44,竞价抢筹,单笔放量10%以上抢筹,看多,6822300,16646412.0,17700,43188.0,2.44,2.5,2.3,2.37,8.58369,2.3885029E8,33,002219,20260416
300493.SZ,润欣科技,16.19,1.5683814303638757,0.191,15.76,16.0,1.71646535,1817/5521,16.07,15.73,15.76,,,,13800,217488.0,1700,26792.0,15.76,16.07,15.73,16.0,2.161474,9755800,33,300493,20260416
600353.SH,旭光电子,17.23,-2.6553672316384116,0.198,15.19,15.42,1.71503958,1819/5521,15.79,15.08,15.19,,,,34000,516460.0,-10700,-162533.0,15.19,15.79,15.08,15.42,4.683377,2.5557212E7,17,600353,20260416
300748.SZ,金力永磁,32.96,-1.582561958793673,0.56,32.3,32.67,1.71232877,1822/5521,32.85,32.11,32.3,,,,121700,3930910.0,-7573,-244607.9,32.3,32.85,32.11,32.67,2.30386,2.4758469E7,33,300748,20260416
301136.SZ,招标股份,16.13,2.80433397068196,0.063,15.8,16.06,1.709943,1825/5521,16.08,15.55,15.8,,,,8500,134300.0,3500,55300.0,15.8,16.08,15.55,16.06,3.356554,5970700,33,301136,20260416
603030.SH,全筑股份,2.65,9.958506224066381,0.427,2.35,2.38,1.70940171,1826/5521,2.39,2.31,2.35,,,,42800,100580.0,11500,27025.0,2.35,2.39,2.31,2.38,3.418803,1.6262942E7,17,603030,20260416
301115.SZ,联检科技,21.07,4.203758654797237,0.098,20.5,20.83,1.70898438,1827/5521,20.97,20.3,20.5,,,,1900,38950.0,4200,86100.0,20.5,20.97,20.3,20.83,3.271484,2524001,33,301115,20260416
300650.SZ,太龙股份,15.92,0.759493670886071,0.569,15.92,16.1,1.70562224,1828/5521,16.16,15.6,15.92,,,,31500,501480.0,1500,23880.0,15.92,16.16,15.6,16.1,3.537586,7596070,33,300650,20260416
002137.SZ,实益达,8.26,-0.12091898428052947,0.122,8.22,8.35,1.70523752,1830/5521,8.37,8.18,8.22,,,,28700,235914.0,3100,25482.0,8.22,8.37,8.18,8.35,2.31425,8156700,33,002137,20260416
301314.SZ,科瑞思,51.5,1.3380558835104284,0.185,48.77,49.51,1.70501233,1831/5521,49.8,48.03,48.77,,,,2000,97540.0,200,9754.0,48.77,49.8,48.03,49.51,3.63599,1180537,33,301314,20260416
300484.SZ,蓝海华腾,16.58,-0.36057692307693673,1.175,17.22,17.31,1.70387779,1832/5521,17.38,16.98,17.22,,,,8700,149814.0,-4900,-84378.0,17.22,17.38,16.98,17.31,2.350176,3835479,33,300484,20260416
300400.SZ,劲拓股份,25.02,-2.1509581540868234,0.579,27.8,28.11,1.70043415,1834/5521,28.54,27.2,27.8,大买单试盘,大买单试盘727万元,-,127400,3541720.0,4800,133440.0,27.8,28.54,27.2,28.11,4.848046,2.06131E7,33,300400,20260416
301088.SZ,戎美股份,14.75,0.9582477754962394,0.495,14.21,14.38,1.69731259,1837/5521,14.42,14.14,14.21,跌停试盘,第1次跌停试盘,-,3200,45472.0,-4000,-56840.0,14.21,14.42,14.14,14.38,1.980198,956116,33,301088,20260416
601965.SH,中国汽研,16.1,0.3740648379052511,0.292,17.15,17.39,1.69590643,1839/5521,17.5,17.12,17.15,,,,17000,291550.0,-1200,-20580.0,17.15,17.5,17.12,17.39,2.222222,6731644,17,601965,20260416
603077.SH,和邦生物,2.96,-2.6315789473684235,0.339,2.96,3.0,1.69491525,1840/5521,3.02,2.94,2.96,,,,316900,938024.0,-71400,-211344.0,2.96,3.02,2.94,3.0,2.711864,2.35469898E8,17,603077,20260416
605086.SH,龙高股份,32.52,-0.3371130861170684,0.714,33.87,34.2,1.69491525,1840/5521,34.41,33.48,33.87,,,,13800,467406.0,-700,-23709.0,33.87,34.41,33.48,34.2,2.765388,1508600,17,605086,20260416
688380.SH,中微半导,47.89,4.3127858854280205,0.868,46.46,46.84,1.69344333,1842/5521,47.01,45.88,46.46,,,,35201,1635438.5,-1094,-50827.24,46.46,47.01,45.88,46.84,2.453321,6940767,17,688380,20260416
301556.SZ,托普云农,84.41,-1.1245168091835631,0.216,83.5,84.73,1.69227076,1845/5521,84.82,83.5,83.5,,,,800,66800.0,0,0.0,83.5,84.82,83.5,84.73,1.584253,1438700,33,301556,20260416
301227.SZ,森鹰窗业,31.66,-1.4321295143212869,0.123,32.58,33.09,1.69022741,1847/5521,33.21,32.25,32.58,,,,6600,215028.0,1900,61902.0,32.58,33.21,32.25,33.09,2.950215,984500,33,301227,20260416
600756.SH,浪潮软件,16.51,1.6000000000000096,0.241,16.64,16.88,1.68674699,1848/5521,16.95,16.56,16.64,,,,18400,306176.0,-8800,-146432.0,16.64,16.95,16.56,16.88,2.349397,1.1328405E7,17,600756,20260416
300496.SZ,中科创达,63.91,-0.03128421711247165,0.76,60.98,61.54,1.68539326,1849/5521,61.83,60.95,60.98,,,,34800,2122104.0,200,12196.0,60.98,61.83,60.95,61.54,1.454064,9759419,33,300496,20260416
301272.SZ,英华特,44.6,-0.6460236132768972,0.297,40.5,41.06,1.68400198,1850/5521,41.28,39.96,40.5,,,,1200,48600.0,-300,-12150.0,40.5,41.28,39.96,41.06,3.268945,609700,33,301272,20260416
600699.SH,均胜电子,28.52,0.17562346329469866,2.153,26.1,25.98,1.68297456,1851/5521,26.44,25.73,26.1,竞价抢筹,单笔放量10%以上抢筹,看多,558700,14582070.0,-7700,-200970.0,26.1,26.44,25.73,25.98,2.778864,3.246102E7,17,600699,20260416
300758.SZ,七彩化学,13.32,-2.7027027027026973,0.073,13.69,13.91,1.68128655,1852/5521,13.96,13.67,13.69,,,,32000,438080.0,3400,46546.0,13.69,13.96,13.67,13.91,2.119883,8340200,33,300758,20260416
300324.SZ,旋极信息,4.92,3.361344537815129,0.21,4.77,4.84,1.68067227,1853/5521,4.87,4.75,4.77,,,,62500,298125.0,10300,49131.0,4.77,4.87,4.75,4.84,2.521008,2.954004E7,33,300324,20260416
600229.SH,城市传媒,6.32,2.931596091205222,0.336,5.97,6.05,1.68067227,1853/5521,6.08,5.9,5.97,,,,11700,69849.0,18100,108057.0,5.97,6.08,5.9,6.05,3.02521,3176400,17,600229,20260416
000909.SZ,*ST数源,4.66,-5.091649694501018,0.763,6.6,6.66,1.67938931,1856/5521,6.73,6.49,6.6,跌停试盘,第1次跌停试盘,-,48200,318120.0,-5400,-35640.0,6.6,6.73,6.49,6.66,3.664122,5170511,33,000909,20260416
002883.SZ,中设股份,,,0.42,9.57,9.69,1.67890871,1858/5521,9.73,9.42,9.57,,,,27300,261261.0,-21200,-202884.0,9.57,9.73,9.42,9.69,3.252885,4060684,33,002883,20260416
000014.SZ,沙河股份,13.2,0.0,0.076,13.12,13.33,1.67810831,1859/5521,13.36,13.08,13.12,跌停试盘,第1次跌停试盘,-,96800,1270016.0,2000,26240.0,13.12,13.36,13.08,13.33,2.135774,6241019,33,000014,20260416
300947.SZ,德必集团,17.52,0.9798270893371651,0.539,16.8,16.99,1.67564333,1860/5521,17.04,16.58,16.8,,,,22300,374640.0,1500,25200.0,16.8,17.04,16.58,16.99,2.752842,2921169,33,300947,20260416
002174.SZ,游族网络,10.24,0.5893909626719106,0.628,9.62,9.72,1.67364017,1861/5521,9.76,9.59,9.62,,,,61400,590668.0,6700,64454.0,9.62,9.76,9.59,9.72,1.778242,1.6017886E7,33,002174,20260416
920167.BJ,同享科技,19.3,0.6781429316640532,0.657,16.85,17.02,1.67264038,1862/5521,17.06,16.78,16.85,,,,1100,18535.0,-2350,-39597.5,16.85,17.06,16.78,17.02,1.67264,693614,151,920167,20260416
001387.SZ,雪祺电气,14.2,1.5010721944245824,0.152,13.18,13.38,1.67173252,1863/5521,13.45,13.12,13.18,,,,3700,48766.0,0,0.0,13.18,13.45,13.12,13.38,2.507598,2073120,33,001387,20260416
600738.SH,丽尚国潮,4.8,-0.41493775933610916,0.418,4.81,4.87,1.67014614,1864/5521,4.89,4.78,4.81,,,,35000,168350.0,6300,30303.0,4.81,4.89,4.78,4.87,2.29645,1.0023001E7,17,600738,20260416
603515.SH,欧普照明,20.26,-1.0742187499999944,0.658,19.9,20.1,1.66919575,1865/5521,20.2,19.78,19.9,,,,10600,210940.0,5800,115420.0,19.9,20.2,19.78,20.1,2.12443,2312250,17,603515,20260416
002543.SZ,万和电气,8.25,-0.6024096385542254,0.119,8.43,8.56,1.66270784,1876/5521,8.59,8.4,8.43,,,,9700,81771.0,100,843.0,8.43,8.59,8.4,8.56,2.256532,4936243,33,002543,20260416
300619.SZ,金银河,41.03,-2.3095238095238066,0.427,42.3,42.82,1.66191833,1877/5521,43.08,42.01,42.3,,,,11600,490680.0,-300,-12690.0,42.3,43.08,42.01,42.82,2.54036,5501193,33,300619,20260416
300271.SZ,华宇软件,6.34,-0.3144654088050387,0.755,6.67,6.73,1.66163142,1878/5521,6.73,6.61,6.67,跌停试盘,第1次跌停试盘,-,2700,18009.0,3600,24012.0,6.67,6.73,6.61,6.73,1.812688,9915200,33,300271,20260416
601360.SH,三六零,11.17,1.9160583941605753,0.461,10.9,11.03,1.65898618,1880/5521,11.05,10.89,10.9,,,,218500,2381650.0,-57600,-627840.0,10.9,11.05,10.89,11.03,1.474654,7.953711E7,17,601360,20260416
301550.SZ,斯菱智驱,159.95,4.235907461713913,4.6,166,161.33,1.65721487,1881/5521,170.7,157.5,166.0,竞价砸盘,单笔放量10%以上砸盘,混战,97700,16218200.0,-7100,-1178600.0,166,170.7,157.5,161.33,8.31758,7883966,33,301550,20260416
300440.SZ,运达科技,18.3,3.273137697516941,0.675,16.41,16.57,1.65644172,1883/5521,16.96,16.38,16.41,,,,11900,195279.0,4400,72204.0,16.41,16.96,16.38,16.57,3.558282,1.48641E7,33,300440,20260416
300543.SZ,朗科智能,9.73,1.4598540145985461,0.207,9.68,9.82,1.6563147,1884/5521,9.85,9.65,9.68,,,,2000,19360.0,0,0.0,9.68,9.85,9.65,9.82,2.070393,3861754,33,300543,20260416
603721.SH,*ST天择,24.63,3.3137583892617415,1.196,22,22.1,1.65593376,1886/5521,22.65,21.98,22.0,,,,28900,635800.0,-17200,-378400.0,22,22.65,21.98,22.1,3.081876,2695400,22,603721,20260416
603786.SH,科博达,53.75,2.1280638419152527,0.463,56.45,57.12,1.65509877,1887/5521,57.32,56.19,56.45,,,,9300,524985.0,-5600,-316120.0,56.45,57.32,56.19,57.12,2.011033,2917995,17,603786,20260416
920656.BJ,海昇药业,16.33,1.3656114214773363,0.445,15.79,15.98,1.65394402,1889/5521,15.98,15.64,15.79,,,,1100,17369.0,2500,39475.0,15.79,15.98,15.64,15.98,2.162849,666043,151,920656,20260416
300994.SZ,久祺股份,13.87,0.289226319595077,0.198,15.16,15.38,1.65234633,1890/5521,15.47,15.01,15.16,,,,4500,68220.0,100,1516.0,15.16,15.47,15.01,15.38,3.040317,3577090,33,300994,20260416
300353.SZ,东土科技,18.55,2.542841348811503,0.567,19.5,19.71,1.65033522,1891/5521,19.74,19.42,19.5,,,,11200,218400.0,2800,54600.0,19.5,19.74,19.42,19.71,1.650335,9475520,33,300353,20260416
300990.SZ,同飞股份,80.39,-3.83971291866028,0.451,84.73,85.74,1.64789567,1893/5521,87,84.11,84.73,,,,16200,1372626.0,-200,-16946.0,84.73,87,84.11,85.74,3.4262,4612136,33,300990,20260416
002522.SZ,浙江众成,6.35,-1.397515527950322,0.33,6.09,6.17,1.64744646,1894/5521,6.19,5.98,6.09,,,,155600,947604.0,-2102,-12801.18,6.09,6.19,5.98,6.17,3.459637,3.356884E7,33,002522,20260416
300130.SZ,新国都,22.12,-0.6289308176100654,0.13,23.1,23.45,1.64716081,1895/5521,23.54,23.09,23.1,,,,12200,281820.0,200,4620.0,23.1,23.54,23.09,23.45,1.950585,9174318,33,300130,20260416
603088.SH,宁波精达,11.94,-2.9268292682926926,0.749,13.46,13.58,1.64670659,1897/5521,13.8,13.22,13.46,,,,92100,1239666.0,12100,162866.0,13.46,13.8,13.22,13.58,4.341317,3.2396776E7,17,603088,20260416
603836.SH,海程邦达,14.3,1.8518518518518632,0.862,12.87,12.97,1.64576803,1899/5521,13.05,12.71,12.87,涨停试盘,第1次涨停试盘,-,8100,104247.0,-1500,-19305.0,12.87,13.05,12.71,12.97,2.664576,2401400,17,603836,20260416
600588.SH,用友网络,11.68,-1.6006739679865165,0.987,12.28,12.36,1.64473684,1902/5521,12.42,12.22,12.28,,,,125600,1542368.0,-12012,-147507.36,12.28,12.42,12.22,12.36,1.644736,3.1696576E7,17,600588,20260416
002126.SZ,银轮股份,46.02,-1.5193665739353601,0.617,48.96,49.46,1.64406083,1904/5521,49.98,48.66,48.96,,,,97200,4758912.0,-200,-9792.0,48.96,49.98,48.66,49.46,2.7127,2.4340569E7,33,002126,20260416
002238.SZ,天威视讯,7.31,0.6887052341597771,0.41,7.34,7.43,1.64158687,1907/5521,7.45,7.3,7.34,,,,35000,256900.0,-800,-5872.0,7.34,7.45,7.3,7.43,2.051983,5242764,33,002238,20260416
603507.SH,振江股份,47.78,-3.785743052758751,0.155,45.2,45.87,1.63970751,1909/5521,46.34,44.65,45.2,,,,84200,3805840.0,-12200,-551440.0,45.2,46.34,44.65,45.87,3.744737,1.1442684E7,17,603507,20260416
600661.SH,昂立教育,10.2,1.1904761904761827,0.205,9.78,9.92,1.63934426,1910/5521,9.95,9.68,9.78,,,,9300,90954.0,1300,12714.0,9.78,9.95,9.68,9.92,2.766393,3355000,17,600661,20260416
002031.SZ,巨轮智能,5.71,1.2411347517730547,0.655,6.15,6.21,1.63666121,1916/5521,6.29,6.15,6.15,,,,102500,630375.0,-23800,-146370.0,6.15,6.29,6.15,6.21,2.291325,4.5930346E7,33,002031,20260416
301082.SZ,久盛电气,12.35,-1.5151515151515114,0.79,17.86,18.01,1.63656885,1917/5521,18.04,17.54,17.86,,,,29000,517940.0,0,0.0,13.67692308,13.81538462,13.43076923,13.79,2.82167,5909313,33,301082,20260416
300275.SZ,梅安森,11.39,-0.08771929824561216,0.091,11.01,11.18,1.63636364,1918/5521,11.22,10.92,11.01,,,,39000,429390.0,3500,38535.0,11.01,11.22,10.92,11.18,2.727272,3550000,33,300275,20260416
603177.SH,德创环保,12.09,2.8936170212765946,0.946,11.74,11.82,1.63370593,1920/5521,11.92,11.44,11.74,,,,83800,983812.0,48300,567042.0,11.74,11.92,11.44,11.82,4.127257,6197700,17,603177,20260416
301512.SZ,智信精密,50.3,2.799918250562022,0.61,46.19,46.66,1.63363102,1921/5521,47,45.51,46.19,,,,900,41571.0,800,36952.0,46.19,47,45.51,46.66,3.24548,597704,33,301512,20260416
002668.SZ,TCL智家,9.55,-0.10460251046024881,0.218,9.21,9.34,1.63220892,1923/5521,9.39,9.19,9.21,大买单试盘,大买单试盘545万元,-,51800,477078.0,-49100,-452211.0,9.21,9.39,9.19,9.34,2.176278,1.0580644E7,33,002668,20260416
300732.SZ,设研院,7.49,2.4623803009576006,0.445,6.77,6.85,1.63204748,1924/5521,6.89,6.72,6.77,,,,116600,789382.0,31400,212578.0,6.77,6.89,6.72,6.85,2.522255,7758640,33,300732,20260416
920227.BJ,美登科技,61.59,1.6840019811788065,0.749,60.57,61.1,1.63007319,1926/5521,61.59,60.5,60.57,,,,700,42399.0,0,0.0,60.57,61.59,60.5,61.1,1.81304,573999,151,920227,20260416
000691.SZ,*ST亚太,7.65,1.7287234042553297,0.25,8.01,8.12,1.62703379,1929/5521,8.18,8,8.01,跌停试盘,第2次跌停试盘,-,3500,28035.0,13200,105732.0,8.01,8.18,8,8.12,2.252816,5478500,33,000691,20260416
301538.SZ,骏鼎达,74.59,0.6612685560054105,0.625,80.5,81.3,1.625,1932/5521,81.36,79.43,80.5,,,,500,40250.0,-800,-64400.0,80.5,81.36,79.43,81.3,2.4125,785786,33,301538,20260416
301000.SZ,肇民科技,27.36,-0.14598540145985092,1.252,29.93,30.04,1.62381597,1934/5521,30.97,29.87,29.93,,,,11900,356167.0,-800,-23944.0,29.93,30.97,29.87,30.04,3.721244,3101000,33,301000,20260416
000017.SZ,深中华A,6.41,0.0,0.59,6.82,6.89,1.62241888,1935/5521,6.93,6.75,6.82,,,,16400,111848.0,-3400,-23188.0,6.82,6.93,6.75,6.89,2.654867,7491294,33,000017,20260416
002069.SZ,獐子岛,3.89,-0.25641025641025095,0.541,3.72,3.76,1.62162162,1936/5521,3.76,3.66,3.72,,,,82500,306900.0,-2400,-8928.0,3.72,3.76,3.66,3.76,2.702702,9526900,33,002069,20260416
002386.SZ,天原股份,6.99,-3.983516483516484,0.324,6.19,6.27,1.62074554,1938/5521,6.33,6.12,6.19,,,,131300,812747.0,-400,-2476.0,6.19,6.33,6.12,6.27,3.403565,3.8910848E7,33,002386,20260416
002622.SZ,皓宸医疗,2.8,1.449275362318842,1.619,2.51,2.51,1.6194332,1940/5521,2.53,2.45,2.51,,,,363400,912134.0,-8500,-21335.0,2.51,2.53,2.45,2.51,3.238866,2.543962E7,33,002622,20260416
002009.SZ,天奇股份,23.22,0.17256255392579442,1.702,24.5,24.48,1.61892902,1941/5521,24.59,23.97,24.5,竞价抢筹,单笔放量10%以上抢筹,看多,228900,5608050.0,-1800,-44100.0,24.5,24.59,23.97,24.48,2.573682,1.9742849E7,33,002009,20260416
688396.SH,华润微,56.65,1.9618430525557888,0.124,48.36,49.08,1.61490683,1944/5521,49.2,48.21,48.36,,,,56051,2710626.4,-4657,-225212.52,48.36,49.2,48.21,49.08,2.049689,1.3658337E7,17,688396,20260416
600728.SH,佳都科技,5.34,-3.7837837837837833,0.179,5.59,5.67,1.61290323,1947/5521,5.68,5.58,5.59,,,,75400,421486.0,22900,128011.0,5.59,5.68,5.58,5.67,1.792114,3.2675977E7,17,600728,20260416
600980.SH,北矿科技,23.06,0.6108202443280847,0.314,22.39,22.68,1.61290323,1947/5521,22.74,22.24,22.39,,,,3900,87321.0,-4400,-98516.0,22.39,22.74,22.24,22.68,2.240143,2602000,17,600980,20260416
920476.BJ,海能技术,19.66,0.25497195308516424,0.049,20.47,20.79,1.61290323,1947/5521,20.85,20.36,20.47,,,,200,4094.0,0,0.0,20.37,20.75,20.26,20.69,2.394916,1177701,151,920476,20260416
300613.SZ,富瀚微,59.05,-0.8895602551191695,0.161,43.53,44.16,1.61067648,1951/5521,44.35,43.32,43.53,,,,6900,300357.0,600,26118.0,43.53,44.35,43.32,44.16,2.369995,3508037,33,300613,20260416
301151.SZ,冠龙节能,17.65,1.3785180930499623,0.429,18.74,18.96,1.60771704,1955/5521,18.98,18.53,18.74,,,,2500,46850.0,-3400,-63716.0,18.74,18.98,18.53,18.96,2.411575,1156400,33,301151,20260416
300530.SZ,领湃科技,23.61,-1.8295218295218347,0.947,24.52,24.68,1.60559901,1957/5521,24.84,24.12,24.52,,,,4500,110340.0,500,12260.0,24.52,24.84,24.12,24.68,2.964182,1862900,33,300530,20260416
301199.SZ,迈赫股份,21.53,1.5566037735849145,0.045,22.47,22.82,1.60284951,1960/5521,22.92,22.42,22.47,,,,100,2247.0,900,20223.0,22.47,22.92,22.42,22.82,2.226179,1594560,33,301199,20260416
603993.SH,洛阳钼业,18.62,-2.9702970297029716,0.05,19.98,20.29,1.60240361,1961/5521,20.34,19.98,19.98,竞价抢筹,单笔放量10%以上抢筹,看多,1672500,33416550.0,-38373,-766692.54,19.98,20.34,19.98,20.29,1.802704,2.16213208E8,17,603993,20260416
600830.SH,香溢融通,9.9,-2.3668639053254457,0.572,8.79,8.88,1.60183066,1963/5521,8.9,8.75,8.79,,,,31400,276006.0,12800,112512.0,8.79,8.9,8.75,8.88,1.716247,4500585,17,600830,20260416
600858.SH,银座股份,5.79,-0.1724137931034446,0.534,5.65,5.71,1.60142349,1964/5521,5.74,5.59,5.65,,,,12500,70625.0,-6600,-37290.0,5.65,5.74,5.59,5.71,2.669039,5796000,17,600858,20260416
300537.SZ,广信材料,22.52,-1.010989010989013,0.046,21.87,22.21,1.6010979,1965/5521,22.27,21.82,21.87,跌停试盘,第2次跌停试盘,-,5800,126846.0,1500,32805.0,21.87,22.27,21.82,22.21,2.058554,2946100,33,300537,20260416
001258.SZ,立新能源,9.01,-1.6375545851528424,0.343,8.78,8.89,1.6,1966/5521,8.92,8.61,8.78,,,,107200,941216.0,-35500,-311690.0,8.78,8.92,8.61,8.89,3.542857,2.8872E7,33,001258,20260416
300013.SZ,新宁物流,4.14,1.470588235294108,0.533,3.77,3.81,1.6,1966/5521,3.82,3.73,3.77,,,,199200,750984.0,1800,6786.0,3.77,3.82,3.73,3.81,2.4,1.11143E7,33,300013,20260416
002603.SZ,以岭药业,17.04,0.4124926340601078,0.651,17,17.16,1.59857904,1972/5521,17.58,17,17.0,,,,170800,2903600.0,15700,266900.0,17,17.58,17,17.16,3.433984,2.3324811E7,33,002603,20260416
000559.SZ,万向钱潮,16.09,1.5782828282828283,2.518,16.69,16.54,1.5970516,1973/5521,16.78,16.3,16.69,,,,1513900,25266991.0,-5480,-91461.2,16.69,16.78,16.3,16.54,2.948402,9.2795692E7,33,000559,20260416
301062.SZ,上海艾录,8.08,-0.8588957055214759,0.123,8.15,8.27,1.5970516,1973/5521,8.42,8.14,8.15,跌停试盘,第1次跌停试盘,-,11700,95355.0,2300,18745.0,8.15,8.42,8.14,8.27,3.439803,6070648,33,301062,20260416
300373.SZ,扬杰科技,75.88,-2.580562331493138,0.549,76.96,77.76,1.59393781,1977/5521,77.98,76.53,76.96,,,,11300,869648.0,100,7696.0,76.96,77.98,76.53,77.76,1.894434,9042972,33,300373,20260416
300770.SZ,新媒股份,37.95,-1.1461318051575873,0.05,40.18,40.8,1.5936255,1978/5521,40.8,40.17,40.18,,,,6400,257152.0,-200,-8036.0,40.18,40.8,40.17,40.8,1.568725,2579971,33,300770,20260416
688561.SH,奇安信,30.11,1.7573504562352131,1.194,30.5,30.62,1.59256802,1980/5521,30.7,30.2,30.5,,,,29230,891515.0,-7959,-242749.5,30.5,30.7,30.2,30.62,1.658925,3992867,17,688561,20260416
301575.SZ,艾芬达,46.57,2.1271929824561377,0.531,45.46,45.94,1.59221583,1981/5521,45.99,45.1,45.46,,,,1000,45460.0,-700,-31822.0,45.46,45.99,45.1,45.94,1.968155,881069,33,301575,20260416
688432.SH,有研硅,16.24,5.798045602605856,0.346,14.5,14.68,1.5916955,1983/5521,14.7,14.28,14.5,,,,13500,195750.0,-921,-13354.5,14.5,14.7,14.28,14.68,2.906574,9092573,17,688432,20260416
002516.SZ,旷达科技,6.06,1.5075376884422087,0.53,5.69,5.75,1.59010601,1984/5521,5.76,5.66,5.69,,,,25000,142250.0,-17100,-97299.0,5.69,5.76,5.66,5.75,1.766784,1.04073E7,33,002516,20260416
002340.SZ,格林美,9.14,-5.186721991701244,0.367,8.21,8.31,1.58924205,1985/5521,8.35,8.2,8.21,,,,467900,3841459.0,-1600,-13136.0,8.21,8.35,8.2,8.31,1.83374,1.37117515E8,33,002340,20260416
301558.SZ,三态股份,8.27,0.608272506082712,0.122,8.19,8.31,1.58924205,1985/5521,8.34,8.16,8.19,,,,56600,463554.0,7600,62244.0,8.19,8.34,8.16,8.31,2.200488,6371100,33,301558,20260416
300607.SZ,拓斯达,29.18,2.206654991243429,1.278,26.15,26.23,1.58791634,1987/5521,26.35,25.93,26.15,,,,35100,917865.0,-5400,-141210.0,26.15,26.35,25.93,26.23,1.626646,6448009,33,300607,20260416
300591.SZ,万里马,7.92,3.125000000000003,0.721,6.99,7.05,1.58501441,1991/5521,7.09,6.91,6.99,,,,13700,95763.0,-3700,-25863.0,6.99,7.09,6.91,7.05,2.593659,1.031598E7,33,300591,20260416
600650.SH,锦江在线,12.49,0.4019292604501665,0.238,12.65,12.82,1.58478605,1992/5521,12.88,12.63,12.65,,,,31700,401005.0,5800,73370.0,12.65,12.88,12.63,12.82,1.980982,3936210,17,600650,20260416
301315.SZ,威士顿,51.05,1.1291600633914427,0.97,51,51.31,1.58384478,1993/5521,51.4,50.43,51.0,,,,4200,214200.0,-600,-30600.0,51,51.4,50.43,51.31,1.920411,1189000,33,301315,20260416
001319.SZ,铭科精技,23.88,0.8445945945945916,0.554,25.4,25.66,1.58353127,1994/5521,25.7,25.28,25.4,,,,2200,55880.0,-700,-17780.0,25.4,25.7,25.28,25.66,1.662707,1845600,33,001319,20260416
920207.BJ,众诚科技,28.75,-2.0109066121336054,0.876,29.95,30.16,1.58302459,1995/5521,30.44,29.6,29.95,,,,16615,497619.25,476,14256.2,29.95,30.44,29.6,30.16,2.829235,3174933,151,920207,20260416
301581.SZ,黄山谷捷,46.93,1.2295081967213122,1.121,46,46.21,1.58276544,1996/5521,46.25,45.2,46.0,,,,400,18400.0,-800,-36800.0,46,46.25,45.2,46.21,2.308199,402552,33,301581,20260416
603373.SH,安邦护卫,39.45,0.1777552056881673,0.025,40.45,41.08,1.58259149,1997/5521,41.21,40.1,40.45,跌停试盘,第1次跌停试盘,-,3800,153710.0,11700,473265.0,40.45,41.21,40.1,41.08,2.744807,1179523,17,603373,20260416
603909.SH,建发合诚,12.15,-1.0586319218240963,1.432,13.46,13.48,1.58251696,1998/5521,13.8,13.17,13.46,,,,101700,1368882.0,-2300,-30958.0,13.46,13.8,13.17,13.48,4.74755,1.6552015E7,17,603909,20260416
300118.SZ,东方日升,17.74,3.5610040863981287,0.304,16.5,16.71,1.58054711,2000/5521,16.85,16.25,16.5,,,,139200,2296800.0,300,4950.0,16.5,16.85,16.25,16.71,3.647416,4.9288951E7,33,300118,20260416
603616.SH,韩建河山,6.17,1.1475409836065622,0.474,6.36,6.43,1.57977883,2002/5521,6.44,6.28,6.36,,,,10100,64236.0,-3800,-24168.0,6.36,6.44,6.28,6.43,2.527646,1.02535E7,17,603616,20260416
002406.SZ,远东传动,7.96,-0.9950248756218805,0.395,7.63,7.72,1.57894737,2003/5521,7.74,7.58,7.63,,,,157600,1202488.0,8000,61040.0,7.63,7.74,7.58,7.72,2.105263,1.80412E7,33,002406,20260416
003026.SZ,中晶科技,49.99,5.419654154365246,0.326,36.9,37.36,1.57694399,2008/5521,37.48,36.54,36.9,,,,33600,1239840.0,-900,-33210.0,36.9,37.48,36.54,37.36,2.555736,7190748,33,003026,20260416
002616.SZ,长青集团,6.09,2.525252525252516,0.175,5.72,5.8,1.57618214,2009/5521,5.85,5.7,5.72,,,,3300,18876.0,600,3432.0,5.72,5.85,5.7,5.8,2.62697,1.215652E7,33,002616,20260416
301577.SZ,美信科技,67.88,5.53482587064677,0.016,62.21,63.18,1.5755627,2012/5521,63.49,61.6,62.21,跌停试盘,第1次跌停试盘,-,400,24884.0,1000,62210.0,62.21,63.49,61.6,63.18,3.038585,855800,33,301577,20260416
605300.SH,佳禾食品,11.1,0.0901713255184832,0.37,10.84,10.97,1.57407407,2013/5521,10.98,10.76,10.84,,,,7000,75880.0,300,3252.0,10.84,10.98,10.76,10.97,2.037037,1462196,17,605300,20260416
001306.SZ,夏厦精密,69.63,0.8691873098652677,0.998,66.78,67.16,1.57289776,2014/5521,67.6,66.15,66.78,跌停试盘,第1次跌停试盘,-,1100,73458.0,-3700,-247086.0,66.78,67.6,66.15,67.16,2.192982,629735,33,001306,20260416
