股票代码,股票简称,最新价,最新涨跌幅,竞价涨幅[20260409],分时开盘价:不复权[20260409 09:25],p_925,chg_pct,分时涨跌幅:前复权排名[20260409 09:25],分时最高价:不复权[20260409 09:25],分时最低价:不复权[20260409 09:25],分时振幅[20260409 09:25],竞价匹配价[20260409],竞价异动类型[20260409],竞价异动说明[20260409],集合竞价评级[20260409],竞价量[20260409],竞价金额[20260409],竞价未匹配量[20260409],竞价未匹配金额[20260409],分时成交量[20260409 09:25],分时成交额[20260409 09:25],分时换手率[20260409 09:25],market_code,code,date
000668.SZ,*ST荣控,15.85,1.5374759769378619,2.409,14.88,14.88,2.4088093599449514,59/5521,14.88,14.88,0.0,14.88,大卖单试盘,大卖单试盘294万元,-,68500,1019280.0,-1000,-14880.0,68500,1019280.0,0.04664881390453365,33,000668,20260409
688268.SH,华特气体,188.3,-1.0145613205067436,2.371,97.6,97.6,2.3704636039437705,60/5521,97.6,97.6,0.0,97.6,,,,258189,25199246.0,3312,323251.2,258189,25199246.0,0.215309334348338,17,688268,20260409
002470.SZ,金正大,2.83,-3.7414965986394515,2.349,3.05,3.05,2.3489932885905986,61/5521,3.05,3.05,0.0,3.05,竞价抢筹,单笔放量10%以上抢筹,看多,2616300,7979715.0,-311300,-949465.0,2616300,7979715.0,0.07962567037107687,33,002470,20260409
301295.SZ,美硕科技,44.57,0.9970541581690407,2.349,38.35,38.35,2.3485455030691287,62/5521,38.35,38.35,0.0,38.35,竞价砸盘,单笔放量10%以上砸盘,偏空,50200,1925170.0,-4400,-168740.0,50200,1925170.0,0.1707482993197279,33,301295,20260409
002342.SZ,巨力索具,19.81,4.814814814814816,2.329,14.5,14.5,2.3288637967537054,63/5521,14.5,14.5,0.0,14.5,竞价抢筹,单笔放量10%以上抢筹,看多,5543700,80383650.0,26700,387150.0,5543700,80383650.0,0.580680639788832,33,002342,20260409
002193.SZ,如意集团,,,2.288,6.26,6.26,2.2875816993463998,64/5521,6.26,6.26,0.0,6.26,竞价抢筹,单笔放量10%以上抢筹,看多,467000,2923420.0,71000,444460.0,467000,2923420.0,0.17843902534082523,33,002193,20260409
600759.SH,ST洲际,4.67,-5.08130081300813,2.264,5.42,5.42,2.2641509433962286,65/5521,5.42,5.42,0.0,5.42,大卖单试盘,大卖单试盘530万元,-,5460200,29594284.0,-77600,-420592.0,5460200,29594284.0,0.13177157462938707,22,600759,20260409
300983.SZ,尤安设计,31.98,1.523809523809525,2.253,29.96,29.96,2.252559726962458,66/5521,29.96,29.96,0.0,29.96,,,,39500,1183420.0,700,20972.0,39500,1183420.0,0.03339463715099275,33,300983,20260409
000968.SZ,蓝焰控股,9.15,0.32894736842106514,2.225,9.65,9.65,2.2245762711864496,67/5521,9.65,9.65,0.0,9.65,竞价抢筹,单笔放量10%以上抢筹,看多,1645800,15881970.0,-21700,-209405.0,1645800,15881970.0,0.1701080594445084,33,000968,20260409
002421.SZ,达实智能,2.9,3.9426523297490994,2.198,2.79,2.79,2.1978021978021998,68/5521,2.79,2.79,0.0,2.79,急速下跌,一分钟跌幅大于3%,-,5797200,16174188.0,-323900,-903681.0,5797200,16174188.0,0.28889329010575043,33,002421,20260409
600105.SH,永鼎股份,42.41,-2.1006463527239236,2.167,33.95,33.95,2.166716822148679,69/5521,33.95,33.95,0.0,33.95,竞价抢筹,单笔放量10%以上抢筹,看多,2195200,74527040.0,-45355,-1539802.3,2195200,74527040.0,0.15015101264361402,17,600105,20260409
000151.SZ,中成股份,11.84,0.1692047377326529,2.156,12.32,12.32,2.1558872305140944,70/5521,12.32,12.32,0.0,12.32,急速下跌,一分钟跌幅大于3%,-,698700,8607984.0,-18300,-225456.0,698700,8607984.0,0.22689875851761362,33,000151,20260409
002554.SZ,惠博普,3.49,0.8670520231213945,2.151,3.8,3.8,2.1505376344086042,71/5521,3.8,3.8,0.0,3.8,,,,708300,2691540.0,-17600,-66880.0,708300,2691540.0,0.053117034589122245,33,002554,20260409
600448.SH,华纺股份,3.59,2.571428571428567,2.134,3.35,3.35,2.1341463414634094,72/5521,3.35,3.35,0.0,3.35,竞价抢筹,单笔放量10%以上抢筹,看多,441900,1480365.0,-145120,-486152.0,441900,1480365.0,0.07016294134050073,17,600448,20260409
002408.SZ,齐翔腾达,6.58,-1.6442451420029942,2.128,6.72,6.72,2.12765957446808,73/5521,6.72,6.72,0.0,6.72,竞价抢筹,单笔放量10%以上抢筹,看多,1206500,8107680.0,-33761,-226873.92,1206500,8107680.0,0.04385523582720693,33,002408,20260409
000815.SZ,美利云,19.02,-4.229607250755286,2.117,20.74,20.74,2.1171836533727215,74/5521,20.74,20.74,0.0,20.74,竞价抢筹,单笔放量10%以上抢筹,看多,3772939,78250755.0,426861,8853097.1,3772939,78250755.0,0.5426635402815569,33,000815,20260409
600336.SH,澳柯玛,7.55,1.342281879194626,2.101,7.29,7.29,2.1008403361344588,75/5521,7.29,7.29,0.0,7.29,涨停试盘,第1次涨停试盘,-,241600,1761264.0,-9500,-69255.0,241600,1761264.0,0.030275128905540342,17,600336,20260409
300679.SZ,电连技术,45.0,-0.5085120495246449,2.092,41.0,41.0,2.091633466135467,76/5521,41.0,41.0,0.0,41.0,大卖单试盘,大卖单试盘775万元,-,1700300,69712300.0,-135450,-5553450.0,1700300,69712300.0,0.47303962764773205,33,300679,20260409
002898.SZ,*ST赛隆,8.3,-5.0343249427917565,2.083,13.23,13.23,2.08333333333333,77/5521,13.23,13.23,0.0,13.23,涨停试盘,第1次涨停试盘,-,22400,296352.0,3400,44982.0,22400,296352.0,0.022120712510915064,33,002898,20260409
688275.SH,万润新能,154.77,-5.0490797546012205,2.071,110.9,110.9,2.0708697653014263,78/5521,110.9,110.9,0.0,110.9,竞价抢筹,单笔放量10%以上抢筹,看多,87121,9661718.9,-2498,-277028.2,87121,9661718.9,0.0690787042020961,17,688275,20260409
920010.BJ,凯添燃气,11.83,0.6808510638297879,2.067,11.85,11.85,2.067183462532302,79/5521,11.85,11.85,0.0,11.85,,,,139879,1657566.2,4407,52222.95,139879,1657566.0,0.08055528581384439,151,920010,20260409
002213.SZ,大为股份,37.3,0.7835720075655206,2.064,30.16,30.16,2.0642978003384074,80/5521,30.16,30.16,0.0,30.16,竞价抢筹,单笔放量10%以上抢筹,看多,777600,23452416.0,99500,3000920.0,777600,23452416.0,0.3764576769490026,33,002213,20260409
600256.SH,广汇能源,6.75,1.6566265060241012,2.057,6.45,6.45,2.056962025316454,81/5521,6.45,6.45,0.0,6.45,竞价抢筹,单笔放量10%以上抢筹,看多,5324000,34339800.0,176700,1139715.0,5324000,34339800.0,0.08329157589545824,17,600256,20260409
300790.SZ,宇瞳光学,29.0,2.4373013069586764,2.041,29.0,29.0,2.040816326530606,82/5521,29.0,29.0,0.0,29.0,急速上涨,一分钟涨幅大于3%,偏多,727500,21097500.0,-15010,-435290.0,727500,21097500.0,0.2241057627886616,33,300790,20260409
600159.SH,大龙地产,3.33,2.461538461538464,2.02,3.03,3.03,2.020202020202022,83/5521,3.03,3.03,0.0,3.03,,,,321800,975054.0,-31700,-96051.0,321800,975054.0,0.038770933364269115,17,600159,20260409
688799.SH,华纳药厂,58.68,0.8074214052568267,2.005,63.6,63.6,2.0048115477145148,84/5521,63.6,63.6,0.0,63.6,急速上涨,一分钟涨幅大于3%,-,10148,645412.8,563,35806.8,10148,645412.8,0.007727688090161438,17,688799,20260409
301053.SZ,远信工业,64.0,0.0,2.0,51.0,51.0,2.0,85/5521,51.0,51.0,0.0,51.0,竞价抢筹,单笔放量10%以上抢筹,看多,102348,5219748.0,23852,1216452.0,102348,5219748.0,0.12031993761251118,33,301053,20260409
001389.SZ,广合科技,163.25,-0.4573170731707317,1.998,128.13,128.13,1.9980894761980503,86/5521,128.13,128.13,0.0,128.13,大卖单试盘,大卖单试盘916万元,-,243010,31136871.0,1790,229352.7,243010,31136871.0,0.15993240942186102,33,001389,20260409
600561.SH,江西长运,6.94,-0.8571428571428515,1.997,6.64,6.64,1.9969278033794147,87/5521,6.64,6.64,0.0,6.64,,,,115400,766256.0,100,664.0,115400,766256.0,0.04056569815183523,17,600561,20260409
301201.SZ,诚达药业,41.24,0.02425418384672597,1.992,64.0,64.0,1.9920318725099602,88/5521,64.0,64.0,0.0,64.0,竞价抢筹,单笔放量10%以上抢筹,看多,165300,10579200.0,-500,-32000.0,165300,10579200.0,0.1522880463630777,33,301201,20260409
603499.SH,翔港科技,20.81,1.6609672691744009,1.984,22.62,22.62,1.9837691614066784,89/5521,22.62,22.62,0.0,22.62,急速下跌,一分钟跌幅大于3%,偏空,76700,1734954.0,-22800,-515736.0,76700,1734954.0,0.02534746265454558,17,603499,20260409
301372.SZ,科净源,36.4,3.8220193953222936,1.978,28.36,28.36,1.9777058612010094,90/5521,28.36,28.36,0.0,28.36,,,,6900,195684.0,1400,39704.0,6900,195684.0,0.016759595384504587,33,301372,20260409
301448.SZ,开创电气,39.35,1.7321613236814937,1.976,39.22,39.22,1.9760790431617212,91/5521,39.22,39.22,0.0,39.22,急速上涨,一分钟涨幅大于3%,偏空,4600,180412.0,400,15688.0,4600,180412.0,0.009527261430124787,33,301448,20260409
000554.SZ,泰山石油,8.19,1.2360939431396742,1.973,8.27,8.27,1.972872996300865,92/5521,8.27,8.27,0.0,8.27,竞价抢筹,单笔放量10%以上抢筹,看多,308600,2552122.0,24100,199307.0,308600,2552122.0,0.08509507224887362,33,000554,20260409
301383.SZ,天键股份,28.78,0.27874564459930956,1.963,28.57,28.57,1.9628836545324793,93/5521,28.57,28.57,0.0,28.57,竞价抢筹,单笔放量10%以上抢筹,看多,53000,1514210.0,71700,2048469.0,53000,1514210.0,0.07505567219081134,33,301383,20260409
000889.SZ,中嘉博创,4.42,-8.108108108108103,1.95,3.66,3.66,1.9498607242339914,94/5521,3.66,3.66,0.0,3.66,竞价砸盘,单笔放量10%以上砸盘,偏空,4192200,15343452.0,-163700,-599142.0,4192200,15343452.0,0.48194534247317466,33,000889,20260409
600423.SH,*ST柳化,3.09,0.6514657980456032,1.939,3.68,3.68,1.9390581717451603,95/5521,3.68,3.68,0.0,3.68,竞价抢筹,单笔放量10%以上抢筹,看多,787400,2897632.0,37400,137632.0,787400,2897632.0,0.09858581490652729,22,600423,20260409
603585.SH,苏利股份,19.33,-0.41215868109223003,1.927,23.8,23.8,1.9271948608137013,96/5521,23.8,23.8,0.0,23.8,,,,655600,15603280.0,-27834,-662449.2,655600,15603280.0,0.3532690181831702,17,603585,20260409
002109.SZ,兴化股份,,,1.861,4.38,4.38,1.8604651162790715,97/5521,4.38,4.38,0.0,4.38,竞价抢筹,单笔放量10%以上抢筹,看多,908700,3980106.0,26700,116946.0,908700,3980106.0,0.07119967609420556,33,002109,20260409
002902.SZ,铭普光磁,30.39,-1.9361084220716291,1.839,29.91,29.91,1.8386108273748694,98/5521,29.91,29.91,0.0,29.91,急速下跌,一分钟跌幅大于3%,-,2982500,89206575.0,252800,7561248.0,2982500,89206575.0,1.6790307318413347,33,002902,20260409
600955.SH,维远股份,19.41,-1.9696969696969724,1.79,18.77,18.77,1.7895878524945676,99/5521,18.77,18.77,0.0,18.77,,,,103000,1933310.0,5200,97604.0,103000,1933310.0,0.018727272727272728,17,600955,20260409
600026.SH,中远海能,21.59,-0.6899724011039493,1.765,26.53,26.53,1.764480245492907,100/5521,26.53,26.53,0.0,26.53,竞价抢筹,单笔放量10%以上抢筹,看多,614100,16292073.0,900,23877.0,614100,16292073.0,0.017673079651503734,17,600026,20260409
603276.SH,恒兴新材,18.01,0.8963585434173676,1.761,17.34,17.34,1.7605633802816945,101/5521,17.34,17.34,0.0,17.34,,,,11200,194208.0,-500,-8670.0,11200,194208.0,0.014806524727795263,17,603276,20260409
