股票代码,股票简称,最新价,最新涨跌幅,竞价涨幅[20260417],分时开盘价:不复权[20260417 09:25],p_925,chg_pct,分时涨跌幅:前复权排名[20260417 09:25],分时最高价:不复权[20260417 09:25],分时最低价:不复权[20260417 09:25],分时振幅[20260417 09:25],竞价匹配价[20260417],竞价异动类型[20260417],竞价异动说明[20260417],集合竞价评级[20260417],竞价量[20260417],竞价金额[20260417],竞价未匹配量[20260417],竞价未匹配金额[20260417],分时成交量[20260417 09:25],分时成交额[20260417 09:25],分时换手率[20260417 09:25],market_code,code,date
688807.SH,优迅股份,355.0,-2.2577092511013186,5.567,319.51,319.51,5.567303244564847,24/5521,319.51,319.51,0,319.51,竞价抢筹,单笔放量10%以上抢筹,看多,27729,8859692.8,980,313119.8,27729,8859692.8,0.18442161752037955,17,688807,20260417
002687.SZ,乔治白,5.04,1.0020040080160284,5.51,5.17,5.17,5.5102040816326525,25/5521,5.17,5.17,0,5.17,竞价抢筹,单笔放量10%以上抢筹,看多,750500,3880085.0,-347,-1793.99,750500,3880085.0,0.18144824630729306,33,002687,20260417
601933.SH,永辉超市,3.84,0.5235602094240842,5.29,4.18,4.18,5.2896725440805925,26/5521,4.18,4.18,0,4.18,竞价抢筹,单笔放量10%以上抢筹,看多,8667000,36228060.0,-800,-3344.0,8667000,36228060.0,0.09550374292342016,17,601933,20260417
603083.SH,剑桥科技,174.97,2.4954601370745655,5.239,139.0,139.0,5.239248940036334,27/5521,139.0,139.0,0,139.0,大卖单试盘,大卖单试盘723万元,-,778496,108210944.0,38804,5393756.0,778496,108210944.0,0.2824850669589025,17,603083,20260417
601778.SH,晶科科技,6.5,-6.609195402298851,5.105,7.0,7.0,5.105105105105112,28/5521,7.0,7.0,0,7.0,急速下跌,一分钟跌幅大于3%,-,47467400,332271800.0,-954689,-6682823.0,47467400,332271800.0,1.3286552180491902,17,601778,20260417
002203.SZ,海亮股份,17.99,-0.05555555555556424,5.06,16.61,16.61,5.060088551549646,29/5521,16.61,16.61,0,16.61,竞价抢筹,单笔放量10%以上抢筹,看多,1831417,30419836.0,201383,3344971.6,1831417,30419836.0,0.08278933292663959,33,002203,20260417
300720.SZ,海川智能,63.12,0.7662835249042096,5.009,60.8,60.8,5.008635578583753,30/5521,60.8,60.8,0,60.8,,,,58100,3532480.0,-2000,-121600.0,58100,3532480.0,0.03326615383388329,33,300720,20260417
002859.SZ,洁美科技,51.0,3.0303030303030303,5.008,48.65,48.65,5.007554500323774,31/5521,48.65,48.65,0,48.65,急速下跌,一分钟跌幅大于3%,-,306800,14925820.0,1500,72975.0,306800,14925820.0,0.07558523717632395,33,002859,20260417
688697.SH,纽威数控,17.4,3.7567084078711925,4.993,15.98,15.98,4.993429697766105,32/5521,15.98,15.98,0,15.98,竞价抢筹,单笔放量10%以上抢筹,看多,418040,6680279.2,4486,71686.28,418040,6680279.2,0.09140815393794348,17,688697,20260417
300633.SZ,开立医疗,24.35,0.2057613168724309,4.984,28.65,28.65,4.983510443385852,33/5521,28.65,28.65,0,28.65,竞价抢筹,单笔放量10%以上抢筹,看多,479300,13731945.0,23000,658950.0,479300,13731945.0,0.1788491462304091,33,300633,20260417
605081.SH,*ST太和,5.03,0.0,4.979,7.59,7.59,4.979253112033177,34/5521,7.59,7.59,0,7.59,涨停撤单,涨停撤单65.40%,-,1064600,8080314.0,-124342,-943755.78,1064600,8080314.0,0.9400684549265874,22,605081,20260417
000004.SZ,*ST国华,,,4.945,3.82,3.82,4.9450549450549275,35/5521,3.82,3.82,0,3.82,买一剩余大,买一剩余1874万元,看多,680500,2599510.0,4905800,18740156.0,680500,2599510.0,0.5388487030667927,33,000004,20260417
001203.SZ,大中矿业,52.31,1.9688109161793472,4.893,48.66,48.66,4.893295968958822,36/5521,48.66,48.66,0,48.66,涨停试盘,第1次涨停试盘,-,793800,38626308.0,-108700,-5289342.0,793800,38626308.0,0.060782215101196316,33,001203,20260417
002528.SZ,*ST英飞,4.81,4.3383947939262315,4.883,5.37,5.37,4.8828125,37/5521,5.37,5.37,0,5.37,竞价砸盘,单笔放量10%以上砸盘,偏空,3642567,19560585.0,192633,1034439.21,3642567,19560585.0,0.346838611636355,33,002528,20260417
002580.SZ,圣阳股份,27.48,-3.9160839160839194,4.784,29.13,29.13,4.7841726618705005,38/5521,29.13,29.13,0,29.13,竞价砸盘,单笔放量10%以上砸盘,偏空,5639100,164266980.0,-56462,-1644738.1,5639100,164266980.0,1.2466540566495732,33,002580,20260417
002271.SZ,东方雨虹,14.96,-0.5980066445182715,4.71,17.34,17.34,4.710144927536231,39/5521,17.34,17.34,0,17.34,竞价抢筹,单笔放量10%以上抢筹,看多,1645500,28532970.0,32000,554880.0,1645500,28532970.0,0.08594969767174257,33,002271,20260417
002281.SZ,光迅科技,144.28,8.58734101000978,4.501,110.99,110.99,4.500517842011109,40/5521,110.99,110.99,0,110.99,竞价抢筹,单笔放量10%以上抢筹,看多,1366900,151712230.0,-768,-85240.32,1366900,151712230.0,0.17536109089218588,33,002281,20260417
600727.SH,鲁北化工,8.07,-0.12376237623762112,4.435,7.3,7.3,4.4349070100142995,41/5521,7.3,7.3,0,7.3,竞价抢筹,单笔放量10%以上抢筹,看多,1832200,13375060.0,75700,552610.0,1832200,13375060.0,0.3466247556309189,17,600727,20260417
688408.SH,中信博,40.53,-5.170800187178289,4.398,42.73,42.73,4.397752259956023,42/5521,42.73,42.73,0,42.73,竞价抢筹,单笔放量10%以上抢筹,看多,177807,7597693.1,5540,236724.2,177807,7597693.1,0.08116599222573614,17,688408,20260417
603928.SH,兴业股份,15.95,0.3144654088050247,4.377,15.5,15.5,4.3771043771043905,43/5521,15.5,15.5,0,15.5,急速下跌,一分钟跌幅大于3%,-,386600,5992300.0,-15300,-237150.0,386600,5992300.0,0.14751221001221002,17,603928,20260417
603052.SH,可川科技,81.44,-5.533000811970765,4.263,79.0,79.0,4.262900884254983,44/5521,79.0,79.0,0,79.0,涨停撤单,涨停撤单90.20%,-,266700,21069300.0,43400,3428600.0,266700,21069300.0,0.14193925380996197,17,603052,20260417
605388.SH,均瑶健康,7.01,2.6354319180087806,4.218,8.4,8.4,4.218362282878418,45/5521,8.4,8.4,0,8.4,竞价砸盘,单笔放量10%以上砸盘,偏空,4257500,35763000.0,-103440,-868896.0,4257500,35763000.0,0.7090113974727054,17,605388,20260417
300736.SZ,百邦科技,27.6,-0.9687836383207734,4.037,24.74,24.74,4.037005887300249,46/5521,24.74,24.74,0,24.74,急速下跌,一分钟跌幅大于3%,-,1054760,26094762.0,44640,1104393.6,1054760,26094762.0,0.8432262615750444,33,300736,20260417
603826.SH,坤彩科技,33.79,-2.7625899280575563,3.923,35.5,35.5,3.9227166276346814,47/5521,35.5,35.5,0,35.5,竞价抢筹,单笔放量10%以上抢筹,看多,382200,13568100.0,800,28400.0,382200,13568100.0,0.058333333333333334,17,603826,20260417
300308.SZ,中际旭创,857.5,1.4792899408284024,3.877,841.0,841.0,3.8771754301453853,48/5521,841.0,841.0,0,841.0,竞价砸盘,单笔放量10%以上砸盘,混战,1137907,956979790.0,55893,47006013.0,1137907,956979790.0,0.10293151921405214,33,300308,20260417
000066.SZ,中国长城,19.82,9.988901220865708,3.846,16.2,16.2,3.8461538461538547,49/5521,16.2,16.2,0,16.2,竞价抢筹,单笔放量10%以上抢筹,看多,3019400,48914280.0,-57700,-934740.0,3019400,48914280.0,0.0936076857766936,33,000066,20260417
600996.SH,贵广网络,8.45,0.8353221957040394,3.814,9.8,9.8,3.8135593220339103,50/5521,9.8,9.8,0,9.8,急速下跌,一分钟跌幅大于3%,-,951700,9326660.0,-32900,-322420.0,951700,9326660.0,0.07633141734390995,17,600996,20260417
002990.SZ,盛视科技,53.83,9.991826726604007,3.778,48.07,48.07,3.7780656303972426,51/5521,48.07,48.07,0,48.07,急速下跌,一分钟跌幅大于3%,-,1637766,78727412.0,163434,7856272.4,1637766,78727412.0,1.2060255725881384,33,002990,20260417
688668.SH,鼎通科技,220.0,0.4336909381419715,3.75,215.0,215.0,3.749457124933664,52/5521,215.0,215.0,0,215.0,涨停试盘,第1次涨停试盘,-,184380,39641700.0,-14067,-3024405.0,184380,39641700.0,0.1323897448970675,17,688668,20260417
002384.SZ,东山精密,186.73,1.3459972862957883,3.644,155.0,155.0,3.644266131728502,53/5521,155.0,155.0,0,155.0,竞价砸盘,单笔放量10%以上砸盘,偏空,3305200,512306000.0,-341306,-52902430.0,3305200,512306000.0,0.23841507675776355,33,002384,20260417
603306.SH,华懋科技,101.45,0.515208560388384,3.564,107.8,107.8,3.5642232683254838,54/5521,107.8,107.8,0,107.8,竞价砸盘,单笔放量10%以上砸盘,混战,179800,19382440.0,900,97020.0,179800,19382440.0,0.05456838027314206,17,603306,20260417
000815.SZ,美利云,19.02,-4.229607250755286,3.557,23.0,23.0,3.556956325979277,55/5521,23.0,23.0,0,23.0,竞价砸盘,单笔放量10%以上砸盘,偏空,4573600,105192800.0,-67555,-1553765.0,4573600,105192800.0,0.6578229777453939,33,000815,20260417
000571.SZ,新大洲A,5.56,0.0,3.515,5.89,5.89,3.5149384885764468,56/5521,5.89,5.89,0,5.89,竞价砸盘,单笔放量10%以上砸盘,偏空,912101,5372274.9,3199,18842.11,912101,5372274.9,0.11205277986044831,33,000571,20260417
300938.SZ,信测标准,56.85,4.696132596685091,3.497,52.98,52.98,3.496776714201988,57/5521,52.98,52.98,0,52.98,竞价抢筹,单笔放量10%以上抢筹,看多,344200,18235716.0,-1700,-90066.0,344200,18235716.0,0.16286083326983558,33,300938,20260417
688047.SH,龙芯中科,166.23,6.612365315546436,3.475,146.5,146.5,3.475067099872864,58/5521,146.5,146.5,0,146.5,竞价抢筹,单笔放量10%以上抢筹,看多,204313,29931855.0,3667,537215.5,204313,29931855.0,0.050950872817955115,17,688047,20260417
301319.SZ,唯特偶,70.77,2.1064781416822878,3.316,58.88,58.88,3.3163712932093414,59/5521,58.88,58.88,0,58.88,,,,48800,2873344.0,-10100,-594688.0,48800,2873344.0,0.05217049407264611,33,301319,20260417
920045.BJ,蘅东光,551.02,-3.41793451588025,3.243,460.0,460.0,3.243182583323989,60/5521,460.0,460.0,0,460.0,,,,38961,17922060.0,7415,3410900.0,38961,17922060.0,0.19357064836801924,151,920045,20260417
688337.SH,普源精电,60.39,-1.660967269174395,3.144,59.06,59.06,3.143555710792878,61/5521,59.06,59.06,0,59.06,,,,52840,3120730.4,5446,321640.76,52840,3120730.4,0.028421290575950785,17,688337,20260417
000657.SZ,中钨高新,58.19,1.5355086372360764,3.083,53.5,53.5,3.0828516377649384,62/5521,53.5,53.5,0,53.5,竞价抢筹,单笔放量10%以上抢筹,看多,3654000,195489000.0,-83867,-4486884.5,3654000,195489000.0,0.25149261936405815,33,000657,20260417
000062.SZ,深圳华强,36.92,3.562412342215998,3.075,29.5,29.5,3.074772886093635,63/5521,29.5,29.5,0,29.5,竞价抢筹,单笔放量10%以上抢筹,看多,1237800,36515100.0,-47100,-1389450.0,1237800,36515100.0,0.11846108802612329,33,000062,20260417
300620.SZ,光库科技,237.96,1.1519659936238078,3.073,238.16,238.16,3.072794945035917,64/5521,238.16,238.16,0,238.16,竞价砸盘,单笔放量10%以上砸盘,混战,310400,73924864.0,-729,-173618.64,310400,73924864.0,0.12561553839604853,33,300620,20260417
603416.SH,信捷电气,54.36,3.7800687285223304,3.026,51.75,51.75,3.026080031853473,65/5521,51.75,51.75,0,51.75,竞价抢筹,单笔放量10%以上抢筹,看多,83700,4331475.0,-8300,-429525.0,83700,4331475.0,0.06010987827211031,17,603416,20260417
300675.SZ,建科院,16.48,1.3530135301352941,3.02,15.69,15.69,3.0203545633617823,66/5521,15.69,15.69,0,15.69,竞价抢筹,单笔放量10%以上抢筹,看多,92700,1454463.0,600,9414.0,92700,1454463.0,0.06320453108987929,33,300675,20260417
688048.SH,长光华芯,352.03,0.23633257403188615,3.02,307.0,307.0,3.0201342281879207,67/5521,307.0,307.0,0,307.0,,,,239748,73602636.0,3623,1112261.0,239748,73602636.0,0.1360041283879925,17,688048,20260417
000593.SZ,德龙汇能,25.3,-5.278921752152751,3.001,18.88,18.88,3.000545553737055,68/5521,18.88,18.88,0,18.88,竞价抢筹,单笔放量10%以上抢筹,看多,696200,13144256.0,12200,230336.0,696200,13144256.0,0.19420716513471795,33,000593,20260417
603906.SH,龙蟠科技,33.17,0.5456198848135789,2.994,25.8,25.8,2.9940119760478945,69/5521,25.8,25.8,0,25.8,急速下跌,一分钟跌幅大于3%,偏空,3523100,90895980.0,-480500,-12396900.0,3523100,90895980.0,0.6234704536474263,17,603906,20260417
600770.SH,综艺股份,7.62,-3.422053231939158,2.988,5.86,5.86,2.987697715289972,70/5521,5.86,5.86,0,5.86,急速上涨,一分钟涨幅大于3%,偏多,664900,3896314.0,-30100,-176386.0,664900,3896314.0,0.05114615384615385,17,600770,20260417
300051.SZ,琏升科技,16.45,0.4273504273504291,2.97,16.64,16.64,2.970297029702973,71/5521,16.64,16.64,0,16.64,竞价抢筹,单笔放量10%以上抢筹,看多,902800,15022592.0,26000,432640.0,902800,15022592.0,0.2455422608950981,33,300051,20260417
920242.BJ,建邦科技,25.2,0.6389776357827482,2.941,24.15,24.15,2.941176470588225,72/5521,24.15,24.15,0,24.15,,,,28870,697210.5,498,12026.7,28870,697211.0,0.07732902805018753,151,920242,20260417
301148.SZ,嘉戎技术,69.01,-0.2889755815633415,2.939,62.0,62.0,2.9387348497426524,73/5521,62.0,62.0,0,62.0,急速下跌,一分钟跌幅大于3%,-,144100,8934200.0,-16900,-1047800.0,144100,8934200.0,0.24476382074795475,33,301148,20260417
688379.SH,华光新材,65.76,-0.8593396653098043,2.917,54.33,54.33,2.9172191702974137,74/5521,54.33,54.33,0,54.33,,,,81165,4409694.5,-7835,-425675.55,81165,4409694.5,0.09009772047716437,17,688379,20260417
002957.SZ,科瑞技术,43.62,-0.9311832841244689,2.895,43.0,43.0,2.8954295285953613,75/5521,43.0,43.0,0,43.0,竞价砸盘,单笔放量10%以上砸盘,偏空,616300,26500900.0,-15400,-662200.0,616300,26500900.0,0.1472011261939467,33,002957,20260417
301338.SZ,凯格精机,193.93,4.668609671848017,2.888,167.8,167.8,2.887975964191547,76/5521,167.8,167.8,0,167.8,竞价砸盘,单笔放量10%以上砸盘,偏空,58300,9782740.0,-100,-16780.0,58300,9782740.0,0.0985629754860524,33,301338,20260417
603877.SH,太平鸟,14.23,-0.6284916201117309,2.855,14.77,14.77,2.8551532033426197,77/5521,14.77,14.77,0,14.77,,,,44900,663173.0,-2800,-41356.0,44900,663173.0,0.009566960584718995,17,603877,20260417
000711.SZ,ST京蓝,4.92,2.9288702928870225,2.821,4.01,4.01,2.8205128205128105,78/5521,4.01,4.01,0,4.01,涨停撤单,涨停撤单53.70%,-,4253700,17057337.0,-36585,-146705.85,4253700,17057337.0,0.17860084103651228,33,000711,20260417
301068.SZ,大地海洋,34.95,-2.374301675977638,2.795,35.31,35.31,2.7947598253275086,79/5521,35.31,35.31,0,35.31,,,,6500,229515.0,200,7062.0,6500,229515.0,0.006449831597377697,33,301068,20260417
002595.SZ,豪迈科技,87.45,-2.95194761957607,2.775,91.49,91.49,2.774657380363954,80/5521,91.49,91.49,0,91.49,,,,95200,8709848.0,-4300,-393407.0,95200,8709848.0,0.011982861276023632,33,002595,20260417
603897.SH,长城科技,52.36,9.999999999999995,2.767,52.0,52.0,2.7667984189723382,81/5521,52.0,52.0,0,52.0,竞价抢筹,单笔放量10%以上抢筹,看多,269200,13998400.0,12600,655200.0,269200,13998400.0,0.1304038132826466,17,603897,20260417
000751.SZ,锌业股份,6.11,0.0,2.737,5.63,5.63,2.737226277372251,82/5521,5.63,5.63,0,5.63,竞价抢筹,单笔放量10%以上抢筹,看多,1480540,8335440.2,189160,1064970.8,1480540,8335440.2,0.10501260982955635,33,000751,20260417
688313.SH,仕佳光子,131.82,0.5032021957913972,2.707,118.0,118.0,2.7069370702411,83/5521,118.0,118.0,0,118.0,,,,564118,66565924.0,112413,13264734.0,564118,66565924.0,0.12480864244194573,17,688313,20260417
605208.SH,永茂泰,14.73,-1.4056224899598333,2.697,15.23,15.23,2.697235333782877,84/5521,15.23,15.23,0,15.23,,,,57900,881817.0,-1200,-18276.0,57900,881817.0,0.017548645208219676,17,605208,20260417
920179.BJ,凯德石英,47.95,1.4814814814814874,2.651,46.08,46.08,2.650924482067274,85/5521,46.08,46.08,0,46.08,,,,61955,2854886.4,-51687,-2381737.0,61955,2854886.0,0.10374511579113693,151,920179,20260417
001267.SZ,汇绿生态,53.96,0.07418397626112601,2.624,42.63,42.63,2.623976889744828,86/5521,42.63,42.63,0,42.63,竞价抢筹,单笔放量10%以上抢筹,看多,277600,11834088.0,1700,72471.0,277600,11834088.0,0.04583561645943646,33,001267,20260417
000668.SZ,*ST荣控,15.85,1.5374759769378619,2.586,15.47,15.47,2.586206896551735,87/5521,15.47,15.47,0,15.47,涨停试盘,第1次涨停试盘,-,211400,3270358.0,-143400,-2218398.0,211400,3270358.0,0.14396436875063376,33,000668,20260417
603738.SH,泰晶科技,38.32,-3.7669512807634353,2.479,28.11,28.11,2.479037550127594,88/5521,28.11,28.11,0,28.11,竞价抢筹,单笔放量10%以上抢筹,看多,648000,18215280.0,28400,798324.0,648000,18215280.0,0.1679245929018088,17,603738,20260417
688516.SH,奥特维,81.7,7.584935475375302,2.478,79.0,79.0,2.4776235568815697,89/5521,79.0,79.0,0,79.0,竞价抢筹,单笔放量10%以上抢筹,看多,79159,6253561.0,18287,1444673.0,79159,6253561.0,0.02514896582085924,17,688516,20260417
002542.SZ,*ST中岩,1.75,-2.7777777777777803,2.463,2.08,2.08,2.4630541871921263,90/5521,2.08,2.08,0,2.08,,,,5084300,10575344.0,-154550,-321464.0,5084300,10575344.0,0.2890825001666334,33,002542,20260417
000609.SZ,*ST中迪,14.42,5.0254916241806225,2.457,10.01,10.01,2.45649948822928,91/5521,10.01,10.01,0,10.01,涨停试盘,第1次涨停试盘,-,1763800,17655638.0,600,6006.0,1763800,17655638.0,0.6059954894530536,33,000609,20260417
603810.SH,丰山集团,16.07,-0.062189054726355796,2.408,16.16,16.16,2.408111533586821,92/5521,16.16,16.16,0,16.16,,,,44100,712656.0,-13400,-216544.0,44100,712656.0,0.026672194967963216,17,603810,20260417
300776.SZ,帝尔激光,104.6,-2.7248209801915806,2.391,84.78,84.78,2.3913043478260843,93/5521,84.78,84.78,0,84.78,竞价抢筹,单笔放量10%以上抢筹,看多,143420,12159147.6,1180,100040.4,143420,12159147.6,0.08532601943428302,33,300776,20260417
920108.BJ,宏海科技,11.7,8.938547486033512,2.377,11.2,11.2,2.376599634369292,94/5521,11.2,11.2,0,11.2,,,,58703,657473.6,-4428,-49593.6,58703,657474.0,0.0804507202849482,151,920108,20260417
002081.SZ,金螳螂,5.9,10.074626865671641,2.374,3.45,3.45,2.3738872403560762,95/5521,3.45,3.45,0,3.45,,,,1293700,4463265.0,119100,410895.0,1293700,4463265.0,0.0489184605753786,33,002081,20260417
688307.SH,中润光学,88.88,-7.982192773579054,2.364,83.99,83.99,2.3644119439366174,96/5521,83.99,83.99,0,83.99,竞价抢筹,单笔放量10%以上抢筹,看多,72645,6101453.6,-2323,-195108.77,72645,6101453.6,0.08183139207425598,17,688307,20260417
300737.SZ,科顺股份,6.81,-0.14662756598241458,2.351,6.53,6.53,2.351097178683381,97/5521,6.53,6.53,0,6.53,,,,186400,1217192.0,-2700,-17631.0,186400,1217192.0,0.02101720434408881,33,300737,20260417
688662.SH,富信科技,70.25,3.9970392301998565,2.347,66.29,66.29,2.3467654778446922,98/5521,66.29,66.29,0,66.29,,,,52580,3485528.2,5189,343978.81,52580,3485528.2,0.05958748866727108,17,688662,20260417
000301.SZ,东方盛虹,13.27,0.07541478129713264,2.34,11.81,11.81,2.3396880415944565,99/5521,11.81,11.81,0,11.81,竞价砸盘,单笔放量10%以上砸盘,偏空,716800,8465408.0,1200,14172.0,716800,8465408.0,0.01084725032611873,33,000301,20260417
300502.SZ,新易盛,525.79,-2.0875232774674184,2.326,550.0,550.0,2.3255813953488413,100/5521,550.0,550.0,0,550.0,竞价砸盘,单笔放量10%以上砸盘,偏空,668900,367895000.0,-1747,-960850.0,668900,367895000.0,0.07554614259227459,33,300502,20260417
688205.SH,德科立,240.96,2.6235093696763188,2.288,246.32,246.32,2.2881109588472226,101/5521,246.32,246.32,0,246.32,竞价砸盘,单笔放量10%以上砸盘,偏空,143922,35450867.0,-822,-202475.04,143922,35450867.0,0.09092567258712904,17,688205,20260417
603985.SH,恒润股份,26.12,-3.1516499814608747,2.282,25.1,25.1,2.2819885900570602,102/5521,25.1,25.1,0,25.1,急速下跌,一分钟跌幅大于3%,-,1756330,44083883.0,5770,144827.0,1756330,44083883.0,0.3983890477315436,17,603985,20260417
300806.SZ,斯迪克,74.2,0.8289169724147295,2.28,55.63,55.63,2.2798308512594234,103/5521,55.63,55.63,0,55.63,,,,65500,3643765.0,-200,-11126.0,65500,3643765.0,0.020699219443179432,33,300806,20260417
