股票代码,股票简称,p_925,p_open,p_close,chg_pct,涨跌幅:前复权排名[20260430],p_high,p_low,分时开盘价:不复权[20260430 09:25],分时最高价:不复权[20260430 09:25],分时最低价:不复权[20260430 09:25],分时振幅[20260430 09:25],开盘价:前复权[20260430],最高价:前复权[20260430],最低价:前复权[20260430],收盘价:前复权[20260430],振幅[20260430],成交量[20260430],market_code,code,date
920181.BJ,赛英电子,77.98,77.98,84.12,7.8738138,149/5521,85.86,77.87,77.98,77.98,77.98,0,77.98,85.86,77.87,84.12,10.246216,2864395,151,920181,20260430
688090.SH,瑞松科技,69.99,69.99,74.35,7.86304947,150/5521,76.6,69.01,69.99,69.99,69.99,0,69.99,76.6,69.01,74.35,11.01117,5937150,17,688090,20260430
688508.SH,芯朋微,77.6,77.6,83.9,7.85448001,151/5521,85.86,76.99,77.6,77.6,77.6,0,77.6,85.86,76.99,83.9,11.402493,9797146,17,688508,20260430
688253.SH,英诺特,49.3,49.3,52.05,7.85329465,152/5521,52.21,48.62,49.3,49.3,49.3,0,49.3,52.21,48.62,52.05,7.438872,4320104,17,688253,20260430
603657.SH,春光科技,27.2,27.2,29.33,7.83088235,153/5521,29.5,26.9,27.2,27.2,27.2,0,27.2,29.5,26.9,29.33,9.558823,7960100,17,603657,20260430
300558.SZ,贝达药业,48.41,48.41,51.94,7.826448,154/5521,53.45,48.27,48.41,48.41,48.41,0,48.41,53.45,48.27,51.94,10.753581,2.5497018E7,33,300558,20260430
301049.SZ,超越科技,25.12,25.12,27.0,7.78443114,155/5521,27.96,24.87,25.12,25.12,25.12,0,25.12,27.96,24.87,27.0,12.335329,6090434,33,301049,20260430
301232.SZ,飞沃科技,202.02,202.02,217.72,7.78217822,156/5521,222.4,198.8,202.02,202.02,202.02,0,202.02,222.4,198.8,217.72,11.683168,8222969,33,301232,20260430
688270.SH,ST臻镭,122.48,122.48,130.38,7.70755886,157/5521,132,120,122.48,122.48,122.48,0,122.48,132,120,130.38,9.913258,1.4527583E7,22,688270,20260430
603050.SH,科林电气,20.91,20.91,21.7,7.69230769,158/5521,21.98,20.34,20.91,20.91,20.91,0,20.91,21.98,20.34,21.7,8.138957,1.2953886E7,17,603050,20260430
301356.SZ,天振股份,21.65,21.65,23.4,7.6852278,159/5521,23.5,21.56,21.65,21.65,21.65,0,21.65,23.5,21.56,23.4,8.927749,5123544,33,301356,20260430
002353.SZ,杰瑞股份,127.6,127.6,137.0,7.66208251,160/5521,139.6,123.23,127.6,127.6,127.6,0,127.6,139.6,123.23,137.0,12.86444,2.9337005E7,33,002353,20260430
688069.SH,德林海,35.0,35,39.0,7.5862069,161/5521,39.4,35,35.0,35.0,35.0,0,35,39.4,35,39.0,12.137931,3638080,17,688069,20260430
688516.SH,奥特维,75.7,75.7,81.7,7.58493548,162/5521,82.5,74.2,75.7,75.7,75.7,0,75.7,82.5,74.2,81.7,10.929681,1.5395632E7,17,688516,20260430
688693.SH,锴威特,90.9,90.9,96.0,7.52688172,163/5521,97,87.16,90.9,90.9,90.9,0,90.9,97,87.16,96.0,11.021505,9069103,17,688693,20260430
301316.SZ,慧博云通,47.16,47.16,50.95,7.51213336,164/5521,51.99,47.1,47.16,47.16,47.16,0,47.16,51.99,47.1,50.95,10.318632,2.2003125E7,33,301316,20260430
300385.SZ,ST雪浪,15.18,15.18,16.21,7.4933687,165/5521,16.5,15.18,15.18,15.18,15.18,0,15.18,16.5,15.18,16.21,8.753315,2.0239356E7,33,300385,20260430
300870.SZ,欧陆通,384.11,384.11,404.0,7.44966621,166/5521,412.32,381.3,384.11,384.11,384.11,0,384.11,412.32,381.3,404.0,8.250219,5665069,33,300870,20260430
301666.SZ,大普微,285.0,285,318.0,7.43243243,167/5521,338.5,282,285.0,285.0,285.0,0,285,338.5,282,318.0,19.087837,9227630,33,301666,20260430
688599.SH,天合光能,16.98,16.98,17.36,7.42574257,168/5521,17.88,16.98,16.98,16.98,16.98,0,16.98,17.88,16.98,17.36,5.569306,9.8823533E7,17,688599,20260430
300165.SZ,天瑞仪器,6.95,6.95,7.39,7.4127907,169/5521,7.6,6.89,6.95,6.95,6.95,0,6.95,7.6,6.89,7.39,10.319767,5.26008E7,33,300165,20260430
600885.SH,宏发股份,30.82,30.82,31.14,7.37931034,170/5521,31.8,30.59,30.82,30.82,30.82,0,30.82,31.8,30.59,31.14,4.172413,6.8023221E7,17,600885,20260430
301225.SZ,恒勃股份,97.02,97.02,103.62,7.33374767,171/5521,107.44,96.8,97.02,97.02,97.02,0,97.02,107.44,96.8,103.62,11.021338,2963783,33,301225,20260430
688130.SH,晶华微,25.35,25.35,27.1,7.32673267,172/5521,27.16,25.3,25.35,25.35,25.35,0,25.35,27.16,25.3,27.1,7.366336,5261816,17,688130,20260430
301286.SZ,侨源股份,47.58,47.58,50.7,7.21082681,173/5521,51.95,47.23,47.58,47.58,47.58,0,47.58,51.95,47.23,50.7,9.980968,5824130,33,301286,20260430
603779.SH,威龙股份,7.09,7.09,7.45,7.1942446,174/5521,7.49,6.98,7.09,7.09,7.09,0,7.09,7.49,6.98,7.45,7.338129,3.7968949E7,17,603779,20260430
688020.SH,方邦股份,135.19,135.19,147.52,7.13144517,175/5521,150.53,135.19,135.19,135.19,135.19,0,135.19,150.53,135.19,147.52,11.140159,8105659,17,688020,20260430
688629.SH,华丰科技,129.1,129.1,136.2,7.10915382,176/5521,138.85,123.51,129.1,129.1,129.1,0,129.1,138.85,123.51,136.2,12.063541,3.3774756E7,17,688629,20260430
002202.SZ,金风科技,26.51,26.51,27.55,7.07345511,177/5521,28.18,26.2,26.51,26.51,26.51,0,26.51,28.18,26.2,27.55,7.695297,3.49362601E8,33,002202,20260430
688530.SH,欧莱新材,49.22,49.22,53.2,7.04225352,178/5521,56.34,47.88,49.22,49.22,49.22,0,49.22,56.34,47.88,53.2,17.022132,2.2987589E7,17,688530,20260430
603179.SH,新泉股份,58.96,58.96,61.4,7.02457731,179/5521,63.06,58.96,58.96,58.96,58.96,0,58.96,63.06,58.96,61.4,7.146592,3.2128803E7,17,603179,20260430
300069.SZ,金利华电,28.38,28.38,30.6,6.95560993,180/5521,30.99,28.06,28.38,28.38,28.38,0,28.38,30.99,28.06,30.6,10.241174,1.4237E7,33,300069,20260430
300469.SZ,信息发展,55.07,55.07,59.67,6.93548387,181/5521,62.5,54.87,55.07,55.07,55.07,0,55.07,62.5,54.87,59.67,13.673835,1.5904151E7,33,300469,20260430
605598.SH,上海港湾,45.0,45,48.3,6.92937791,182/5521,49.58,44.6,45.0,45.0,45.0,0,45,49.58,44.6,48.3,11.025016,7324180,17,605598,20260430
688249.SH,晶合集成,31.92,31.92,33.8,6.92818728,183/5521,34.04,31.51,31.92,31.92,31.92,0,31.92,34.04,31.51,33.8,8.003796,5.4747117E7,17,688249,20260430
002269.SZ,美邦服饰,1.65,1.65,1.7,6.91823899,184/5521,1.74,1.65,1.65,1.65,1.65,0,1.65,1.74,1.65,1.7,5.660377,1.64354484E8,33,002269,20260430
688165.SH,埃夫特,17.7,17.7,18.24,6.91676436,185/5521,18.65,17.6,17.7,17.7,17.7,0,17.7,18.65,17.6,18.24,6.154747,2.0361389E7,17,688165,20260430
300474.SZ,景嘉微,61.9,61.9,65.98,6.90213869,186/5521,66.78,61.73,61.9,61.9,61.9,0,61.9,66.78,61.73,65.98,8.182112,2.0739379E7,33,300474,20260430
300609.SZ,汇纳科技,40.27,40.27,42.99,6.88712084,187/5521,43.15,40.26,40.27,40.27,40.27,0,40.27,43.15,40.26,42.99,7.185479,1.02402E7,33,300609,20260430
600688.SH,上海石化,3.02,3.02,3.11,6.87285223,188/5521,3.17,3.01,3.02,3.02,3.02,0,3.02,3.17,3.01,3.11,5.498281,1.82669261E8,17,600688,20260430
688813.SH,泰金新能,86.43,86.43,92.4,6.85786978,189/5521,93.99,83.2,86.43,86.43,86.43,0,86.43,93.99,83.2,92.4,12.478316,9262583,17,688813,20260430
300811.SZ,铂科新材,90.18,90.18,96.61,6.85764849,190/5521,98.75,89.3,90.18,90.18,90.18,0,90.18,98.75,89.3,96.61,10.452383,1.4954039E7,33,300811,20260430
601101.SH,昊华能源,10.75,10.75,11.69,6.85557587,191/5521,11.72,10.71,10.75,10.75,10.75,0,10.75,11.72,10.71,11.69,9.232175,6.9490849E7,17,601101,20260430
301446.SZ,福事特,40.11,40.11,42.87,6.82780962,192/5521,44.77,39.73,40.11,40.11,40.11,0,40.11,44.77,39.73,42.87,12.559182,2778550,33,301446,20260430
688107.SH,安路科技,32.4,32.4,33.67,6.82106599,193/5521,33.99,31.6,32.4,32.4,32.4,0,32.4,33.99,31.6,33.67,7.582487,1.5415647E7,17,688107,20260430
688518.SH,联赢激光,27.35,27.35,28.66,6.82072307,194/5521,29.13,27.34,27.35,27.35,27.35,0,27.35,29.13,27.34,28.66,6.671636,2.7902983E7,17,688518,20260430
600673.SH,东阳光,33.1,33.1,35.4,6.81955341,195/5521,35.95,32.88,33.1,33.1,33.1,0,33.1,35.95,32.88,35.4,9.263729,9.6767724E7,17,600673,20260430
600606.SH,绿地控股,1.47,1.47,1.57,6.80272109,196/5521,1.62,1.44,1.47,1.47,1.47,0,1.47,1.62,1.44,1.57,12.244897,3.98549681E8,17,600606,20260430
002329.SZ,皇氏集团,4.15,4.15,4.4,6.7961165,197/5521,4.45,4.12,4.15,4.15,4.15,0,4.15,4.45,4.12,4.4,8.009708,7.8232634E7,33,002329,20260430
301268.SZ,铭利达,21.54,21.54,23.01,6.774942,198/5521,23.42,21.43,21.54,21.54,21.54,0,21.54,23.42,21.43,23.01,9.234338,8589841,33,301268,20260430
300136.SZ,信维通信,84.9,84.9,91.3,6.77113788,199/5521,91.98,83.03,84.9,84.9,84.9,0,84.9,91.98,83.03,91.3,10.466612,1.22837778E8,33,300136,20260430
688166.SH,博瑞医药,59.4,59.4,63.1,6.76818951,200/5521,65.5,59.4,59.4,59.4,59.4,0,59.4,65.5,59.4,63.1,10.321489,1.6009778E7,17,688166,20260430
688102.SH,斯瑞新材,39.1,39.1,41.75,6.75019177,201/5521,42.12,38.97,39.1,39.1,39.1,0,39.1,42.12,38.97,41.75,8.054206,2.9741703E7,17,688102,20260430
300053.SZ,航宇微,16.83,16.83,17.9,6.73822302,202/5521,18.12,16.7,16.83,16.83,16.83,0,16.83,18.12,16.7,17.9,8.467501,4.5052758E7,33,300053,20260430
688347.SH,华虹公司,133.0,133,141.0,6.68886199,203/5521,142,130,133.0,133.0,133.0,0,133,142,130,141.0,9.079903,3.6790167E7,17,688347,20260430
300567.SZ,精测电子,137.0,137,145.05,6.66225458,204/5521,146.99,136.06,137.0,137.0,137.0,0,137,146.99,136.06,145.05,8.037355,1.5356533E7,33,300567,20260430
688047.SH,龙芯中科,158.88,158.88,166.23,6.61236532,205/5521,167.88,157.67,158.88,158.88,158.88,0,158.88,167.88,157.67,166.23,6.548229,1.8731477E7,17,688047,20260430
300966.SZ,共同药业,25.0,25,26.66,6.59736106,206/5521,27.9,23.59,25.0,25.0,25.0,0,25,27.9,23.59,26.66,17.233106,1.7742548E7,33,300966,20260430
688110.SH,东芯股份,142.1,142.1,143.77,6.57524092,207/5521,145.3,137.11,142.1,142.1,142.1,0,142.1,145.3,137.11,143.77,6.071163,3.5500301E7,17,688110,20260430
603286.SH,日盈电子,60.4,60.4,64.52,6.57416584,208/5521,65.66,60.4,60.4,60.4,60.4,0,60.4,65.66,60.4,64.52,8.68847,5039600,17,603286,20260430
600816.SH,建元信托,2.78,2.78,2.94,6.52173913,209/5521,3.04,2.77,2.78,2.78,2.78,0,2.78,3.04,2.77,2.94,9.782608,3.10471592E8,17,600816,20260430
605122.SH,四方新材,14.01,14.01,14.72,6.51230101,210/5521,15.18,14.01,14.01,14.01,14.01,0,14.01,15.18,14.01,14.72,8.465991,1.0566678E7,17,605122,20260430
300147.SZ,*ST香雪,9.42,9.42,10.02,6.48246546,211/5521,10.37,9.42,9.42,9.42,9.42,0,9.42,10.37,9.42,10.02,10.095642,2.7501729E7,33,300147,20260430
603800.SH,洪田股份,47.0,47,51.92,6.4807219,212/5521,52.04,46.99,47.0,47.0,47.0,0,47,52.04,46.99,51.92,10.356849,1.1575845E7,17,603800,20260430
603660.SH,苏州科达,11.34,11.34,12.16,6.47985989,213/5521,12.38,11.31,11.34,11.34,11.34,0,11.34,12.38,11.31,12.16,9.369527,6.0802745E7,17,603660,20260430
688390.SH,固德威,100.51,100.51,108.2,6.46462659,214/5521,109.99,100.1,100.51,100.51,100.51,0,100.51,109.99,100.1,108.2,9.731378,1.8365803E7,17,688390,20260430
688172.SH,燕东微,40.05,40.05,42.49,6.46454523,215/5521,43.15,39.13,40.05,40.05,40.05,0,40.05,43.15,39.13,42.49,10.072663,2.2821814E7,17,688172,20260430
688216.SH,气派科技,29.29,29.29,30.64,6.42584231,216/5521,31.49,28.82,29.29,29.29,29.29,0,29.29,31.49,28.82,30.64,9.274053,5349561,17,688216,20260430
300153.SZ,科泰电源,29.68,29.68,31.66,6.42016807,217/5521,33.55,29.08,29.68,29.68,29.68,0,29.68,33.55,29.08,31.66,15.02521,5.3593514E7,33,300153,20260430
603188.SH,亚邦股份,5.1,5.1,5.32,6.4,218/5521,5.41,5.06,5.1,5.1,5.1,0,5.1,5.41,5.06,5.32,7,3.59909E7,17,603188,20260430
920035.BJ,精创电气,29.9,29.9,31.92,6.4,218/5521,32.3,29.7,29.9,29.9,29.9,0,29.9,32.3,29.7,31.92,8.666666,1917222,151,920035,20260430
601500.SH,通用股份,4.46,4.46,4.66,6.39269406,220/5521,4.79,4.46,4.46,4.46,4.46,0,4.46,4.79,4.46,4.66,7.534246,7.7070416E7,17,601500,20260430
000863.SZ,三湘印象,4.6,4.6,4.85,6.35964912,221/5521,4.9,4.52,4.6,4.6,4.6,0,4.6,4.9,4.52,4.85,8.333333,4.0559736E7,33,000863,20260430
920592.BJ,华信永道,30.0,30,31.47,6.3534978,222/5521,34.5,29.3,30.0,30.0,30.0,0,30,34.5,29.3,31.47,17.573504,3419334,151,920592,20260430
603153.SH,上海建科,16.3,16.3,17.43,6.34533252,223/5521,18.03,16.25,16.3,16.3,16.3,0,16.3,18.03,16.25,17.43,10.86028,9747792,17,603153,20260430
688073.SH,毕得医药,59.9,59.9,63.52,6.34522016,224/5521,65.96,59.9,59.9,59.9,59.9,0,59.9,65.96,59.9,63.52,10.145655,4635139,17,688073,20260430
301326.SZ,捷邦科技,170.47,170.47,183.97,6.34104046,225/5521,185.44,168,170.47,170.47,170.47,0,170.47,185.44,168,183.97,10.080924,2242287,33,301326,20260430
300438.SZ,鹏辉能源,83.0,83,86.1,6.2962963,226/5521,86.8,81,83.0,83.0,83.0,0,83,86.8,81,86.1,7.160493,7.27791E7,33,300438,20260430
688041.SH,海光信息,284.9,284.9,296.25,6.27040212,227/5521,302.68,284.88,284.9,284.9,284.9,0,284.9,302.68,284.88,296.25,6.385192,4.8909295E7,17,688041,20260430
688802.SH,沐曦股份,713.01,713.01,758.03,6.26191544,228/5521,777,713.01,713.01,713.01,713.01,0,713.01,777,713.01,758.03,8.970225,3937690,17,688802,20260430
688218.SH,江苏北人,31.86,31.86,34.0,6.25,229/5521,34.85,31.48,31.86,31.86,31.86,0,31.86,34.85,31.48,34.0,10.53125,9424790,17,688218,20260430
688310.SH,迈得医疗,16.56,16.56,17.39,6.2309102,230/5521,17.52,16.12,16.56,16.56,16.56,0,16.56,17.52,16.12,17.39,8.552229,1.0660281E7,17,688310,20260430
002052.SZ,同洲电子,9.09,9.09,10.09,6.21052632,231/5521,10.17,8.9,9.09,9.09,9.09,0,9.09,10.17,8.9,10.09,13.368421,4.6862084E7,33,002052,20260430
300816.SZ,艾可蓝,68.49,68.49,72.35,6.1940408,232/5521,72.75,67.75,68.49,68.49,68.49,0,68.49,72.75,67.75,72.35,7.33891,4197950,33,300816,20260430
688227.SH,品高股份,140.0,140,143.55,6.1760355,233/5521,147,135.11,140.0,140.0,140.0,0,140,147,135.11,143.55,8.794378,1.0041916E7,17,688227,20260430
000700.SZ,模塑科技,11.52,11.52,12.04,6.17283951,234/5521,12.27,11.51,11.52,11.52,11.52,0,11.52,12.27,11.51,12.04,6.70194,6.4838914E7,33,000700,20260430
603567.SH,珍宝岛,6.58,6.58,7.08,6.14692654,235/5521,7.28,6.55,6.58,6.58,6.58,0,6.58,7.28,6.55,7.08,10.944527,4.5723751E7,17,603567,20260430
000672.SZ,上峰水泥,13.4,13.4,14.0,6.14101592,236/5521,14.15,13.03,13.4,13.4,13.4,0,13.4,14.15,13.03,14.0,8.491281,2.9302087E7,33,000672,20260430
920186.BJ,中科仪,69.8,69.8,76.4,6.14059461,237/5521,78.67,69.2,69.8,69.8,69.8,0,69.8,78.67,69.2,76.4,13.156432,3.3263641E7,151,920186,20260430
002068.SZ,黑猫股份,8.92,8.92,9.51,6.13839286,238/5521,9.6,8.92,8.92,8.92,8.92,0,8.92,9.6,8.92,9.51,7.589285,4.1701329E7,33,002068,20260430
002548.SZ,金新农,5.1,5.1,5.39,6.1023622,239/5521,5.48,5,5.1,5.1,5.1,0,5.1,5.48,5,5.39,9.448818,8.889368E7,33,002548,20260430
301479.SZ,弘景光电,106.21,106.21,113.3,6.08614232,240/5521,116.31,106.02,106.21,106.21,106.21,0,106.21,116.31,106.02,113.3,9.634831,3803189,33,301479,20260430
600072.SH,中船科技,13.14,13.14,13.68,6.04651163,241/5521,14.12,13.1,13.14,13.14,13.14,0,13.14,14.12,13.1,13.68,7.906976,8.4470659E7,17,600072,20260430
603926.SH,铁流股份,20.51,20.51,21.75,6.0458313,242/5521,22.39,20.51,20.51,20.51,20.51,0,20.51,22.39,20.51,21.75,9.16626,1.3904187E7,17,603926,20260430
603048.SH,浙江黎明,22.05,22.05,23.41,6.02355072,243/5521,23.58,22.04,22.05,22.05,22.05,0,22.05,23.58,22.04,23.41,6.974637,5711700,17,603048,20260430
920012.BJ,创达新材,55.16,55.16,59.0,6.00071865,244/5521,60.5,55.15,55.16,55.16,55.16,0,55.16,60.5,55.15,59.0,9.611929,3494205,151,920012,20260430
002021.SZ,中捷资源,3.04,3.04,3.18,6,245/5521,3.22,3.01,3.04,3.04,3.04,0,3.04,3.22,3.01,3.18,7,7.1687526E7,33,002021,20260430
300935.SZ,盈建科,32.4,32.4,34.31,5.99320358,246/5521,34.33,32.1,32.4,32.4,32.4,0,32.4,34.33,32.1,34.31,6.889094,2770080,33,300935,20260430
688593.SH,新相微,31.0,31,32.94,5.98455598,247/5521,33.05,30.85,31.0,31.0,31.0,0,31,33.05,30.85,32.94,7.078507,1.1065843E7,17,688593,20260430
002466.SZ,天齐锂业,75.0,75,80.03,5.97192797,248/5521,81.19,74.49,75.0,75.0,75.0,0,75,81.19,74.49,80.03,8.871822,1.30678533E8,33,002466,20260430
002737.SZ,葵花药业,13.92,13.92,13.88,5.95419847,249/5521,14.4,13.74,13.92,13.92,13.92,0,13.92,14.4,13.74,13.88,5.038167,2.2462339E7,33,002737,20260430
002730.SZ,电光科技,31.45,31.45,33.66,5.9490085,250/5521,33.91,31.3,31.45,31.45,31.45,0,31.45,33.91,31.3,33.66,8.215297,3.505628E7,33,002730,20260430
002054.SZ,德美化工,8.34,8.34,8.63,5.88957055,251/5521,8.8,8.34,8.34,8.34,8.34,0,8.34,8.8,8.34,8.63,5.644171,3.9010264E7,33,002054,20260430
002208.SZ,合肥城建,13.03,13.03,13.74,5.85516179,252/5521,14.26,12.85,13.03,13.03,13.03,0,13.03,14.26,12.85,13.74,10.862865,6.2280663E7,33,002208,20260430
603175.SH,超颖电子,89.49,89.49,96.18,5.85516179,252/5521,99.3,89.22,89.49,89.49,89.49,0,89.49,99.3,89.22,96.18,11.09399,6127928,17,603175,20260430
688783.SH,西安奕材,22.32,22.32,23.7,5.85082626,254/5521,24.1,22.23,22.32,22.32,22.32,0,22.32,24.1,22.23,23.7,8.351942,1.7992969E7,17,688783,20260430
920027.BJ,交大铁发,18.21,18.21,18.89,5.82633053,255/5521,18.96,18.19,18.21,18.21,18.21,0,18.21,18.96,18.19,18.89,4.313725,3206957,151,920027,20260430
688577.SH,浙海德曼,70.5,70.5,74.66,5.82565556,256/5521,74.66,70,70.5,70.5,70.5,0,70.5,74.66,70,74.66,6.605244,2073401,17,688577,20260430
002779.SZ,中坚科技,75.23,75.23,80.05,5.81625909,257/5521,82.46,75.23,75.23,75.23,75.23,0,75.23,82.46,75.23,80.05,9.557171,8754246,33,002779,20260430
920021.BJ,流金科技,9.72,9.72,10.03,5.80168776,258/5521,10.12,9.61,9.72,9.72,9.72,0,9.72,10.12,9.61,10.03,5.379746,2.0705406E7,151,920021,20260430
688432.SH,有研硅,15.45,15.45,16.24,5.7980456,259/5521,16.33,15.28,15.45,15.45,15.45,0,15.45,16.33,15.28,16.24,6.84039,2.0912805E7,17,688432,20260430
603076.SH,乐惠国际,30.6,30.6,32.2,5.78186597,260/5521,33.47,30.44,30.6,30.6,30.6,0,30.6,33.47,30.44,32.2,9.954007,7873332,17,603076,20260430
002759.SZ,天际股份,36.02,36.02,38.09,5.77617329,261/5521,38.55,35.7,36.02,36.02,36.02,0,36.02,38.55,35.7,38.09,7.914468,9.918683E7,33,002759,20260430
600906.SH,财达证券,6.24,6.24,6.42,5.7660626,262/5521,6.68,6.24,6.24,6.24,6.24,0,6.24,6.68,6.24,6.42,7.248764,1.02578556E8,17,600906,20260430
600683.SH,京投发展,14.0,14,14.5,5.76221736,263/5521,15.08,14,14.0,14.0,14.0,0,14,15.08,14,14.5,7.877461,4.2895836E7,17,600683,20260430
300054.SZ,鼎龙股份,59.8,59.8,62.36,5.74868577,264/5521,63.18,59.3,59.8,59.8,59.8,0,59.8,63.18,59.3,62.36,6.579616,4.2779088E7,33,300054,20260430
688083.SH,中望软件,53.46,53.46,56.71,5.72334079,265/5521,57.92,53.46,53.46,53.46,53.46,0,53.46,57.92,53.46,56.71,8.31469,5164080,17,688083,20260430
301468.SZ,博盈特焊,51.07,51.07,53.96,5.72100313,266/5521,55.1,51.07,51.07,51.07,51.07,0,51.07,55.1,51.07,53.96,7.895768,6863237,33,301468,20260430
600215.SH,派斯林,6.57,6.57,6.84,5.7187017,267/5521,7.06,6.5,6.57,6.57,6.57,0,6.57,7.06,6.5,6.84,8.655332,2.7755139E7,17,600215,20260430
300380.SZ,安硕信息,36.02,36.02,37.49,5.69495348,268/5521,40.95,35.63,36.02,36.02,36.02,0,36.02,40.95,35.63,37.49,14.99859,1.06151E7,33,300380,20260430
601339.SH,百隆东方,8.82,8.82,9.29,5.68828214,269/5521,9.32,8.71,8.82,8.82,8.82,0,8.82,9.32,8.71,9.29,6.939704,1.6327665E7,17,601339,20260430
002654.SZ,万润科技,13.83,13.83,14.52,5.6768559,270/5521,14.94,13.47,13.83,13.83,13.83,0,13.83,14.94,13.47,14.52,10.698689,7.4116668E7,33,002654,20260430
301045.SZ,天禄科技,45.8,45.8,48.4,5.6768559,270/5521,49.98,45.09,45.8,45.8,45.8,0,45.8,49.98,45.09,48.4,10.676855,5774439,33,301045,20260430
688512.SH,慧智微,11.99,11.99,12.68,5.66666667,272/5521,12.83,11.87,11.99,11.99,11.99,0,11.99,12.83,11.87,12.68,8,1.3405222E7,17,688512,20260430
002400.SZ,省广集团,8.49,8.49,8.96,5.66037736,273/5521,9.18,8.41,8.49,8.49,8.49,0,8.49,9.18,8.41,8.96,9.080188,1.55352736E8,33,002400,20260430
002277.SZ,友阿股份,5.98,5.98,6.17,5.65068493,274/5521,6.3,5.97,5.98,5.98,5.98,0,5.98,6.3,5.97,6.17,5.650684,4.8205289E7,33,002277,20260430
300854.SZ,中兰环保,32.34,32.34,33.85,5.64918851,275/5521,34,31.35,32.34,32.34,32.34,0,32.34,34,31.35,33.85,8.270911,6579129,33,300854,20260430
002290.SZ,禾盛新材,78.88,78.88,81.28,5.62703054,276/5521,82.48,76.6,78.88,78.88,78.88,0,78.88,82.48,76.6,81.28,7.641325,1.6960539E7,33,002290,20260430
605016.SH,百龙创园,26.16,26.16,27.19,5.59223301,278/5521,27.47,26.04,26.16,26.16,26.16,0,26.16,27.47,26.04,27.19,5.553398,1.0603087E7,17,605016,20260430
688146.SH,中船特气,79.38,79.38,80.35,5.57088425,279/5521,87.77,78.34,79.38,79.38,79.38,0,79.38,87.77,78.34,80.35,12.389961,2.69395E7,17,688146,20260430
688981.SH,中芯国际,113.31,113.31,118.73,5.56592869,280/5521,119.88,113.3,113.31,113.31,113.31,0,113.31,119.88,113.3,118.73,5.850449,1.01838285E8,17,688981,20260430
002297.SZ,博云新材,23.44,23.44,24.5,5.55794916,281/5521,25.4,22.5,23.44,23.44,23.44,0,23.44,25.4,22.5,24.5,12.494614,1.9477304E8,33,002297,20260430
301489.SZ,思泉新材,219.8,219.8,229.56,5.55453375,282/5521,231.84,215.38,219.8,219.8,219.8,0,219.8,231.84,215.38,229.56,7.568512,3917912,33,301489,20260430
600266.SH,城建发展,5.06,5.06,5.14,5.54414784,283/5521,5.24,5.01,5.06,5.06,5.06,0,5.06,5.24,5.01,5.14,4.722792,8.1426991E7,17,600266,20260430
301577.SZ,美信科技,64.5,64.5,67.88,5.53482587,284/5521,68.73,64.38,64.5,64.5,64.5,0,64.5,68.73,64.38,67.88,6.763059,1997600,33,301577,20260430
688368.SH,晶丰明源,147.02,147.02,154.3,5.5042735,285/5521,156.7,147.02,147.02,147.02,147.02,0,147.02,156.7,147.02,154.3,6.618803,4311923,17,688368,20260430
600020.SH,中原高速,3.89,3.89,4.04,5.48302872,286/5521,4.07,3.89,3.89,3.89,3.89,0,3.89,4.07,3.89,4.04,4.699738,5.3768274E7,17,600020,20260430
603387.SH,基蛋生物,9.35,9.35,9.65,5.46448087,287/5521,9.86,9.35,9.35,9.35,9.35,0,9.35,9.86,9.35,9.65,5.57377,3.1178638E7,17,603387,20260430
688545.SH,兴福电子,52.18,52.18,54.89,5.45629203,288/5521,55.49,52,52.18,52.18,52.18,0,52.18,55.49,52,54.89,6.705091,9998436,17,688545,20260430
688209.SH,英集芯,23.09,23.09,24.27,5.43006082,289/5521,24.53,22.88,23.09,23.09,23.09,0,23.09,24.53,22.88,24.27,7.16768,1.8813167E7,17,688209,20260430
688615.SH,合合信息,132.0,132,137.1,5.42909874,290/5521,138.35,130.5,132.0,132.0,132.0,0,132,138.35,130.5,137.1,6.036604,8214764,17,688615,20260430
003026.SZ,中晶科技,47.2,47.2,49.99,5.41965415,291/5521,52.16,44.63,47.2,47.2,47.2,0,47.2,52.16,44.63,49.99,15.879375,2.7302172E7,33,003026,20260430
002638.SZ,勤上股份,4.45,4.45,4.68,5.40540541,292/5521,4.75,4.41,4.45,4.45,4.45,0,4.45,4.75,4.41,4.68,7.657657,6.6473753E7,33,002638,20260430
002653.SZ,海思科,55.58,55.58,58.53,5.40248514,293/5521,58.75,55.3,55.58,55.58,55.58,0,55.58,58.75,55.3,58.53,6.212857,7295299,33,002653,20260430
600769.SH,祥龙电业,15.28,15.28,16.0,5.40184453,294/5521,16.66,15,15.28,15.28,15.28,0,15.28,16.66,15,16.0,10.935441,2.6015503E7,17,600769,20260430
300254.SZ,仟源医药,12.86,12.86,13.5,5.38641686,295/5521,13.64,12.77,12.86,12.86,12.86,0,12.86,13.64,12.77,13.5,6.791569,2.4014761E7,33,300254,20260430
300106.SZ,西部牧业,10.97,10.97,11.56,5.37830447,296/5521,11.63,10.91,10.97,10.97,10.97,0,10.97,11.63,10.91,11.56,6.563354,1.6781269E7,33,300106,20260430
301369.SZ,联动科技,163.0,163,170.07,5.37174721,297/5521,172.54,161.48,163.0,163.0,163.0,0,163,172.54,161.48,170.07,6.85254,1531079,33,301369,20260430
