股票代码,股票简称,p_925,p_open,p_close,chg_pct,涨跌幅:前复权排名[20260430],p_high,p_low,分时开盘价:不复权[20260430 09:25],分时最高价:不复权[20260430 09:25],分时最低价:不复权[20260430 09:25],分时振幅[20260430 09:25],开盘价:前复权[20260430],最高价:前复权[20260430],最低价:前复权[20260430],收盘价:前复权[20260430],振幅[20260430],成交量[20260430],market_code,code,date
688682.SH,霍莱沃,46.23,46.23,47.85,4.70459519,397/5521,48.3,45.57,46.23,46.23,46.23,0,46.23,48.3,45.57,47.85,5.973741,2228861,17,688682,20260430
688160.SH,步科股份,101.93,101.93,107.42,4.69785575,398/5521,108.98,101.93,101.93,101.93,101.93,0,101.93,108.98,101.93,107.42,6.871345,2338627,17,688160,20260430
300938.SZ,信测标准,54.31,54.31,56.85,4.6961326,399/5521,57.32,54,54.31,54.31,54.31,0,54.31,57.32,54,56.85,6.11418,1.7176641E7,33,300938,20260430
300872.SZ,天阳科技,15.76,15.76,16.51,4.69245403,400/5521,16.78,15.76,15.76,15.76,15.76,0,15.76,16.78,15.76,16.51,6.467977,1.5438077E7,33,300872,20260430
688510.SH,航亚科技,31.98,31.98,33.28,4.68700849,401/5521,33.68,31.62,31.98,31.98,31.98,0,31.98,33.68,31.62,33.28,6.480025,9182151,17,688510,20260430
002050.SZ,三花智控,44.69,44.69,46.92,4.6854083,402/5521,47.37,44.58,44.69,44.69,44.69,0,44.69,47.37,44.58,46.92,6.224899,1.64467985E8,33,002050,20260430
605003.SH,众望布艺,27.81,27.81,29.75,4.67980296,403/5521,31.19,27.81,27.81,27.81,27.81,0,27.81,31.19,27.81,29.75,11.893033,3315250,17,605003,20260430
688333.SH,铂力特,86.0,86,87.58,4.67312059,404/5521,88.14,84.85,86.0,86.0,86.0,0,86,88.14,84.85,87.58,3.932114,1.3870256E7,17,688333,20260430
600359.SH,新农开发,7.38,7.38,7.62,4.67032967,405/5521,7.67,7.25,7.38,7.38,7.38,0,7.38,7.67,7.25,7.62,5.76923,1.899838E7,17,600359,20260430
301338.SZ,凯格精机,184.01,184.01,193.93,4.66860967,406/5521,194.8,183.29,184.01,184.01,184.01,0,184.01,194.8,183.29,193.93,6.212219,5096120,33,301338,20260430
301096.SZ,百诚医药,55.8,55.8,58.56,4.66487936,407/5521,58.78,55.55,55.8,55.8,55.8,0,55.8,58.78,55.55,58.56,5.773011,4126766,33,301096,20260430
300455.SZ,航天智装,25.14,25.14,26.29,4.65764331,408/5521,26.47,25.07,25.14,25.14,25.14,0,25.14,26.47,25.07,26.29,5.573248,1.4138393E7,33,300455,20260430
603051.SH,鹿山新材,22.95,22.95,23.42,4.64700626,409/5521,23.68,22.89,22.95,22.95,22.95,0,22.95,23.68,22.89,23.42,3.529937,9467466,17,603051,20260430
920526.BJ,凯华材料,22.53,22.53,23.51,4.62839341,410/5521,23.9,22.32,22.53,22.53,22.53,0,22.53,23.9,22.32,23.51,7.031597,3885395,151,920526,20260430
688395.SH,正弦电气,28.06,28.06,29.18,4.62531373,411/5521,29.45,27.89,28.06,28.06,28.06,0,28.06,29.45,27.89,29.18,5.593402,3146000,17,688395,20260430
600151.SH,航天机电,13.9,13.9,14.51,4.61427541,412/5521,15.18,13.88,13.9,13.9,13.9,0,13.9,15.18,13.88,14.51,9.372746,6.0387247E7,17,600151,20260430
600527.SH,江南高纤,2.87,2.87,2.95,4.60992908,413/5521,3.09,2.85,2.87,2.87,2.87,0,2.87,3.09,2.85,2.95,8.510638,2.25276797E8,17,600527,20260430
002878.SZ,元隆雅图,18.98,18.98,19.55,4.60139112,414/5521,19.99,18.98,18.98,18.98,18.98,0,18.98,19.99,18.98,19.55,5.403959,2.5721289E7,33,002878,20260430
300027.SZ,ST华谊,1.75,1.75,1.82,4.59770115,415/5521,1.88,1.75,1.75,1.75,1.75,0,1.75,1.88,1.75,1.82,7.471264,1.90321761E8,33,300027,20260430
688012.SH,中微公司,360.0,360,376.3,4.59750945,416/5521,379,355.55,360.0,360.0,360.0,0,360,379,355.55,376.3,6.518234,1.9165385E7,17,688012,20260430
003043.SZ,华亚智能,55.55,55.55,57.84,4.59312839,417/5521,58.88,55.06,55.55,55.55,55.55,0,55.55,58.88,55.06,57.84,6.907775,4489561,33,003043,20260430
002156.SZ,通富微电,50.98,50.98,51.77,4.58585859,418/5521,52.89,50.23,50.98,50.98,50.98,0,50.98,52.89,50.23,51.77,5.373737,1.3203628E8,33,002156,20260430
002755.SZ,奥赛康,16.09,16.09,16.95,4.56508328,419/5521,17.09,16.02,16.09,16.09,16.09,0,16.09,17.09,16.02,16.95,6.600863,2.5216708E7,33,002755,20260430
002111.SZ,威海广泰,10.7,10.7,11.02,4.5540797,420/5521,11.25,10.68,10.7,10.7,10.7,0,10.7,11.25,10.68,11.02,5.407969,5.3306288E7,33,002111,20260430
605066.SH,天正电气,7.7,7.7,8.06,4.53955901,421/5521,8.18,7.67,7.7,7.7,7.7,0,7.7,8.18,7.67,8.06,6.614785,2.89495E7,17,605066,20260430
920116.BJ,星图测控,96.41,96.41,100.8,4.53178471,422/5521,101.6,95.99,96.41,96.41,96.41,0,96.41,101.6,95.99,100.8,5.817691,2744860,151,920116,20260430
300866.SZ,安克创新,120.23,120.23,125.44,4.50720653,423/5521,130.8,120.23,120.23,120.23,120.23,0,120.23,130.8,120.23,125.44,8.806131,9872163,33,300866,20260430
300408.SZ,三环集团,82.56,82.56,85.7,4.49945129,424/5521,87.3,82,82.56,82.56,82.56,0,82.56,87.3,82,85.7,6.462626,4.233324E7,33,300408,20260430
600577.SH,精达股份,12.72,12.72,13.03,4.49077787,425/5521,13.26,12.55,12.72,12.72,12.72,0,12.72,13.26,12.55,13.03,5.693664,7.2557602E7,17,600577,20260430
600732.SH,爱旭股份,14.6,14.6,15.38,4.48369565,426/5521,15.55,14.57,14.6,14.6,14.6,0,14.6,15.55,14.57,15.38,6.657608,6.0949472E7,17,600732,20260430
300661.SZ,圣邦股份,87.9,87.9,91.94,4.47727273,427/5521,92.69,87.02,87.9,87.9,87.9,0,87.9,92.69,87.02,91.94,6.443181,3.7191297E7,33,300661,20260430
301188.SZ,力诺药包,25.08,25.08,26.85,4.47470817,428/5521,27.28,24.03,25.08,25.08,25.08,0,25.08,27.28,24.03,26.85,12.645914,2.8976073E7,33,301188,20260430
600429.SH,三元股份,5.84,5.84,6.09,4.45969125,429/5521,6.11,5.78,5.84,5.84,5.84,0,5.84,6.11,5.78,6.09,5.660377,3.0722103E7,17,600429,20260430
300123.SZ,ST亚光,3.78,3.78,3.99,4.45026178,430/5521,4.03,3.76,3.78,3.78,3.78,0,3.78,4.03,3.76,3.99,7.068062,7.3765566E7,33,300123,20260430
688479.SH,友车科技,38.86,38.86,40.84,4.45012788,431/5521,41,37.31,38.86,38.86,38.86,0,38.86,41,37.31,40.84,9.43734,3789955,17,688479,20260430
603303.SH,得邦照明,17.22,17.22,18.08,4.44829578,432/5521,18.08,17.1,17.22,17.22,17.22,0,17.22,18.08,17.1,18.08,5.661467,4857500,17,603303,20260430
601689.SH,拓普集团,57.51,57.51,60.14,4.44598819,433/5521,60.88,57.5,57.51,57.51,57.51,0,57.51,60.88,57.5,60.14,5.870093,5.0097773E7,17,601689,20260430
301511.SZ,德福科技,70.0,70,75.2,4.44444444,434/5521,76.34,69.5,70.0,70.0,70.0,0,70,76.34,69.5,75.2,9.5,5.433207E7,33,301511,20260430
688132.SH,邦彦技术,17.1,17.1,17.92,4.42890443,435/5521,17.92,17.1,17.1,17.1,17.1,0,17.1,17.92,17.1,17.92,4.778554,1919719,17,688132,20260430
688620.SH,安凯微,12.88,12.88,13.44,4.42890443,435/5521,13.72,12.83,12.88,12.88,12.88,0,12.88,13.72,12.83,13.44,6.915306,1.6166603E7,17,688620,20260430
002721.SZ,金一文化,2.99,2.99,3.07,4.42176871,437/5521,3.2,2.99,2.99,2.99,2.99,0,2.99,3.2,2.99,3.07,7.142857,9.1177603E7,33,002721,20260430
600895.SH,张江高科,35.13,35.13,36.62,4.41973196,438/5521,37.04,35.12,35.13,35.13,35.13,0,35.13,37.04,35.12,36.62,5.474764,4.0232088E7,17,600895,20260430
002568.SZ,百润股份,18.99,18.99,19.06,4.38116101,439/5521,19.44,18.62,18.99,18.99,18.99,0,18.99,19.44,18.62,19.06,4.49069,3.9276556E7,33,002568,20260430
688729.SH,屹唐股份,22.69,22.69,23.61,4.37665782,440/5521,23.8,22.61,22.69,22.69,22.69,0,22.69,23.8,22.61,23.61,5.260831,1.0563807E7,17,688729,20260430
301005.SZ,超捷股份,167.0,167,174.6,4.3758967,441/5521,176.25,165.52,167.0,167.0,167.0,0,167,176.25,165.52,174.6,6.414395,8695280,33,301005,20260430
300571.SZ,平治信息,43.21,43.21,44.35,4.35294118,442/5521,44.96,42.42,43.21,43.21,43.21,0,43.21,44.96,42.42,44.35,5.97647,2.2317787E7,33,300571,20260430
603527.SH,众源新材,12.36,12.36,12.96,4.34782609,443/5521,13.3,12.26,12.36,12.36,12.36,0,12.36,13.3,12.26,12.96,8.37359,2.9455757E7,17,603527,20260430
688277.SH,天智航,19.15,19.15,19.92,4.34782609,443/5521,19.99,19.15,19.15,19.15,19.15,0,19.15,19.99,19.15,19.92,4.400209,8743539,17,688277,20260430
688601.SH,力芯微,50.91,50.91,52.85,4.34353406,445/5521,55.42,50.91,50.91,50.91,50.91,0,50.91,55.42,50.91,52.85,8.904244,1.650602E7,17,688601,20260430
300838.SZ,浙江力诺,16.98,16.98,17.79,4.34017595,446/5521,18.1,16.97,16.98,16.98,16.98,0,16.98,18.1,16.97,17.79,6.627565,8186818,33,300838,20260430
002528.SZ,*ST英飞,4.4,4.4,4.81,4.33839479,447/5521,4.84,4.39,4.4,4.4,4.4,0,4.4,4.84,4.39,4.81,9.761388,3.9795689E7,33,002528,20260430
000688.SZ,国城矿业,48.91,48.91,51.48,4.33725172,448/5521,52.73,48.5,48.91,48.91,48.91,0,48.91,52.73,48.5,51.48,8.573165,2.4702151E7,33,000688,20260430
300154.SZ,瑞凌股份,8.56,8.56,8.91,4.33255269,449/5521,9,8.5,8.56,8.56,8.56,0,8.56,9,8.5,8.91,5.8548,9855042,33,300154,20260430
688200.SH,华峰测控,335.0,335,349.5,4.31590258,450/5521,362.8,326.3,335.0,335.0,335.0,0,335,362.8,326.3,349.5,10.894221,3963674,17,688200,20260430
688380.SH,中微半导,45.92,45.92,47.89,4.31278589,451/5521,48.16,45.8,45.92,45.92,45.92,0,45.92,48.16,45.8,47.89,5.140492,1.2016852E7,17,688380,20260430
688613.SH,奥精医疗,19.72,19.72,20.6,4.30379747,452/5521,20.73,19.53,19.72,19.72,19.72,0,19.72,20.73,19.53,20.6,6.075949,4695872,17,688613,20260430
600883.SH,博闻科技,8.78,8.78,9.01,4.28240741,453/5521,9.1,8.78,8.78,8.78,8.78,0,8.78,9.1,8.78,9.01,3.703703,1.3817622E7,17,600883,20260430
603601.SH,再升科技,15.2,15.2,15.85,4.27631579,454/5521,16.16,14.79,15.2,15.2,15.2,0,15.2,16.16,14.79,15.85,9.013157,2.64698546E8,17,603601,20260430
920199.BJ,倍益康,31.98,31.98,32.93,4.2748575,455/5521,33.5,31.67,31.98,31.98,31.98,0,31.98,33.5,31.67,32.93,5.794806,1073100,151,920199,20260430
603081.SH,大丰实业,11.95,11.95,12.46,4.26778243,456/5521,12.5,11.88,11.95,11.95,11.95,0,11.95,12.5,11.88,12.46,5.188284,7974000,17,603081,20260430
300861.SZ,美畅股份,19.01,19.01,19.79,4.26765016,457/5521,20,18.91,19.01,19.01,19.01,0,19.01,20,18.91,19.79,5.742887,3.981361E7,33,300861,20260430
688309.SH,恒誉环保,68.21,68.21,70.49,4.25972489,458/5521,70.98,67.61,68.21,68.21,68.21,0,68.21,70.98,67.61,70.49,4.984469,2072126,17,688309,20260430
002415.SZ,海康威视,34.75,34.75,36.29,4.25165182,459/5521,36.84,34.57,34.75,34.75,34.75,0,34.75,36.84,34.57,36.29,6.521114,1.17530949E8,33,002415,20260430
603823.SH,百合花,16.08,16.08,16.7,4.24469413,460/5521,16.79,16.08,16.08,16.08,16.08,0,16.08,16.79,16.08,16.7,4.43196,9011959,17,603823,20260430
001338.SZ,永顺泰,12.67,12.67,13.27,4.24194815,461/5521,13.65,12.67,12.67,12.67,12.67,0,12.67,13.65,12.67,13.27,7.69835,1.8684337E7,33,001338,20260430
688017.SH,绿的谐波,214.1,214.1,224.12,4.23701223,462/5521,229.62,214.1,214.1,214.1,214.1,0,214.1,229.62,214.1,224.12,7.218268,8344010,17,688017,20260430
600651.SH,飞乐音响,6.64,6.64,6.89,4.23600605,463/5521,6.99,6.63,6.64,6.64,6.64,0,6.64,6.99,6.63,6.89,5.446293,3.8903882E7,17,600651,20260430
301550.SZ,斯菱智驱,155.0,155,159.95,4.23590746,464/5521,161.75,153.49,155.0,155.0,155.0,0,155,161.75,153.49,159.95,5.38286,5569377,33,301550,20260430
300115.SZ,长盈精密,31.88,31.88,33.25,4.23197492,465/5521,33.47,31.77,31.88,31.88,31.88,0,31.88,33.47,31.77,33.25,5.329153,5.3440741E7,33,300115,20260430
688230.SH,芯导科技,68.39,68.39,70.98,4.22907489,466/5521,71.44,67.5,68.39,68.39,68.39,0,68.39,71.44,67.5,70.98,5.785609,2731324,17,688230,20260430
600833.SH,第一医药,11.9,11.9,12.35,4.21940928,467/5521,12.65,11.9,11.9,11.9,11.9,0,11.9,12.65,11.9,12.35,6.329113,1.1281123E7,17,600833,20260430
301115.SZ,联检科技,20.19,20.19,21.07,4.20375865,468/5521,21.37,19.93,20.19,20.19,20.19,0,20.19,21.37,19.93,21.07,7.121661,5960831,33,301115,20260430
002354.SZ,天娱数科,6.16,6.16,6.2,4.20168067,469/5521,6.43,6.06,6.16,6.16,6.16,0,6.16,6.43,6.06,6.2,6.218487,2.29271952E8,33,002354,20260430
603876.SH,鼎胜新材,28.45,28.45,29.76,4.20168067,469/5521,30.69,28.07,28.45,28.45,28.45,0,28.45,30.69,28.07,29.76,9.173669,6.3172226E7,17,603876,20260430
603356.SH,华菱精工,18.4,18.4,19.1,4.20076378,471/5521,19.21,18.35,18.4,18.4,18.4,0,18.4,19.21,18.35,19.1,4.691762,6685500,17,603356,20260430
301040.SZ,中环海陆,30.99,30.99,32.3,4.19354839,472/5521,33.14,30.62,30.99,30.99,30.99,0,30.99,33.14,30.62,32.3,8.129032,6243708,33,301040,20260430
600844.SH,金煤科技,3.62,3.62,3.73,4.18994413,473/5521,3.84,3.6,3.62,3.62,3.62,0,3.62,3.84,3.6,3.73,6.70391,8.6626876E7,17,600844,20260430
600114.SH,东睦股份,33.21,33.21,34.08,4.15647922,474/5521,34.73,33.18,33.21,33.21,33.21,0,33.21,34.73,33.18,34.08,4.737163,2.3867494E7,17,600114,20260430
603063.SH,禾望电气,42.42,42.42,43.88,4.15380964,475/5521,45.05,42.27,42.42,42.42,42.42,0,42.42,45.05,42.27,43.88,6.598623,3.8652894E7,17,603063,20260430
300778.SZ,新城市,12.49,12.49,13.05,4.1500399,476/5521,13.58,12.47,12.49,12.49,12.49,0,12.49,13.58,12.47,13.05,8.858739,1.5787037E7,33,300778,20260430
300900.SZ,广联航空,42.68,42.68,44.45,4.14714152,477/5521,45.54,42,42.68,42.68,42.68,0,42.68,45.54,42,44.45,8.294283,4.3082407E7,33,300900,20260430
601615.SH,明阳智能,15.13,15.13,15.84,4.14201183,478/5521,16.12,14.98,15.13,15.13,15.13,0,15.13,16.12,14.98,15.84,7.495069,1.03112456E8,17,601615,20260430
002046.SZ,国机精工,50.27,50.27,52.21,4.12844037,479/5521,52.69,49.9,50.27,50.27,50.27,0,50.27,52.69,49.9,52.21,5.564419,1.5554637E7,33,002046,20260430
688450.SH,光格科技,47.23,47.23,46.38,4.10774411,480/5521,47.7,44.62,47.23,47.23,47.23,0,47.23,47.7,44.62,46.38,6.91358,2234679,17,688450,20260430
002756.SZ,永兴材料,85.75,85.75,87.24,4.10501193,481/5521,89.8,85.35,85.75,85.75,85.75,0,85.75,89.8,85.35,87.24,5.310262,3.0396236E7,33,002756,20260430
600111.SH,北方稀土,51.88,51.88,53.04,4.10206084,482/5521,53.35,51.36,51.88,51.88,51.88,0,51.88,53.35,51.36,53.04,3.905789,2.71321021E8,17,600111,20260430
600135.SH,乐凯胶片,10.98,10.98,11.43,4.09836066,483/5521,11.58,10.9,10.98,10.98,10.98,0,10.98,11.58,10.9,11.43,6.193078,4.7413097E7,17,600135,20260430
002184.SZ,海得控制,11.3,11.3,11.69,4.09617097,484/5521,12.1,11.3,11.3,11.3,11.3,0,11.3,12.1,11.3,11.69,7.123775,1.0886412E7,33,002184,20260430
300723.SZ,一品红,39.43,39.43,41.45,4.09342039,485/5521,42.5,39.23,39.43,39.43,39.43,0,39.43,42.5,39.23,41.45,8.211953,2.7236753E7,33,300723,20260430
920075.BJ,柏星龙,21.02,21.02,21.66,4.08457472,487/5521,21.86,20.63,21.02,21.02,21.02,0,21.02,21.86,20.63,21.66,5.910619,1166919,151,920075,20260430
601066.SH,中信建投,23.0,23,23.0,4.07239819,489/5521,23.53,22.67,23.0,23.0,23.0,0,23,23.53,22.67,23.0,3.891402,4.3118652E7,17,601066,20260430
920047.BJ,诺思兰德,26.03,26.03,27.11,4.06909789,490/5521,27.68,26.03,26.03,26.03,26.03,0,26.03,27.68,26.03,27.11,6.333973,4458834,151,920047,20260430
600513.SH,联环药业,22.51,22.51,22.78,4.06578346,491/5521,23.3,21.85,22.51,22.51,22.51,0,22.51,23.3,21.85,22.78,6.624029,3.4741236E7,17,600513,20260430
002947.SZ,恒铭达,77.66,77.66,81.27,4.05889885,492/5521,82.7,75.6,77.66,77.66,77.66,0,77.66,82.7,75.6,81.27,9.090909,1.4911552E7,33,002947,20260430
300246.SZ,宝莱特,17.0,17,17.7,4.05643739,493/5521,18.1,16.88,17.0,17.0,17.0,0,17,18.1,16.88,17.7,7.172251,1.7533206E7,33,300246,20260430
688231.SH,隆达股份,36.69,36.69,38.48,4.05624662,494/5521,38.79,36.56,36.69,36.69,36.69,0,36.69,38.79,36.56,38.48,6.030286,4993298,17,688231,20260430
603777.SH,来伊份,15.6,15.6,16.43,4.05319823,495/5521,16.65,15.49,15.6,15.6,15.6,0,15.6,16.65,15.49,16.43,7.346421,1.5061687E7,17,603777,20260430
688523.SH,航天环宇,62.62,62.62,65.51,4.0501906,496/5521,66.44,62.5,62.62,62.62,62.62,0,62.62,66.44,62.5,65.51,6.257941,7157475,17,688523,20260430
600288.SH,大恒科技,15.32,15.32,15.18,4.04386566,497/5521,15.86,15.11,15.32,15.32,15.32,0,15.32,15.86,15.11,15.18,5.140507,2.0118643E7,17,600288,20260430
920802.BJ,保丽洁,14.99,14.99,15.7,4.04241219,498/5521,15.7,14.55,14.99,14.99,14.99,0,14.99,15.7,14.55,15.7,7.620941,3199475,151,920802,20260430
603268.SH,松发股份,144.44,144.44,149.5,4.0361865,499/5521,153.8,144.4,144.44,144.44,144.44,0,144.44,153.8,144.4,149.5,6.541405,8879563,17,603268,20260430
300077.SZ,国民技术,22.32,22.32,23.05,4.01624549,500/5521,23.4,21.9,22.32,22.32,22.32,0,22.32,23.4,21.9,23.05,6.768953,5.2294388E7,33,300077,20260430
002360.SZ,ST同德,6.0,6,6.22,4.01337793,501/5521,6.28,5.73,6.0,6.0,6.0,0,6,6.28,5.73,6.22,9.197324,4.241444E7,33,002360,20260430
002840.SZ,华统股份,12.23,12.23,12.72,4.00654129,502/5521,12.95,11.85,12.23,12.23,12.23,0,12.23,12.95,11.85,12.72,8.994276,3.6035943E7,33,002840,20260430
603271.SH,永杰新材,50.98,50.98,52.0,4,503/5521,52.12,50.8,50.98,50.98,50.98,0,50.98,52.12,50.8,52.0,2.64,5426687,17,603271,20260430
688662.SH,富信科技,67.67,67.67,70.25,3.99703923,504/5521,71.2,67.12,67.67,67.67,67.67,0,67.67,71.2,67.12,70.25,6.03997,5236149,17,688662,20260430
300680.SZ,隆盛科技,38.51,38.51,40.1,3.99377593,505/5521,40.87,38.46,38.51,38.51,38.51,0,38.51,40.87,38.46,40.1,6.25,1.2450171E7,33,300680,20260430
600201.SH,生物股份,14.08,14.08,14.59,3.9914469,506/5521,14.75,14.04,14.08,14.08,14.08,0,14.08,14.75,14.04,14.59,5.060584,2.9540169E7,17,600201,20260430
002609.SZ,捷顺科技,8.35,8.35,8.6,3.99032648,507/5521,8.77,8.35,8.35,8.35,8.35,0,8.35,8.77,8.35,8.6,5.078597,2.07927E7,33,002609,20260430
688717.SH,艾罗能源,117.0,117,121.66,3.98290598,508/5521,123.95,115.89,117.0,117.0,117.0,0,117,123.95,115.89,121.66,6.888888,1.122144E7,17,688717,20260430
002851.SZ,麦格米特,121.39,121.39,120.21,3.97889456,509/5521,124.57,118.22,121.39,121.39,121.39,0,121.39,124.57,118.22,120.21,5.492604,3.8484194E7,33,002851,20260430
300270.SZ,中威电子,12.86,12.86,13.36,3.9688716,510/5521,13.44,12.85,12.86,12.86,12.86,0,12.86,13.44,12.85,13.36,4.591439,1.68481E7,33,300270,20260430
605151.SH,西上海,21.23,21.23,21.76,3.96559962,511/5521,21.97,20.95,21.23,21.23,21.23,0,21.23,21.97,20.95,21.76,4.873387,4252300,17,605151,20260430
688646.SH,ST逸飞,57.29,57.29,59.3,3.96213184,512/5521,59.3,56.6,57.29,57.29,57.29,0,57.29,59.3,56.6,59.3,4.73352,1158305,22,688646,20260430
300833.SZ,浩洋股份,35.9,35.9,37.32,3.95543175,513/5521,38.41,35.54,35.9,35.9,35.9,0,35.9,38.41,35.54,37.32,7.994428,4275555,33,300833,20260430
300045.SZ,华力创通,21.41,21.41,22.36,3.9516504,514/5521,22.5,21.41,21.41,21.41,21.41,0,21.41,22.5,21.41,22.36,5.06741,2.1827448E7,33,300045,20260430
000782.SZ,恒申新材,7.11,7.11,7.38,3.94366197,515/5521,7.52,7.08,7.11,7.11,7.11,0,7.11,7.52,7.08,7.38,6.197183,3.7133157E7,33,000782,20260430
000797.SZ,中国武夷,2.79,2.79,2.9,3.94265233,516/5521,2.91,2.78,2.79,2.79,2.79,0,2.79,2.91,2.78,2.9,4.659498,4.8324401E7,33,000797,20260430
002421.SZ,达实智能,2.82,2.82,2.9,3.94265233,516/5521,2.94,2.8,2.82,2.82,2.82,0,2.82,2.94,2.8,2.9,5.017921,1.15506078E8,33,002421,20260430
300129.SZ,泰胜风能,10.96,10.96,11.36,3.93412626,518/5521,11.48,10.91,10.96,10.96,10.96,0,10.96,11.48,10.91,11.36,5.215004,3.5169573E7,33,300129,20260430
688669.SH,聚石化学,31.35,31.35,32.5,3.93348257,519/5521,33.04,31.04,31.35,31.35,31.35,0,31.35,33.04,31.04,32.5,6.395906,7896989,17,688669,20260430
603057.SH,紫燕食品,27.29,27.29,27.78,3.92817059,520/5521,27.98,27.11,27.29,27.29,27.29,0,27.29,27.98,27.11,27.78,3.254769,4260200,17,603057,20260430
300878.SZ,维康药业,27.47,27.47,28.58,3.92727273,521/5521,29.17,27.21,27.47,27.47,27.47,0,27.47,29.17,27.21,28.58,7.127272,2549860,33,300878,20260430
301273.SZ,瑞晨环保,36.01,36.01,37.59,3.92590545,522/5521,37.59,35.28,36.01,36.01,36.01,0,36.01,37.59,35.28,37.59,6.386508,1459200,33,301273,20260430
603506.SH,南都物业,13.11,13.11,13.53,3.91705069,523/5521,13.73,13.1,13.11,13.11,13.11,0,13.11,13.73,13.1,13.53,4.838709,6395866,17,603506,20260430
300706.SZ,阿石创,40.71,40.71,42.5,3.91198044,524/5521,43,40.16,40.71,40.71,40.71,0,40.71,43,40.16,42.5,6.943765,1.9425802E7,33,300706,20260430
605377.SH,华旺科技,9.44,9.44,9.83,3.91120507,525/5521,10,9.3,9.44,9.44,9.44,0,9.44,10,9.3,9.83,7.399577,1.4615169E7,17,605377,20260430
002713.SZ,*ST东易,12.44,12.44,12.78,3.90243902,526/5521,12.85,12.02,12.44,12.44,12.44,0,12.44,12.85,12.02,12.78,6.747967,2.1831194E7,33,002713,20260430
600879.SH,航天电子,23.07,23.07,23.97,3.90117035,527/5521,24.08,22.91,23.07,23.07,23.07,0,23.07,24.08,22.91,23.97,5.071521,1.60386206E8,17,600879,20260430
000803.SZ,山高环能,8.47,8.47,8.79,3.90070922,528/5521,8.82,8.35,8.47,8.47,8.47,0,8.47,8.82,8.35,8.79,5.555555,2.4087883E7,33,000803,20260430
300366.SZ,ST创意,5.4,5.4,5.61,3.88888889,529/5521,5.63,5.4,5.4,5.4,5.4,0,5.4,5.63,5.4,5.61,4.259259,1.43983E7,33,300366,20260430
600119.SH,*ST长投,5.92,5.92,6.15,3.88513514,530/5521,6.22,5.92,5.92,5.92,5.92,0,5.92,6.22,5.92,6.15,5.067567,1.4415395E7,22,600119,20260430
688099.SH,晶晨股份,104.0,104,105.8,3.87825233,531/5521,106.59,103,104.0,104.0,104.0,0,104,106.59,103,105.8,3.524791,2.7220377E7,17,688099,20260430
300909.SZ,汇创达,45.15,45.15,46.88,3.87768668,532/5521,47.5,44.66,45.15,45.15,45.15,0,45.15,47.5,44.66,46.88,6.292931,3433089,33,300909,20260430
688505.SH,复旦张江,7.82,7.82,8.05,3.87096774,533/5521,8.19,7.8,7.82,7.82,7.82,0,7.82,8.19,7.8,8.05,5.032258,9508952,17,688505,20260430
688528.SH,秦川物联,11.89,11.89,12.35,3.86879731,534/5521,12.49,11.89,11.89,11.89,11.89,0,11.89,12.49,11.89,12.35,5.046257,2506287,17,688528,20260430
301150.SZ,中一科技,65.0,65,68.52,3.86539336,535/5521,70.27,64.28,65.0,65.0,65.0,0,65,70.27,64.28,68.52,9.079884,1.8743548E7,33,301150,20260430
688809.SH,强一股份,407.38,407.38,423.25,3.86503067,536/5521,425,407.38,407.38,407.38,407.38,0,407.38,425,407.38,423.25,4.323926,2096629,17,688809,20260430
688262.SH,国芯科技,37.78,37.78,38.97,3.86460554,537/5521,39.16,37.01,37.78,37.78,37.78,0,37.78,39.16,37.01,38.97,5.730277,1.9101814E7,17,688262,20260430
301373.SZ,凌玮科技,112.01,112.01,115.98,3.85958628,538/5521,121.08,112.01,112.01,112.01,112.01,0,112.01,121.08,112.01,115.98,8.122145,5707665,33,301373,20260430
688226.SH,威腾电气,54.18,54.18,55.72,3.8583411,539/5521,56.23,53.5,54.18,54.18,54.18,0,54.18,56.23,53.5,55.72,5.088536,9224885,17,688226,20260430
300448.SZ,浩云科技,7.81,7.81,8.11,3.84122919,540/5521,8.27,7.71,7.81,7.81,7.81,0,7.81,8.27,7.71,8.11,7.170294,3.7352057E7,33,300448,20260430
688728.SH,格科微,13.55,13.55,13.79,3.84036145,541/5521,13.89,13.51,13.55,13.55,13.55,0,13.55,13.89,13.51,13.79,2.861445,2.9334474E7,17,688728,20260430
600500.SH,中化国际,4.45,4.45,4.6,3.83747178,542/5521,4.72,4.38,4.45,4.45,4.45,0,4.45,4.72,4.38,4.6,7.674943,7.2963184E7,17,600500,20260430
002930.SZ,宏川智慧,12.45,12.45,12.99,3.83693046,543/5521,13.08,12.28,12.45,12.45,12.45,0,12.45,13.08,12.28,12.99,6.394884,1.6945113E7,33,002930,20260430
001289.SZ,龙源电力,16.16,16.16,16.8,3.83189122,544/5521,16.96,16,16.16,16.16,16.16,0,16.16,16.96,16,16.8,5.93325,1.4380803E7,33,001289,20260430
300260.SZ,新莱应材,50.38,50.38,51.78,3.82995789,545/5521,51.97,50.28,50.38,50.38,50.38,0,50.38,51.97,50.28,51.78,3.38881,1.7931994E7,33,300260,20260430
300458.SZ,全志科技,34.93,34.93,35.8,3.82830626,546/5521,36.29,34.38,34.93,34.93,34.93,0,34.93,36.29,34.38,35.8,5.539443,4.8768778E7,33,300458,20260430
