股票代码,股票简称,p_close,p_open,涨跌幅:前复权[20260430],p_high,区间最低价:前复权[20000104-20001229],区间最低价:前复权日[20000104-20001229],区间最低价:前复权排名[20000104-20001229],p_low,区间最高价:前复权[20000104-20001229],区间最高价:前复权日[20000104-20001229],开盘价:前复权[20260430],最高价:前复权[20260430],最低价:前复权[20260430],收盘价:前复权[20260430],振幅[20260430],成交量[20260430],market_code,code,date
600345.SH,长江通信,48.66,50,-5.95284113,50.56,22.20880952,20001222,1/870,47,25.95880952,20001222,50,50.56,47,48.66,6.880556,2.2872782E7,17,600345,20260430
000633.SZ,合金投资,6.83,6.79,0.14662757,6.95,16.86616162,20000104,2/870,6.77,23.84848485,20001229,6.79,6.95,6.77,6.83,2.639296,7587900,33,000633,20260430
000931.SZ,中关村,4.75,4.74,0.21097046,4.81,15.68965517,20000119,3/870,4.72,22.4137931,20001221,4.74,4.81,4.72,4.75,1.898734,1.02379E7,33,000931,20260430
600198.SH,大唐电信,8.4,8.28,-0.82644628,8.48,14.82061402,20000114,4/870,8.21,23.73134328,20001221,8.28,8.48,8.21,8.4,3.187721,3.3294829E7,17,600198,20260430
600243.SH,*ST海华,4.16,4.06,3.74064838,4.2,13.47725806,20001218,5/870,3.91,15.5933871,20001201,4.06,4.2,3.91,4.16,7.23192,3.4708336E7,22,600243,20260430
000985.SZ,大庆华科,20.23,20.48,-0.29571217,20.55,13.45506452,20001204,6/870,20.1,15.92146237,20001221,20.48,20.55,20.1,20.23,2.217841,1331000,33,000985,20260430
600259.SH,中稀有色,92.01,92.44,-1.77217893,93.64,13.25952381,20001212,7/870,90.34,14.65952381,20001225,92.44,93.64,90.34,92.01,3.523006,1.4705909E7,17,600259,20260430
600265.SH,*ST景谷,22.02,21.49,-0.13605442,22.68,11.61777778,20001212,8/870,21,13.03753086,20001227,21.49,22.68,21,22.02,7.619047,2626664,22,600265,20260430
600727.SH,鲁北化工,8.07,8.08,-0.12376238,8.25,11.58571429,20001218,9/870,8.03,13.83956044,20000107,8.08,8.25,8.03,8.07,2.722772,2.8065669E7,17,600727,20260430
000156.SZ,华数传媒,7.41,7.45,-0.93582888,7.51,11.51323928,20001212,10/870,7.37,13.26578047,20001205,7.45,7.51,7.37,7.41,1.871657,7513800,33,000156,20260430
000990.SZ,诚志股份,12.6,12.97,-2.62751159,13.07,11.26912106,20001208,11/870,12.46,12.78008476,20001226,12.97,13.07,12.46,12.6,4.714064,6.3998355E7,33,000990,20260430
000697.SZ,ST炼石,10.17,10.17,,10.17,11.25851641,20000104,12/870,10.17,15.17259323,20000128,10.17,10.17,10.17,10.17,,,33,000697,20260430
000948.SZ,南天信息,14.49,14.51,0.48543689,14.68,10.47909775,20001211,13/870,14.43,14.44735759,20000128,14.51,14.68,14.43,14.49,1.733703,4273760,33,000948,20260430
000409.SZ,云鼎科技,10.16,10.1,0.29615005,10.19,9.95525526,20000124,14/870,10.1,19.04796133,20001227,10.1,10.19,10.1,10.16,0.88845,3261637,33,000409,20260430
600661.SH,昂立教育,10.2,10.08,1.19047619,10.28,9.84925926,20000114,15/870,10.07,19.98506173,20001221,10.08,10.28,10.07,10.2,2.083333,5015500,17,600661,20260430
600262.SH,北方股份,24.51,24.07,1.03050289,24.8,9.22633333,20001218,16/870,24.07,10.643,20001205,24.07,24.8,24.07,24.51,3.009068,6678200,17,600262,20260430
600671.SH,天目药业,19.91,19.67,1.37474542,20,9.07407407,20000119,17/870,19.52,14.41666667,20001206,19.67,20,19.52,19.91,2.443991,2019200,17,600671,20260430
600135.SH,乐凯胶片,11.43,10.98,4.09836066,11.58,8.97388889,20000104,18/870,10.9,13.57858974,20001201,10.98,11.58,10.9,11.43,6.193078,4.7413097E7,17,600135,20260430
600722.SH,金牛化工,13.61,13.54,0.51698671,14.18,8.93656716,20001212,19/870,13.38,12.47485399,20000110,13.54,14.18,13.38,13.61,5.908419,6.189971E7,17,600722,20260430
600640.SH,国脉文化,12.4,12.6,-1.58730159,12.64,8.91125926,20000104,20/870,12.36,18.68230303,20001207,12.6,12.64,12.36,12.4,2.222222,6478100,17,600640,20260430
000995.SZ,皇台酒业,13.48,13.5,-0.14814815,13.69,8.90102065,20001215,21/870,13.4,10.44386423,20001226,13.5,13.69,13.4,13.48,2.148148,7347299,33,000995,20260430
000925.SZ,众合科技,9.19,9.85,-5.84016393,10.08,8.72891101,20000104,22/870,9.11,13.88113583,20001221,9.85,10.08,9.11,9.19,9.938524,1.85952792E8,33,000925,20260430
600854.SH,春兰股份,5.42,5.35,1.30841121,5.44,8.72833175,20000104,23/870,5.31,12.70484803,20001201,5.35,5.44,5.31,5.42,2.429906,1.1256713E7,17,600854,20260430
600258.SH,首旅酒店,15.65,15.81,-2.37055521,15.89,8.70342308,20001218,24/870,15.32,10.34338034,20001201,15.81,15.89,15.32,15.65,3.555832,2.2411999E7,17,600258,20260430
600180.SH,*ST瑞茂,2.91,2.91,-4.90196078,2.91,8.63033945,20000104,25/870,2.91,11.33744004,20000128,2.91,2.91,2.91,2.91,0,360200,22,600180,20260430
600234.SH,科新发展,24.4,23.99,1.66666667,25,8.53741497,20001212,26/870,23.99,9.375,20001205,23.99,25,23.99,24.4,4.208333,5512504,17,600234,20260430
600241.SH,时代万恒,9.76,9.58,0.72239422,9.9,8.50759516,20001215,27/870,9.56,9.2082872,20001206,9.58,9.9,9.56,9.76,3.508771,6842500,17,600241,20260430
000663.SZ,永安林业,6.88,6.82,1.62481536,6.92,8.275,20001229,28/870,6.75,10.63125,20000110,6.82,6.92,6.75,6.88,2.511078,8991601,33,000663,20260430
000701.SZ,厦门信达,5.93,5.91,0.33840948,6,8.12566667,20000119,29/870,5.9,10.75233333,20000128,5.91,6,5.9,5.93,1.692047,1.243096E7,33,000701,20260430
000962.SZ,东方钽业,43.87,44.2,-1.17143501,44.5,8.0963361,20000120,30/870,43.22,25.97914428,20001206,44.2,44.5,43.22,43.87,2.883532,1.1674857E7,33,000962,20260430
000978.SZ,桂林旅游,6.67,6.77,-1.91176471,6.8,8.02863636,20001211,31/870,6.65,10.08768842,20001213,6.77,6.8,6.65,6.67,2.205882,1.7563472E7,33,000978,20260430
000682.SZ,东方电子,13.05,13.37,-2.32035928,13.39,8.01247154,20000104,32/870,13.02,17.20962602,20000128,13.37,13.39,13.02,13.05,2.769461,2.3259268E7,33,000682,20260430
000058.SZ,深赛格,8.2,8.12,0.86100861,8.21,8.01010231,20000114,33/870,8.09,12.4730939,20000128,8.12,8.21,8.09,8.2,1.476014,6990564,33,000058,20260430
600278.SH,东方创业,7.06,7.03,-0.56338028,7.15,8.00883034,20001218,34/870,6.98,8.5672349,20001229,7.03,7.15,6.98,7.06,2.394366,5613232,17,600278,20260430
600768.SH,宁波富邦,18.88,18.29,3.22580645,19.25,7.99885389,20000104,35/870,18.11,14.1340245,20000128,18.29,19.25,18.11,18.88,6.232914,1.350779E7,17,600768,20260430
600288.SH,大恒科技,15.18,15.32,4.04386566,15.86,7.75457406,20001211,36/870,15.11,8.7256092,20001204,15.32,15.86,15.11,15.18,5.140507,2.0118643E7,17,600288,20260430
600338.SH,西藏珠峰,27.58,27.93,-0.10865628,28.28,7.74785714,20001227,37/870,26.94,9.15357143,20001229,27.93,28.28,26.94,27.58,4.853314,1.4102874E8,17,600338,20260430
600171.SH,上海贝岭,28.7,28.26,1.6648955,28.89,7.73419254,20000117,38/870,28.14,11.06479946,20001221,28.26,28.89,28.14,28.7,2.656748,1.5128604E7,17,600171,20260430
600207.SH,安彩高科,5.59,5.74,-2.10157618,5.76,7.65671642,20000104,39/870,5.51,20.20895522,20001226,5.74,5.76,5.51,5.59,4.378283,2.0194702E7,17,600207,20260430
600232.SH,金鹰股份,8.58,8.58,0.35087719,8.83,7.62474628,20001213,40/870,8.49,9.84368119,20001205,8.58,8.83,8.49,8.58,3.976608,8688200,17,600232,20260430
000921.SZ,海信家电,24.03,23.5,2.12494688,24.29,7.5908686,20001226,41/870,23.45,13.47122574,20000110,23.5,24.29,23.45,24.03,3.56991,1.5191558E7,33,000921,20260430
000938.SZ,紫光股份,31.99,32.66,-1.32634176,32.76,7.56762877,20000104,42/870,30.74,12.37508746,20001201,32.66,32.76,30.74,31.99,6.230721,2.10809542E8,33,000938,20260430
600289.SH,ST信通,6.21,6.64,-4.90045942,6.76,7.5433309,20001212,43/870,6.2,8.03652677,20001221,6.64,6.76,6.2,6.21,8.575803,1.6536684E7,22,600289,20260430
600800.SH,渤海化学,4.59,4.56,1.32450331,4.66,7.51028807,20000104,44/870,4.49,12.48148148,20001201,4.56,4.66,4.49,4.59,3.752759,3.1814641E7,17,600800,20260430
000628.SZ,高新发展,66.18,59.97,10.00664894,66.18,7.45869231,20000117,45/870,57.9,11.48176923,20001225,59.97,66.18,57.9,66.18,13.763297,1.8647407E7,33,000628,20260430
000722.SZ,湖南发展,14.24,14.39,-1.79310345,14.64,7.33431953,20000106,46/870,14.18,11.04733728,20000124,14.39,14.64,14.18,14.24,3.172413,2.4950249E7,33,000722,20260430
000070.SZ,特发信息,18.08,19.36,-6.46663218,19.5,7.2516401,20001212,47/870,18.03,8.00647101,20001221,19.36,19.5,18.03,18.08,7.604759,8.9217561E7,33,000070,20260430
600706.SH,曲江文旅,9.54,9.46,0.52687039,9.58,7.24678205,20000126,48/870,9.42,13.33011538,20001205,9.46,9.58,9.42,9.54,1.685985,7288371,17,600706,20260430
600052.SH,东望时代,4.44,4.06,9.9009901,4.44,7.24521718,20000104,49/870,4.04,9.7131659,20001201,4.06,4.44,4.04,4.44,9.90099,5.3877231E7,17,600052,20260430
000993.SZ,闽东电力,12.24,12.36,-1.29032258,12.38,7.23930058,20001226,50/870,12.2,7.69594798,20001221,12.36,12.38,12.2,12.24,1.451612,1.1936793E7,33,000993,20260430
600648.SH,外高桥,10.03,10.53,-5.37735849,10.53,7.1888556,20000119,51/870,9.88,13.21652358,20001227,10.53,10.53,9.88,10.03,6.132075,1.1126817E7,17,600648,20260430
000586.SZ,汇源通信,17.71,18,-1.66574125,18.08,7.16666667,20000117,52/870,17.38,10.95652174,20001225,18,18.08,17.38,17.71,3.886729,1.1158754E7,33,000586,20260430
000151.SZ,中成股份,11.84,11.79,0.16920474,12.07,7.0639599,20001218,53/870,11.69,8.53764411,20001226,11.79,12.07,11.69,11.84,3.21489,8543104,33,000151,20260430
600613.SH,神奇制药,5.88,5.87,0.17035775,6,7.02110656,20000124,54/870,5.85,17.12356557,20001208,5.87,6,5.85,5.88,2.555366,1.1039E7,17,600613,20260430
600301.SH,华锡有色,50.53,49.68,1.1206724,52.5,7.01142857,20001211,55/870,49.28,7.56142857,20001204,49.68,52.5,49.28,50.53,6.443866,1.2262839E7,17,600301,20260430
600215.SH,派斯林,6.84,6.57,5.7187017,7.06,6.9619053,20000117,56/870,6.5,9.01773901,20001204,6.57,7.06,6.5,6.84,8.655332,2.7755139E7,17,600215,20260430
600707.SH,彩虹股份,8.09,8.28,-8.06818182,8.45,6.94490791,20000104,57/870,8.01,9.57112676,20001204,8.28,8.45,8.01,8.09,5,1.55779808E8,17,600707,20260430
600721.SH,百花医药,8.43,8.48,-1.05633803,8.51,6.80630173,20000128,58/870,8.4,13.42202701,20001205,8.48,8.51,8.4,8.43,1.291079,7393600,17,600721,20260430
000681.SZ,视觉中国,21.82,21.7,5.20732883,22.37,6.78343342,20000104,59/870,21.5,11.48566667,20001201,21.7,22.37,21.5,21.82,4.194792,8.2653133E7,33,000681,20260430
600857.SH,宁波中百,12.71,12.59,2.74858529,12.91,6.74935185,20000104,60/870,12.4,12.3187963,20000126,12.59,12.91,12.4,12.71,4.122877,4358710,17,600857,20260430
600775.SH,南京熊猫,12.35,12.53,0.40650407,12.53,6.74812963,20000120,61/870,12.27,13.65183333,20001222,12.53,12.53,12.27,12.35,2.113821,1.4144934E7,17,600775,20260430
000980.SZ,众泰汽车,2.52,2.32,10.04366812,2.52,6.73197531,20001218,62/870,2.3,7.46777778,20001206,2.32,2.52,2.3,2.52,9.606986,3.06775849E8,33,000980,20260430
000909.SZ,*ST数源,4.66,4.66,-5.09164969,4.66,6.7316326,20001212,63/870,4.66,10.6586399,20000128,4.66,4.66,4.66,4.66,0,4167400,33,000909,20260430
600148.SH,长春一东,19.13,18.75,0.31463031,19.25,6.72332274,20000106,64/870,18.75,9.54887752,20001226,18.75,19.25,18.75,19.13,2.621919,2552039,17,600148,20260430
600847.SH,万里股份,14.77,14.68,0.06775068,14.98,6.688,20000105,65/870,14.35,16.0,20001204,14.68,14.98,14.35,14.77,4.268292,3899800,17,600847,20260430
600281.SH,华阳新材,5.6,5.6,-0.88495575,5.7,6.66180021,20001218,66/870,5.56,7.49165818,20001206,5.6,5.7,5.56,5.6,2.477876,9656500,17,600281,20260430
600137.SH,浪莎股份,23.4,23.36,-2.17391304,23.63,6.646,20000118,67/870,22.66,17.182,20001205,23.36,23.63,22.66,23.4,4.055183,5220500,17,600137,20260430
000004.SZ,*ST国华,2.76,2.76,,2.76,6.624,20000104,68/870,2.76,27.328,20001225,2.76,2.76,2.76,2.76,,,33,000004,20260430
000969.SZ,安泰科技,21.37,21.03,1.08798486,21.4,6.60243363,20001205,69/870,20.95,7.55227962,20001220,21.03,21.4,20.95,21.37,2.128666,2.0058396E7,33,000969,20260430
600095.SH,湘财股份,8.88,8.85,0.33898305,9.04,6.57028181,20001214,70/870,8.83,8.61847458,20000128,8.85,9.04,8.83,8.88,2.372881,1.82504E7,17,600095,20260430
600235.SH,民丰特纸,6.95,6.88,1.01744186,7.02,6.55940212,20001211,71/870,6.85,7.09908466,20001229,6.88,7.02,6.85,6.95,2.47093,6487300,17,600235,20260430
000636.SZ,风华高科,25.09,25.51,-0.75158228,25.58,6.54474519,20000104,72/870,24.54,14.08178222,20001204,25.51,25.58,24.54,25.09,4.113924,9.281233E7,33,000636,20260430
000668.SZ,*ST荣控,15.85,15.5,1.53747598,15.95,6.51079772,20000104,73/870,15.5,10.4937037,20001201,15.5,15.95,15.5,15.85,2.882767,1607700,33,000668,20260430
600237.SH,铜峰电子,8.88,9.09,-2.41758242,9.15,6.45181818,20001211,74/870,8.88,7.41141414,20001221,9.09,9.15,8.88,8.88,2.967032,1.6889501E7,17,600237,20260430
600718.SH,东软集团,8.84,8.84,-0.22573363,8.95,6.43132281,20000104,75/870,8.83,10.89259829,20001221,8.84,8.95,8.83,8.84,1.354401,1.4431011E7,17,600718,20260430
600248.SH,陕建股份,3.48,3.54,-1.41643059,3.54,6.37952948,20001201,76/870,3.46,7.04086744,20001208,3.54,3.54,3.46,3.48,2.266288,4.913774E7,17,600248,20260430
000733.SZ,振华科技,42.61,43.1,-2.13596693,43.5,6.31858755,20000104,77/870,41.88,15.10457977,20000128,43.1,43.5,41.88,42.61,3.720716,2.3583921E7,33,000733,20260430
600638.SH,新黄浦,6.25,6.1,1.95758564,6.28,6.28206706,20000104,78/870,6.1,7.9240789,20001205,6.1,6.28,6.1,6.25,2.936378,1.3162367E7,17,600638,20260430
000159.SZ,国际实业,6.5,6.49,0,6.67,6.25084469,20001211,79/870,6.45,6.87754768,20001204,6.49,6.67,6.45,6.5,3.384615,1.4924178E7,33,000159,20260430
600751.SH,海航科技,3.68,3.76,-2.64550265,3.8,6.2460324,20000124,80/870,3.66,9.18274406,20001229,3.76,3.8,3.66,3.68,3.703703,4.9498704E7,17,600751,20260430
000972.SZ,*ST中基,3.86,3.75,2.93333333,3.87,6.22979886,20001218,81/870,3.71,7.04272862,20001204,3.75,3.87,3.71,3.86,4.266666,1.2183502E7,33,000972,20260430
000035.SZ,中国天楹,6.53,6.67,-2.53731343,6.69,6.2188,20000104,82/870,6.42,10.01046667,20000124,6.67,6.69,6.42,6.53,4.02985,5.4173717E7,33,000035,20260430
000155.SZ,川能动力,17.42,18.3,-9.50649351,18.55,6.16848485,20001218,83/870,17.33,7.14575758,20001225,18.3,18.55,17.33,17.42,6.337662,1.67747187E8,33,000155,20260430
000862.SZ,银星能源,6.47,6.65,-3.14371257,6.67,6.16814241,20000104,84/870,6.43,8.84292566,20000128,6.65,6.67,6.43,6.47,3.592814,3.6179259E7,33,000862,20260430
600229.SH,城市传媒,6.32,6.2,2.93159609,6.42,6.168,20001218,85/870,6.15,7.184,20001208,6.2,6.42,6.15,6.32,4.397394,9358563,17,600229,20260430
600192.SH,长城电工,8.26,8.15,0.36452005,8.28,6.16766999,20000104,86/870,8.15,8.29822392,20001227,8.15,8.28,8.15,8.26,1.579586,5420810,17,600192,20260430
600121.SH,郑州煤电,4.25,4.3,-0.93240093,4.35,6.14019055,20000114,87/870,4.2,15.03176329,20001215,4.3,4.35,4.2,4.25,3.496503,3.9659231E7,17,600121,20260430
000752.SZ,*ST西发,10.0,9.8,-1.18577075,10.06,6.11017309,20000104,88/870,9.8,9.08444444,20001227,9.8,10.06,9.8,10.0,2.569169,5588201,33,000752,20260430
600080.SH,ST金花,7.62,7.62,-4.98753117,7.62,6.09953673,20000104,89/870,7.62,8.41894948,20001205,7.62,7.62,7.62,7.62,0,164000,22,600080,20260430
000020.SZ,深华发A,15.96,15.9,0.18832392,16.22,6.08695652,20000128,90/870,15.85,20.86956522,20001207,15.9,16.22,15.85,15.96,2.322661,4470001,33,000020,20260430
600218.SH,全柴动力,9.66,9.6,2.43902439,9.85,6.07659544,20000118,91/870,9.59,7.31306268,20001214,9.6,9.85,9.59,9.66,2.757158,1.0511143E7,17,600218,20260430
600615.SH,鑫源智造,11.87,11.73,1.19352089,12.03,6.07136345,20000124,92/870,11.69,10.87570682,20001208,11.73,12.03,11.69,11.87,2.89855,2958440,17,600615,20260430
000021.SZ,深科技,29.22,29.58,-0.03421143,29.67,6.06042735,20001219,93/870,28.78,10.74846154,20000128,29.58,29.67,28.78,29.22,3.044816,7.3146615E7,33,000021,20260430
600136.SH,ST明诚,1.79,1.78,0,1.79,6.03462238,20000104,94/870,1.77,9.77972727,20001229,1.78,1.79,1.77,1.79,1.117318,1.6496759E7,22,600136,20260430
600107.SH,ST尔雅,6.01,6.01,,6.01,6.0,20000104,95/870,6.01,8.12857143,20001205,6.01,6.01,6.01,6.01,,,22,600107,20260430
000048.SZ,京基智农,14.74,14.5,0.13586957,14.94,5.99985305,20001229,96/870,14.31,15.88827837,20001204,14.5,14.94,14.31,14.74,4.279891,1.1605803E7,33,000048,20260430
600689.SH,上海三毛,13.54,13.54,0.44510386,13.78,5.99700549,20000104,97/870,13.38,10.63871795,20001208,13.54,13.78,13.38,13.54,2.967359,4620200,17,600689,20260430
000590.SZ,古汉医药,11.16,11.13,0.54054054,11.27,5.96423494,20000106,98/870,11.02,20.24107744,20001201,11.13,11.27,11.02,11.16,2.252252,3724736,33,000590,20260430
000977.SZ,浪潮信息,69.75,69.5,-3.5002767,70.5,5.95745345,20001211,99/870,66.15,6.23501893,20001221,69.5,70.5,66.15,69.75,6.018262,1.19991057E8,33,000977,20260430
600302.SH,标准股份,9.54,9.54,,9.54,5.93076923,20001218,100/870,9.54,6.67975709,20001214,9.54,9.54,9.54,9.54,,,17,600302,20260430
600292.SH,电投水电,15.32,15.69,-1.35222151,15.8,5.8951655,20001211,101/870,15.32,6.55075991,20001205,15.69,15.8,15.32,15.32,3.090792,1.7524292E7,17,600292,20260430
600076.SH,康欣新材,3.33,3.34,-5.39772727,3.47,5.88825911,20000104,102/870,3.25,11.34574899,20001219,3.34,3.47,3.25,3.33,6.25,3.9455298E7,17,600076,20260430
001896.SZ,豫能控股,15.24,16.2,-9.98227998,16.3,5.87,20000104,103/870,15.24,11.81,20001221,16.2,16.3,15.24,15.24,6.261075,1.54696499E8,33,001896,20260430
000988.SZ,华工科技,119.53,119.11,0.41162634,120.97,5.81089464,20001215,104/870,115,6.46948263,20001201,119.11,120.97,115,119.53,5.01512,9.2020793E7,33,000988,20260430
600058.SH,五矿发展,11.12,11.14,-1.33096717,11.38,5.78185177,20000104,105/870,11.06,11.77183811,20001204,11.14,11.38,11.06,11.12,2.839396,1.1739327E7,17,600058,20260430
000526.SZ,学大教育,34.76,33.1,4.76190476,35.67,5.77455504,20000104,106/870,33.09,12.42584047,20001227,33.1,35.67,33.09,34.76,7.775768,5178355,33,000526,20260430
600819.SH,耀皮玻璃,6.83,6.85,-0.72674419,6.89,5.75151235,20000104,107/870,6.75,8.19595679,20000124,6.85,6.89,6.75,6.83,2.034883,5247400,17,600819,20260430
000062.SZ,深圳华强,36.92,35.75,3.56241234,37.7,5.73271141,20001225,108/870,35.2,9.03244615,20000128,35.75,37.7,35.2,36.92,7.012622,1.16985447E8,33,000062,20260430
600630.SH,龙头股份,8.33,8.25,0.84745763,8.43,5.71667091,20000104,109/870,8.22,9.70163331,20001208,8.25,8.43,8.22,8.33,2.542372,9397667,17,600630,20260430
600156.SH,华升股份,10.8,11.82,-3.31244405,12.29,5.69315618,20000124,110/870,10.68,8.54624088,20001213,11.82,12.29,10.68,10.8,14.413607,9.7634587E7,17,600156,20260430
000885.SZ,城发环境,14.11,14.08,-0.28268551,14.17,5.66863595,20000112,111/870,14.01,10.45438275,20001205,14.08,14.17,14.01,14.11,1.130742,6655499,33,000885,20260430
000301.SZ,东方盛虹,13.27,13.15,0.07541478,13.48,5.66647059,20001212,112/870,13,6.24294118,20001201,13.15,13.48,13,13.27,3.619909,3.8074914E7,33,000301,20260430
000881.SZ,中广核技,7.8,7.74,0.7751938,7.83,5.64836999,20000119,113/870,7.72,12.88848047,20001201,7.74,7.83,7.72,7.8,1.421188,8119363,33,000881,20260430
600793.SH,宜宾纸业,16.31,17.04,-8.57623318,17.29,5.60687433,20000104,114/870,16.06,9.47905478,20001214,17.04,17.29,16.06,16.31,6.894618,1.1009611E7,17,600793,20260430
000032.SZ,深桑达A,17.34,17.77,-2.52951096,17.83,5.58602435,20000112,115/870,17.24,7.72277648,20000128,17.77,17.83,17.24,17.34,3.316469,1.9817513E7,33,000032,20260430
600279.SH,重庆港,4.88,4.89,-0.40816327,4.91,5.58434343,20001201,116/870,4.85,6.32676768,20001229,4.89,4.91,4.85,4.88,1.224489,6406900,17,600279,20260430
600129.SH,太极集团,15.56,15.45,0,15.85,5.54529317,20000114,117/870,15.43,11.71707011,20001229,15.45,15.85,15.43,15.56,2.699228,8221847,17,600129,20260430
000929.SZ,*ST兰黄,10.33,10.19,0.48638132,10.34,5.53353995,20000118,118/870,10.15,7.50690557,20001221,10.19,10.34,10.15,10.33,1.848249,1930100,33,000929,20260430
600155.SH,华创云信,6.27,6.29,1.45631068,6.44,5.52986373,20000117,119/870,6.27,7.4969005,20001222,6.29,6.44,6.27,6.27,2.750809,4.4821337E7,17,600155,20260430
600776.SH,东方通信,16.62,17,-2.46478873,17.01,5.5023985,20000117,120/870,16.58,9.83322556,20001221,17,17.01,16.58,16.62,2.523474,2.8857475E7,17,600776,20260430
600333.SH,长春燃气,5.77,5.87,-1.36752137,5.91,5.49014925,20001212,121/870,5.77,6.71929763,20001211,5.87,5.91,5.77,5.77,2.393162,1.5637815E7,17,600333,20260430
600152.SH,维科技术,14.85,14.14,2.4137931,15.42,5.47889632,20000120,122/870,13.85,7.77153846,20001208,14.14,15.42,13.85,14.85,10.827586,1.5872324E8,17,600152,20260430
600745.SH,闻泰科技,28.12,28.12,,28.12,5.45133934,20000124,123/870,28.12,11.12968301,20001204,28.12,28.12,28.12,28.12,,,17,600745,20260430
600749.SH,西藏旅游,16.24,16.7,-2.81268701,16.7,5.43141026,20000117,124/870,16.16,10.59038462,20001201,16.7,16.7,16.16,16.24,3.231597,1.3913725E7,17,600749,20260430
600753.SH,*ST海钦,13.04,12.72,1.47859922,13.06,5.41125541,20000117,125/870,12.7,8.93759019,20001221,12.72,13.06,12.7,13.04,2.801556,2437376,22,600753,20260430
600359.SH,新农开发,7.62,7.38,4.67032967,7.67,5.35940171,20000124,126/870,7.25,8.9491453,20001226,7.38,7.67,7.25,7.62,5.76923,1.899838E7,17,600359,20260430
000892.SZ,欢瑞世纪,4.96,4.99,1.43149284,5.04,5.35666667,20000119,127/870,4.83,16.75,20001206,4.99,5.04,4.83,4.96,4.294478,4.0282456E7,33,000892,20260430
600637.SH,东方明珠,9.98,9.91,-1.38339921,10.11,5.35617548,20000104,128/870,9.84,8.14554512,20001207,9.91,10.11,9.84,9.98,2.667984,6.9962547E7,17,600637,20260430
600230.SH,沧州大化,18.97,19.92,-4.14350682,20,5.30845972,20001207,129/870,18.96,6.20534479,20001220,19.92,20,18.96,18.97,5.255179,2.561452E7,17,600230,20260430
000766.SZ,通化金马,24.67,23.93,3.13545151,24.74,5.3,20000104,130/870,23.72,11.8,20001201,23.93,24.74,23.72,24.67,4.264214,2.2933955E7,33,000766,20260430
600088.SH,中视传媒,14.61,14.1,2.59831461,14.75,5.29473598,20000104,131/870,14.1,8.8555982,20001208,14.1,14.75,14.1,14.61,4.564606,5026751,17,600088,20260430
000756.SZ,新华制药,14.08,14.21,-1.26227209,14.24,5.2544302,20000104,132/870,14.06,7.71027066,20000111,14.21,14.24,14.06,14.08,1.262272,4746700,33,000756,20260430
000821.SZ,ST京机,10.3,10.41,-0.86621752,10.46,5.22012121,20000104,133/870,10.24,9.88678788,20001229,10.41,10.46,10.24,10.3,2.11742,9220400,33,000821,20260430
600191.SH,华资实业,12.7,13.05,-3.05343511,13.05,5.18112306,20000104,134/870,12.66,6.65700225,20000110,13.05,13.05,12.66,12.7,2.977099,1.44779E7,17,600191,20260430
600094.SH,大名城,4.71,4.71,-0.42283298,4.78,5.17416544,20000104,135/870,4.66,6.67218616,20001206,4.71,4.78,4.66,4.71,2.536997,1.728194E7,17,600094,20260430
600744.SH,华银电力,8.54,8.86,-4.15263749,8.91,5.13445911,20000113,136/870,8.51,7.35945021,20001201,8.86,8.91,8.51,8.54,4.489337,2.11731966E8,17,600744,20260430
600206.SH,有研新材,27.37,26.65,2.01267238,27.58,5.13190247,20000117,137/870,26.65,6.87758148,20001221,26.65,27.58,26.65,27.37,3.466269,8.8129368E7,17,600206,20260430
000688.SZ,国城矿业,51.48,48.91,4.33725172,52.73,5.12159953,20000114,138/870,48.5,9.24716485,20001204,48.91,52.73,48.5,51.48,8.573165,2.4702151E7,33,000688,20260430
000635.SZ,英力特,8.16,8.24,-1.09090909,8.34,5.11541237,20000104,139/870,8.16,8.21059829,20001226,8.24,8.34,8.16,8.16,2.181818,5065467,33,000635,20260430
000813.SZ,德展健康,3.64,3.6,0.55248619,3.72,5.10297134,20000106,140/870,3.59,6.16254902,20000128,3.6,3.72,3.59,3.64,3.59116,3.6524428E7,33,000813,20260430
600855.SH,航天长峰,18.62,18.25,1.416122,18.76,5.07757585,20000120,141/870,18.18,6.54068018,20000104,18.25,18.76,18.18,18.62,3.159041,1.435451E7,17,600855,20260430
600130.SH,波导股份,4.62,4.65,0.43478261,4.78,5.0615942,20001211,142/870,4.51,5.59782609,20001212,4.65,4.78,4.51,4.62,5.869565,6.10959E7,17,600130,20260430
600223.SH,福瑞达,6.55,6.54,-0.45592705,6.6,5.04,20000113,143/870,6.51,9.32,20001227,6.54,6.6,6.51,6.55,1.367781,4557745,17,600223,20260430
600293.SH,三峡新材,3.16,3.17,-0.31545741,3.19,5.0352432,20001212,144/870,3.11,5.38644755,20001227,3.17,3.19,3.11,3.16,2.523659,1.958065E7,17,600293,20260430
000537.SZ,绿发电力,9.89,10.25,-3.51219512,10.29,5.0330192,20000104,145/870,9.86,11.11432173,20001228,10.25,10.29,9.86,9.89,4.195121,5.9599523E7,33,000537,20260430
000889.SZ,中嘉博创,4.42,4.69,-8.10810811,4.75,4.99799938,20000104,146/870,4.37,9.08488239,20000128,4.69,4.75,4.37,4.42,7.900207,1.75445594E8,33,000889,20260430
