股票代码,股票简称,p_close,p_open,涨跌幅:前复权[20260430],p_high,区间最低价:前复权[20000104-20001229],区间最低价:前复权日[20000104-20001229],区间最低价:前复权排名[20000104-20001229],p_low,区间最高价:前复权[20000104-20001229],区间最高价:前复权日[20000104-20001229],开盘价:前复权[20260430],最高价:前复权[20260430],最低价:前复权[20260430],收盘价:前复权[20260430],振幅[20260430],成交量[20260430],market_code,code,date
000713.SZ,国投丰乐,6.5,6.57,-2.69461078,6.57,2.08986575,20000104,437/870,6.37,6.83922388,20001214,6.57,6.57,6.37,6.5,2.994011,1.6266424E7,33,000713,20260430
000521.SZ,长虹美菱,5.66,5.66,-0.35211268,5.69,2.0856401,20000104,438/870,5.64,4.25955314,20001221,5.66,5.69,5.64,5.66,0.880281,6738925,33,000521,20260430
000930.SZ,中粮科技,6.08,6.01,0.8291874,6.09,2.07257301,20000124,439/870,6,3.64102937,20001204,6.01,6.09,6,6.08,1.492537,1.7249711E7,33,000930,20260430
000958.SZ,电投产融,5.92,5.99,-1.16861436,6.02,2.07138164,20000104,440/870,5.91,3.36123671,20001205,5.99,6.02,5.91,5.92,1.836393,2.2036691E7,33,000958,20260430
600084.SH,*ST尼雅,5.35,5.35,-4.97335702,5.35,2.0489988,20000104,441/870,5.35,6.17600334,20001226,5.35,5.35,5.35,5.35,0,1651200,22,600084,20260430
600078.SH,澄星股份,13.21,13.24,-1.12275449,13.39,2.04154154,20000104,442/870,12.87,3.4488842,20001211,13.24,13.39,12.87,13.21,3.892215,2.57541E7,17,600078,20260430
000565.SZ,渝三峡A,7.87,8.04,-2.11442786,8.07,2.03855932,20000104,443/870,7.85,4.53008475,20001229,8.04,8.07,7.85,7.87,2.736318,1.7503605E7,33,000565,20260430
000607.SZ,华媒控股,4.14,4.06,1.97044335,4.18,2.03123864,20000105,444/870,4.05,6.144875,20001225,4.06,4.18,4.05,4.14,3.20197,1.7211644E7,33,000607,20260430
000050.SZ,深天马A,7.62,7.85,-6.84596577,7.88,2.01815354,20000104,445/870,7.54,4.46259798,20001220,7.85,7.88,7.54,7.62,4.156479,5.1274002E7,33,000050,20260430
600871.SH,石化油服,2.72,2.73,0.74074074,2.78,2.01555556,20000113,446/870,2.68,2.90888889,20001201,2.73,2.78,2.68,2.72,3.703703,1.53345667E8,17,600871,20260430
600193.SH,*ST创兴,2.17,2.17,,2.17,2.01538462,20000124,447/870,2.17,3.99839175,20001228,2.17,2.17,2.17,2.17,,,22,600193,20260430
600165.SH,ST宁科,3.38,3.42,-2.31213873,3.43,2.0142805,20000104,448/870,3.33,3.60349906,20001221,3.42,3.43,3.33,3.38,2.890173,8489203,22,600165,20260430
000403.SZ,派林生物,11.95,12.15,-1.80772391,12.31,2.01081557,20000104,449/870,11.88,5.59228864,20001211,12.15,12.31,11.88,11.95,3.533278,1.0222062E7,33,000403,20260430
000860.SZ,顺鑫农业,12.7,12.75,-0.39215686,12.82,1.99557576,20000104,450/870,12.67,3.98482035,20001204,12.75,12.82,12.67,12.7,1.17647,6879057,33,000860,20260430
600158.SH,中体产业,11.85,11.54,10.02785515,11.85,1.99183575,20000104,451/870,11.54,3.50538519,20001227,11.54,11.85,11.54,11.85,2.878365,6.7439324E7,17,600158,20260430
600118.SH,中国卫星,102.8,97.01,4.97293985,103.8,1.97490287,20000104,452/870,97.01,4.11388199,20001204,97.01,103.8,97.01,102.8,6.933523,7.2492291E7,17,600118,20260430
000839.SZ,国安股份,2.97,2.95,0,2.99,1.97358113,20000104,453/870,2.93,3.76148148,20001221,2.95,2.99,2.93,2.97,2.020202,4.782365E7,33,000839,20260430
000619.SZ,海螺新材,6.18,6.08,0.81566069,6.24,1.95653846,20000104,454/870,6.08,9.20076923,20001226,6.08,6.24,6.08,6.18,2.610114,7515857,33,000619,20260430
000547.SZ,航天发展,24.58,24.36,2.16126351,24.74,1.95348339,20001228,455/870,24.25,3.03896919,20000128,24.36,24.74,24.25,24.58,2.036575,9.5169541E7,33,000547,20260430
600644.SH,乐山电力,11.58,11.75,-1.86440678,11.79,1.948097,20000104,456/870,11.52,7.45392252,20001206,11.75,11.79,11.52,11.58,2.288135,2.2574865E7,17,600644,20260430
000935.SZ,四川双马,26.72,27.76,-3.71171171,27.95,1.94651696,20000118,457/870,26.66,6.81403833,20001214,27.76,27.95,26.66,26.72,4.648648,9539212,33,000935,20260430
000735.SZ,罗牛山,6.58,6.38,2.65210608,6.76,1.94526316,20000128,458/870,6.38,4.62421053,20001207,6.38,6.76,6.38,6.58,5.928237,2.8554909E7,33,000735,20260430
600300.SH,维维股份,3.74,3.63,5.35211268,3.8,1.94004895,20001218,459/870,3.63,2.19004895,20001205,3.63,3.8,3.63,3.74,4.788732,1.08872911E8,17,600300,20260430
000790.SZ,华神科技,4.57,4.25,10.12048193,4.57,1.93619573,20000104,460/870,4.25,3.10804443,20001229,4.25,4.57,4.25,4.57,7.710843,4.6629403E7,33,000790,20260430
000510.SZ,新金路,14.14,13.94,1.43472023,14.28,1.93070513,20000124,461/870,13.8,7.49961538,20001205,13.94,14.28,13.8,14.14,3.443328,3.079161E7,33,000510,20260430
600825.SH,新华传媒,5.86,5.8,0.34246575,5.89,1.92978395,20000124,462/870,5.8,5.36394033,20001229,5.8,5.89,5.8,5.86,1.541095,7064626,17,600825,20260430
600649.SH,城投控股,4.27,4.24,0,4.31,1.91988628,20000124,463/870,4.19,3.87678184,20001206,4.24,4.31,4.19,4.27,2.810304,2.98544E7,17,600649,20260430
000753.SZ,漳州发展,6.67,6.47,2.143951,6.88,1.91579985,20000104,464/870,6.44,2.62805056,20000128,6.47,6.88,6.44,6.67,6.738131,4.0104003E7,33,000753,20260430
600202.SH,哈空调,6.36,6.28,1.4354067,6.41,1.91302564,20000124,465/870,6.26,6.90450852,20001212,6.28,6.41,6.26,6.36,2.392344,1.06141E7,17,600202,20260430
000826.SZ,*ST启环,1.96,1.83,1.55440415,2.01,1.90686371,20000117,466/870,1.83,3.36124978,20001205,1.83,2.01,1.83,1.96,9.326424,1.52249207E8,33,000826,20260430
600699.SH,均胜电子,28.52,28.36,0.17562346,29.07,1.90118928,20000124,467/870,28.12,4.48827387,20001204,28.36,29.07,28.12,28.52,3.336845,4.5473468E7,17,600699,20260430
600712.SH,南宁百货,6.31,6.18,1.61030596,6.33,1.88330273,20000104,468/870,6.18,2.81239345,20001220,6.18,6.33,6.18,6.31,2.415458,1.02742E7,17,600712,20260430
600759.SH,ST洲际,4.67,4.67,-5.08130081,4.67,1.87863511,20000125,469/870,4.67,4.12715582,20001215,4.67,4.67,4.67,4.67,0,6797300,22,600759,20260430
000928.SZ,中钢国际,6.5,6.53,-0.6116208,6.55,1.87674674,20000104,470/870,6.44,3.79263459,20001204,6.53,6.55,6.44,6.5,1.681957,2.6804774E7,33,000928,20260430
600268.SH,国电南自,14.97,15.14,-1.25329815,15.2,1.87671577,20001207,471/870,14.95,2.98385195,20000128,15.14,15.2,14.95,14.97,1.649076,1.7243936E7,17,600268,20260430
600399.SH,抚顺特钢,5.47,5.58,-2.14669052,5.6,1.8708806,20001229,472/870,5.47,2.047,20001229,5.58,5.6,5.47,5.47,2.325581,3.9232154E7,17,600399,20260430
600889.SH,*ST京化,15.39,14.78,2.94314381,15.57,1.86381739,20000104,473/870,14.73,4.29776987,20001227,14.78,15.57,14.73,15.39,5.618729,5184608,22,600889,20260430
000659.SZ,珠海中富,4.03,4.12,-1.94647202,4.15,1.86233749,20000104,474/870,4.02,2.75548054,20001205,4.12,4.15,4.02,4.03,3.163017,2.2689858E7,33,000659,20260430
000970.SZ,中科三环,12.08,12.16,-0.49423394,12.18,1.83393183,20001208,475/870,11.97,2.09288077,20001225,12.16,12.18,11.97,12.08,1.729818,1.487278E7,33,000970,20260430
600763.SH,通策医疗,42.18,43.1,-2.49653259,43.12,1.81999954,20000113,476/870,42.16,5.00079056,20001221,43.1,43.12,42.16,42.18,2.21914,7459134,17,600763,20260430
600691.SH,潞化科技,3.35,3.45,-0.88757396,3.48,1.81818182,20000104,477/870,3.33,3.08080808,20001204,3.45,3.48,3.33,3.35,4.437869,5.5758179E7,17,600691,20260430
600075.SH,新疆天业,6.86,6.77,0,7,1.81252232,20000104,478/870,6.75,3.6121875,20001228,6.77,7,6.75,6.86,3.644314,2.2073149E7,17,600075,20260430
600054.SH,黄山旅游,11.89,11.9,-0.16792611,12.05,1.80050474,20000124,479/870,11.66,3.31506115,20001205,11.9,12.05,11.66,11.89,3.274559,1.0514399E7,17,600054,20260430
600368.SH,五洲交通,3.89,3.9,-0.25641026,3.91,1.78787874,20001221,480/870,3.86,2.19600036,20001229,3.9,3.91,3.86,3.89,1.282051,8321977,17,600368,20260430
000679.SZ,大连友谊,7.24,7.09,1.97183099,7.3,1.77186935,20000104,481/870,7.09,5.35133858,20001205,7.09,7.3,7.09,7.24,2.957746,5528360,33,000679,20260430
000998.SZ,隆平高科,9.14,9.18,-0.76004343,9.21,1.76280138,20001211,482/870,9.11,4.70787714,20001218,9.18,9.21,9.11,9.14,1.085776,2.1886486E7,33,000998,20260430
000055.SZ,方大集团,3.65,3.64,0.27472527,3.71,1.75911041,20000128,483/870,3.63,3.06024724,20001229,3.64,3.71,3.63,3.65,2.197802,1.0949491E7,33,000055,20260430
000603.SZ,盛达资源,36.48,37.09,-2.72,37.6,1.7548605,20000124,484/870,36.17,6.5498605,20001226,37.09,37.6,36.17,36.48,3.813333,2.0411292E7,33,000603,20260430
000507.SZ,珠海港,5.19,5.18,-0.38387716,5.21,1.75108622,20000125,485/870,5.16,3.06518879,20001201,5.18,5.21,5.16,5.19,0.959692,1.160901E7,33,000507,20260430
600715.SH,文投控股,2.04,2.03,-0.48780488,2.06,1.74988145,20000125,486/870,2.02,4.42272419,20001206,2.03,2.06,2.02,2.04,1.951219,5.13512E7,17,600715,20260430
000564.SZ,供销大集,1.75,1.73,0.57471264,1.78,1.7366392,20000117,487/870,1.73,2.75028542,20001204,1.73,1.78,1.73,1.75,2.873563,2.34052813E8,33,000564,20260430
000797.SZ,中国武夷,2.9,2.79,3.94265233,2.91,1.7335113,20000104,488/870,2.78,2.58165675,20001211,2.79,2.91,2.78,2.9,4.659498,4.8324401E7,33,000797,20260430
000758.SZ,中色股份,7.01,7.02,-0.84865629,7.11,1.72812137,20000104,489/870,6.96,2.37066011,20000128,7.02,7.11,6.96,7.01,2.12164,3.2998174E7,33,000758,20260430
000078.SZ,海王生物,3.18,3.18,,3.18,1.72686544,20000117,490/870,3.18,2.30971345,20001205,3.18,3.18,3.18,3.18,,,33,000078,20260430
600008.SH,首创环保,3.06,3.06,0.32786885,3.11,1.71091716,20001215,491/870,3.05,2.14434911,20001225,3.06,3.11,3.05,3.06,1.967213,8.0859597E7,17,600008,20260430
000428.SZ,华天酒店,3.86,3.89,-0.77120823,3.93,1.71007629,20000119,492/870,3.85,2.63624043,20001201,3.89,3.93,3.85,3.86,2.056555,1.1596423E7,33,000428,20260430
000750.SZ,国海证券,3.91,3.89,1.03359173,3.94,1.70195726,20000104,493/870,3.86,2.58164168,20001201,3.89,3.94,3.86,3.91,2.067183,6.480349E7,33,000750,20260430
000897.SZ,津滨发展,2.18,2.16,1.39534884,2.19,1.70178401,20000104,494/870,2.13,2.39154482,20001229,2.16,2.19,2.13,2.18,2.790697,3.6522294E7,33,000897,20260430
600874.SH,创业环保,6.21,6.32,-1.74050633,6.32,1.69570803,20000120,495/870,6.2,7.19935766,20001212,6.32,6.32,6.2,6.21,1.898734,1.0860101E7,17,600874,20260430
000019.SZ,深粮控股,7.69,7.77,-0.77419355,7.86,1.69484646,20000104,496/870,7.59,4.30737081,20001222,7.77,7.86,7.59,7.69,3.48387,1.7758304E7,33,000019,20260430
000810.SZ,创维数字,12.69,12.68,0.07886435,12.76,1.68709809,20000118,497/870,12.58,6.76096866,20001214,12.68,12.76,12.58,12.69,1.419558,1.4244378E7,33,000810,20260430
600716.SH,凤凰股份,4.43,4.38,1.37299771,4.53,1.66553571,20000124,498/870,4.38,4.43785714,20001201,4.38,4.53,4.38,4.43,3.432494,1.18835E7,17,600716,20260430
000711.SZ,ST京蓝,4.92,4.66,2.92887029,4.96,1.66303419,20000104,499/870,4.63,3.56047009,20001206,4.66,4.96,4.63,4.92,6.903765,1.15523534E8,33,000711,20260430
600757.SH,长江传媒,8.61,8.66,-1.03448276,8.73,1.64506269,20000104,500/870,8.58,4.18866355,20001221,8.66,8.73,8.58,8.61,1.724137,9277075,17,600757,20260430
600337.SH,美克家居,2.89,2.89,,2.89,1.64008839,20001211,501/870,2.89,1.84853355,20001201,2.89,2.89,2.89,2.89,,,17,600337,20260430
000059.SZ,华锦股份,5.69,5.61,1.42602496,5.75,1.63747826,20000124,502/870,5.59,4.04327536,20001213,5.61,5.75,5.59,5.69,2.852049,3.5669E7,33,000059,20260430
000010.SZ,*ST美丽,2.89,2.89,-4.93421053,2.89,1.625,20000124,503/870,2.89,3.76,20001215,2.89,2.89,2.89,2.89,0,2173300,33,000010,20260430
600103.SH,青山纸业,4.46,4.61,-4.08602151,4.64,1.62002795,20000125,504/870,4.43,3.19511952,20001227,4.61,4.64,4.43,4.46,4.516129,2.1173467E8,17,600103,20260430
600131.SH,国网信通,17.14,17.3,-0.92485549,17.33,1.6155401,20000104,505/870,17,3.22667407,20001208,17.3,17.33,17,17.14,1.907514,1.0242514E7,17,600131,20260430
000788.SZ,北大医药,6.12,6.21,-2.08,6.25,1.6045168,20000117,506/870,6.12,4.01362501,20001205,6.21,6.25,6.12,6.12,2.08,2.5246E7,33,000788,20260430
600208.SH,衢州发展,4.55,4.21,9.90338164,4.55,1.57786448,20000124,507/870,4.21,2.66293392,20001205,4.21,4.55,4.21,4.55,8.21256,1.98625123E8,17,600208,20260430
600792.SH,云煤能源,4.51,4.49,0.22222222,4.6,1.57777074,20000104,508/870,4.48,3.68520875,20001222,4.49,4.6,4.48,4.51,2.666666,2.641464E7,17,600792,20260430
600105.SH,永鼎股份,42.41,43.84,-2.10064635,44.22,1.57570611,20000104,509/870,41.8,2.29578376,20001206,43.84,44.22,41.8,42.41,5.586334,1.20223081E8,17,600105,20260430
000831.SZ,中国稀土,54.44,54.35,0.75883768,55.2,1.56568142,20000104,510/870,53.5,2.45440022,20001228,54.35,55.2,53.5,54.44,3.1464,5.7112921E7,33,000831,20260430
600764.SH,中国海防,23.62,23.75,-1.58333333,23.8,1.5608547,20000124,511/870,23.44,4.13777778,20001204,23.75,23.8,23.44,23.62,1.5,7540700,17,600764,20260430
000532.SZ,华金资本,12.66,12.74,-0.31496063,12.8,1.55543541,20000124,512/870,12.58,8.45916062,20001206,12.74,12.8,12.58,12.66,1.732283,5715201,33,000532,20260430
000600.SZ,建投能源,9.52,9.72,-2.65848671,9.76,1.55471993,20000128,513/870,9.5,4.19475666,20001225,9.72,9.76,9.5,9.52,2.658486,5.673747E7,33,000600,20260430
000065.SZ,北方国际,12.79,12.63,1.10671937,12.82,1.55007065,20000113,514/870,12.54,2.55953667,20001226,12.63,12.82,12.54,12.79,2.213438,2.4893975E7,33,000065,20260430
600831.SH,广电网络,3.86,3.9,-0.51546392,3.95,1.53656287,20000104,515/870,3.81,3.40435319,20001204,3.9,3.95,3.81,3.86,3.608247,1.4497005E7,17,600831,20260430
000723.SZ,美锦能源,4.46,4.51,-0.66815145,4.54,1.53312757,20000104,516/870,4.45,3.08662551,20001201,4.51,4.54,4.45,4.46,2.004454,5.5323523E7,33,000723,20260430
600636.SH,*ST国化,4.51,4.51,,4.51,1.5315578,20000104,517/870,4.51,3.0530802,20001226,4.51,4.51,4.51,4.51,,,22,600636,20260430
000712.SZ,锦龙股份,10.42,10.15,2.25711482,10.5,1.53154135,20000104,518/870,10.15,2.86612782,20001206,10.15,10.5,10.15,10.42,3.434739,1.9429225E7,33,000712,20260430
000912.SZ,泸天化,4.87,5.08,-7.41444867,5.15,1.5086633,20000104,519/870,4.86,3.13539723,20001204,5.08,5.15,4.86,4.87,5.513307,1.06539946E8,33,000912,20260430
600833.SH,第一医药,12.35,11.9,4.21940928,12.65,1.50071429,20000128,520/870,11.9,2.51785714,20000110,11.9,12.65,11.9,12.35,6.329113,1.1281123E7,17,600833,20260430
600217.SH,中再资环,3.78,3.83,-1.30548303,3.84,1.49036322,20000104,521/870,3.76,3.81373279,20001214,3.83,3.84,3.76,3.78,2.088772,1.3450568E7,17,600217,20260430
600851.SH,海欣股份,8.33,8.35,-0.59665871,8.45,1.48878451,20000106,522/870,8.24,2.86294276,20001208,8.35,8.45,8.24,8.33,2.505966,8756871,17,600851,20260430
000949.SZ,新乡化纤,8.08,7.92,3.06122449,8.25,1.48048986,20000118,523/870,7.85,4.11156525,20001206,7.92,8.25,7.85,8.08,5.10204,7.2666289E7,33,000949,20260430
600783.SH,鲁信创投,21.73,20.69,4.72289157,22.2,1.45637405,20000117,524/870,20.69,2.88385496,20001205,20.69,22.2,20.69,21.73,7.277108,3.8181289E7,17,600783,20260430
000597.SZ,东北制药,4.93,4.98,-0.60483871,4.98,1.45507946,20000104,525/870,4.92,2.96865728,20001204,4.98,4.98,4.92,4.93,1.209677,1.1499786E7,33,000597,20260430
000652.SZ,泰达股份,4.29,4.32,-0.69444444,4.4,1.43106926,20000117,526/870,4.28,1.85733595,20001229,4.32,4.4,4.28,4.29,2.777777,2.1860325E7,33,000652,20260430
000589.SZ,贵州轮胎,5.03,5.11,-1.37254902,5.16,1.42771242,20000124,527/870,5,4.27147813,20001222,5.11,5.16,5,5.03,3.137254,6.3170278E7,33,000589,20260430
000545.SZ,金浦钛业,3.02,3.04,-0.330033,3.07,1.40348806,20000121,528/870,2.99,3.42327144,20001204,3.04,3.07,2.99,3.02,2.640264,4.0945273E7,33,000545,20260430
000729.SZ,燕京啤酒,13.3,13.24,0.68130204,13.44,1.40313123,20001225,529/870,13.11,2.05526126,20000127,13.24,13.44,13.11,13.3,2.498107,3.360725E7,33,000729,20260430
000868.SZ,安凯客车,4.46,4.46,-0.66815145,4.52,1.39561956,20000128,530/870,4.46,2.57803714,20001205,4.46,4.52,4.46,4.46,1.336302,6827800,33,000868,20260430
600221.SH,海航控股,1.51,1.5,4.86111111,1.57,1.38830237,20000125,531/870,1.5,3.04007068,20001205,1.5,1.57,1.5,1.51,4.861111,1.13523726E9,17,600221,20260430
000558.SZ,天府文旅,4.25,4.17,1.91846523,4.29,1.37589107,20000126,532/870,4.15,3.88133769,20001201,4.17,4.29,4.15,4.25,3.357314,3.861395E7,33,000558,20260430
000592.SZ,平潭发展,10.76,10.75,1.12781955,10.85,1.36686391,20000125,533/870,10.62,3.23964497,20001204,10.75,10.85,10.62,10.76,2.161654,1.18873405E8,33,000592,20260430
000959.SZ,首钢股份,4.56,4.69,-2.77185501,4.69,1.35987419,20000117,534/870,4.52,6.75503548,20001229,4.69,4.69,4.52,4.56,3.624733,3.8873706E7,33,000959,20260430
000715.SZ,中兴商业,5.99,6.17,-4.00641026,6.29,1.35282921,20000104,535/870,5.97,2.96576692,20001204,6.17,6.29,5.97,5.99,5.128205,4.2819998E7,33,000715,20260430
600815.SH,厦工股份,4.41,4.48,-0.45146727,4.49,1.34129831,20000128,536/870,4.3,2.99866029,20001229,4.48,4.49,4.3,4.41,4.288939,8.1064409E7,17,600815,20260430
000818.SZ,航锦科技,15.32,16,-0.64850843,16.41,1.33873529,20000128,537/870,15.3,3.19535294,20001226,16,16.41,15.3,15.32,7.198443,7.5469595E7,33,000818,20260430
000768.SZ,中航西飞,23.5,23.45,0,23.71,1.31886364,20001225,538/870,23.42,2.26431818,20000128,23.45,23.71,23.42,23.5,1.234042,2.142851E7,33,000768,20260430
600869.SH,远东股份,16.99,17.71,-2.35632184,17.75,1.30825,20000117,539/870,16.99,2.94991667,20001226,17.71,17.75,16.99,16.99,4.367816,7.544714E7,17,600869,20260430
000563.SZ,陕国投A,3.26,3.26,-0.3058104,3.3,1.30541446,20000118,540/870,3.25,1.76532492,20001206,3.26,3.3,3.25,3.26,1.529051,4.2041302E7,33,000563,20260430
000554.SZ,泰山石油,8.19,8.25,1.23609394,8.31,1.30234146,20000117,541/870,8.12,8.61941463,20001214,8.25,8.31,8.12,8.19,2.348578,3.0784723E7,33,000554,20260430
000411.SZ,英特集团,10.6,10.56,-0.18832392,10.66,1.29833556,20000124,542/870,10.56,4.77417468,20001206,10.56,10.66,10.56,10.6,0.941619,2459602,33,000411,20260430
600895.SH,张江高科,36.62,35.13,4.41973196,37.04,1.29255357,20000104,543/870,35.12,2.51033107,20001221,35.13,37.04,35.12,36.62,5.474764,4.0232088E7,17,600895,20260430
600057.SH,厦门象屿,7.23,7.6,-0.82304527,7.6,1.29118452,20001229,544/870,7.02,3.41997998,20000111,7.6,7.6,7.02,7.23,7.956104,5.766798E7,17,600057,20260430
600785.SH,新华百货,17.36,17.69,-1.86546071,17.9,1.28743895,20000104,545/870,17.25,4.96570513,20001226,17.69,17.9,17.25,17.36,3.674392,7381003,17,600785,20260430
000677.SZ,恒天海龙,3.82,3.82,,3.82,1.2858871,20000124,546/870,3.82,2.16252926,20001228,3.82,3.82,3.82,3.82,,,33,000677,20260430
600626.SH,申达股份,3.92,3.95,-0.25445293,3.96,1.28132452,20000104,547/870,3.84,2.50635205,20001208,3.95,3.96,3.84,3.92,3.053435,1.4872623E7,17,600626,20260430
600868.SH,梅雁吉祥,3.41,3.39,1.18694362,3.43,1.27248648,20000104,548/870,3.37,1.7418118,20001205,3.39,3.43,3.37,3.41,1.780415,4.8746007E7,17,600868,20260430
000426.SZ,兴业银锡,42.38,44,-2.21504384,44.5,1.26816772,20000124,549/870,42.02,2.16627877,20001228,44,44.5,42.02,42.38,5.722196,6.6151563E7,33,000426,20260430
600826.SH,兰生股份,9.57,9.93,-3.722334,9.97,1.24904762,20000104,550/870,9.57,3.17761905,20001227,9.93,9.97,9.57,9.57,4.024144,1.6960281E7,17,600826,20260430
600879.SH,航天电子,23.97,23.07,3.90117035,24.08,1.24837701,20000106,551/870,22.91,1.9888636,20001201,23.07,24.08,22.91,23.97,5.071521,1.60386206E8,17,600879,20260430
000560.SZ,我爱我家,2.97,2.94,1.02040816,2.98,1.24057287,20000114,552/870,2.92,2.77027229,20001204,2.94,2.98,2.92,2.97,2.040816,8.8994986E7,33,000560,20260430
600866.SH,星湖科技,5.82,5.89,-7.32484076,5.94,1.23299474,20000104,553/870,5.78,4.7832906,20001229,5.89,5.94,5.78,5.82,2.54777,6.958329E7,17,600866,20260430
000852.SZ,石化机械,7.27,7.22,0.83217753,7.32,1.22341245,20000117,554/870,7.2,2.84445868,20001225,7.22,7.32,7.2,7.27,1.664355,1.2757372E7,33,000852,20260430
600676.SH,交运股份,8.18,8.13,0,8.39,1.21835129,20000124,555/870,8.05,2.32326892,20001229,8.13,8.39,8.05,8.18,4.156479,1.589458E7,17,600676,20260430
600307.SH,酒钢宏兴,1.77,1.79,-1.11731844,1.79,1.21709596,20001225,556/870,1.76,1.4980303,20001220,1.79,1.79,1.76,1.77,1.675977,5.64131E7,17,600307,20260430
600108.SH,亚盛集团,4.34,4.29,0.93023256,4.38,1.2020456,20000104,557/870,4.27,2.4040297,20001205,4.29,4.38,4.27,4.34,2.558139,6.1096265E7,17,600108,20260430
600732.SH,爱旭股份,15.38,14.6,4.48369565,15.55,1.19597406,20000104,558/870,14.57,5.80333083,20001227,14.6,15.55,14.57,15.38,6.657608,6.0949472E7,17,600732,20260430
600787.SH,中储股份,5.27,5.32,-1.4953271,5.34,1.19535929,20000106,559/870,5.25,1.66879805,20000125,5.32,5.34,5.25,5.27,1.682242,2.5216008E7,17,600787,20260430
600682.SH,南京新百,6.77,6.71,-1.02339181,6.84,1.188697,20000104,560/870,6.7,1.85413602,20001205,6.71,6.84,6.7,6.77,2.046783,1.4357179E7,17,600682,20260430
000601.SZ,韶能股份,6.57,6.79,-2.23214286,6.8,1.18324519,20000104,561/870,6.53,3.22302843,20001226,6.79,6.8,6.53,6.57,4.017857,7.6783621E7,33,000601,20260430
600366.SH,宁波韵升,13.27,13.31,-0.97014925,13.35,1.17436588,20001212,562/870,13.15,1.44000717,20001229,13.31,13.35,13.15,13.27,1.492537,2.7573188E7,17,600366,20260430
000932.SZ,华菱钢铁,4.64,4.8,-5.88235294,4.8,1.16571429,20000117,563/870,4.57,3.30857143,20001204,4.8,4.8,4.57,4.64,4.665314,1.57750714E8,33,000932,20260430
600610.SH,中毅达,9.29,9.28,0.10775862,9.38,1.16538462,20000125,564/870,9.17,2.88461538,20001226,9.28,9.38,9.17,9.29,2.262931,1.73554E7,17,600610,20260430
000530.SZ,冰山冷热,5.91,5.9,0.33955857,5.94,1.1610689,20000104,565/870,5.85,2.91564766,20001228,5.9,5.94,5.85,5.91,1.528013,1.0721075E7,33,000530,20260430
600611.SH,大众交通,4.53,4.64,-3.41151386,4.65,1.15232816,20000126,566/870,4.51,2.01336014,20001226,4.64,4.65,4.51,4.53,2.985074,3.2547665E7,17,600611,20260430
600760.SH,中航沈飞,46.97,47.1,-0.44510386,47.47,1.15136578,20000124,567/870,46.8,2.39940345,20001221,47.1,47.47,46.8,46.97,1.420093,1.623275E7,17,600760,20260430
600685.SH,中船防务,32.15,32.99,-0.64894932,33.53,1.14856875,20000104,568/870,32,3.08678801,20001227,32.99,33.53,32,32.15,4.728059,3.1265177E7,17,600685,20260430
600697.SH,欧亚集团,12.55,12.36,2.19869707,12.57,1.14159763,20000114,569/870,12.3,2.94633136,20001225,12.36,12.57,12.3,12.55,2.198697,5287700,17,600697,20260430
600110.SH,诺德股份,10.75,10.9,-2.18380346,11.34,1.12075318,20000119,570/870,10.71,2.31676071,20001226,10.9,11.34,10.71,10.75,5.732484,1.70797399E8,17,600110,20260430
600748.SH,上实发展,5.3,5.48,-3.10786106,5.5,1.11102531,20000104,571/870,5.16,2.93906202,20001205,5.48,5.5,5.16,5.3,6.215722,2.77301E7,17,600748,20260430
600098.SH,广州发展,7.11,7.24,-1.79558011,7.24,1.10887019,20000104,572/870,7.09,4.2915625,20001229,7.24,7.24,7.09,7.11,2.071823,3.0156925E7,17,600098,20260430
000061.SZ,农产品,7.38,7.42,-0.93959732,7.49,1.10324358,20000104,573/870,7.36,1.93513379,20001205,7.42,7.49,7.36,7.38,1.744966,1.2169084E7,33,000061,20260430
000883.SZ,湖北能源,4.86,4.85,-0.20533881,4.89,1.10078772,20000124,574/870,4.82,2.59729759,20001225,4.85,4.89,4.82,4.86,1.437371,3.9574021E7,33,000883,20260430
600666.SH,奥瑞德,5.24,5.58,-5.58558559,5.63,1.0986015,20000124,575/870,5.2,2.14130124,20001229,5.58,5.63,5.2,5.24,7.747747,3.0743448E8,17,600666,20260430
600853.SH,龙建股份,3.96,3.96,-0.25188917,4,1.0868109,20000128,576/870,3.94,3.32639423,20001205,3.96,4,3.94,3.96,1.511335,8580490,17,600853,20260430
600280.SH,中央商场,3.18,3.11,2.25080386,3.2,1.08680962,20001201,577/870,3.09,1.37876464,20001221,3.11,3.2,3.09,3.18,3.536977,3.23904E7,17,600280,20260430
000686.SZ,东北证券,8.67,8.59,0.5800464,8.8,1.06218803,20000104,578/870,8.58,1.71808829,20001225,8.59,8.8,8.58,8.67,2.552204,3.1489004E7,33,000686,20260430
600789.SH,鲁抗医药,8.14,8.16,-0.24509804,8.19,1.05878653,20000104,579/870,8.12,2.32043146,20001211,8.16,8.19,8.12,8.14,0.857843,7347093,17,600789,20260430
600667.SH,太极实业,9.59,9.69,-0.41536864,9.79,1.05245,20000124,580/870,9.51,2.20937308,20001204,9.69,9.79,9.51,9.59,2.90758,8.2437669E7,17,600667,20260430
600711.SH,盛屯矿业,13.76,13.8,-1.22038765,13.97,1.04037882,20000117,581/870,13.58,2.63202175,20001205,13.8,13.97,13.58,13.76,2.799712,6.7775692E7,17,600711,20260430
