股票代码,股票简称,最新价,所属概念,股票市场类型,涨跌幅:前复权[20260430],区间涨跌幅:前复权[20260424-20260430],所属概念数量,a股市值(不含限售股)[20260430],开盘价:前复权[20260430],最高价:前复权[20260430],最低价:前复权[20260430],收盘价:前复权[20260430],振幅[20260430],成交量[20260430],market_code,code
688367.SH,工大高科,40.6,专精特新;无人驾驶;华为概念;工业互联网;DeepSeek概念;融资融券,上证AB股;上证A股;上证上市公司;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;科创板,0.4950495,-1.4563106796116538,6,3557558760.0,40.66,41.2,39.73,40.6,3.638613,2367017,17,688367
688528.SH,秦川物联,12.35,专精特新;物联网;智慧城市;长安汽车概念;传感器;汽车电子;低空经济;西部大开发;股权转让(并购重组);融资融券,上证AB股;上证A股;上证上市公司;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;科创板,3.86879731,11.161116111611163,10,2074800000.0,11.89,12.49,11.89,12.35,5.046257,2506287,17,688528
301303.SZ,真兰仪表,15.43,专精特新;物联网;天然气;深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板(注册制);沪深AB股;沪深A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司,0.39037085,-3.4418022528160246,5,1576946000.0,15.28,15.56,15.28,15.43,1.82173,2544349,33,301303
603062.SH,麦加芯彩,53.75,专精特新;碳中和;储能;光伏概念;风电;海工装备;高股息精选;沪股通;融资融券,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通;沪股通(可融资融券),-1.01289134,4.368932038834951,9,1992679125.0,53.85,54.9,52.92,53.75,3.646408,1185029,17,603062
688069.SH,德林海,39.0,专精特新;数字孪生;人工智能;光伏概念;储能;水利;氢能源;碳中和;碳交易;融资融券,上证AB股;上证A股;上证上市公司;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;科创板,7.5862069,7.438016528925628,10,4407000000.0,35,39.4,35,39.0,12.137931,3638080,17,688069
300669.SZ,沪宁股份,32.28,专精特新;深股通,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;沪深AB股;沪深A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司,0.56074766,-3.7567084078711925,2,5891097966.36,32.3,32.8,31.8,32.28,3.115264,912799,33,300669
301595.SZ,太力科技,44.62,专精特新;商业航天;智能家居;露营经济;注册制次新股;跨境电商;新股与次新股;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板(注册制);沪深AB股;沪深A股;深证AB股;深证A股;深证上市公司,1.20208664,-1.7180616740088133,8,1087077060.0,44.84,44.99,44.14,44.62,1.927874,1285400,33,301595
920720.BJ,吉冈精密,12.03,专精特新;融资融券;特斯拉概念;比亚迪概念;新能源汽车;小米概念;富士康概念;家用电器;宁德时代概念;华为汽车;减速器;5G,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;北证A股;北证上市公司,-0.41390728,-2.512155591572127,12,890426591.19,11.91,12.15,11.91,12.03,1.986754,1121986,151,920720
920396.BJ,常辅股份,28.85,专精特新;融资融券;核电;可控核聚变,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;北证A股;北证上市公司,1.4773127,-3.0903594222371455,4,1480257524.05,28.38,28.97,28.28,28.85,2.427013,980249,151,920396
301585.SZ,蓝宇股份,30.46,专精特新;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板(注册制);沪深AB股;沪深A股;深证AB股;深证A股;深证上市公司,-1.39203626,6.952247191011238,2,2074598038.26,30.75,31,30.28,30.46,2.330851,1141404,33,301585
301125.SZ,腾亚精工,23.18,专精特新;人民币贬值受益;中俄贸易概念;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板(注册制);沪深AB股;沪深A股;深证AB股;深证A股;深证上市公司,0.56399132,-4.4911413267408316,4,2912831715.6,23.1,23.42,23.02,23.18,1.735357,2142040,33,301125
300743.SZ,天地数码,19.65,专精特新;人民币贬值受益;回购增持再贷款概念,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;沪深AB股;沪深A股;深证AB股;深证A股;深证上市公司,0.66598361,4.133545310015886,3,2503624106.4,19.55,20.43,19.51,19.65,4.713114,2925953,33,300743
603339.SH,四方科技,13.67,专精特新;人民币贬值受益;海工装备;冷链物流;数据中心;液冷服务器;装配式建筑;预制菜,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股,0.58866814,-1.2283236994219648,8,4230060862.25,13.5,13.71,13.43,13.67,2.060338,2174806,17,603339
300306.SZ,远方信息,12.65,专精特新;人脸识别;机器人概念;汽车电子;华为概念;人工智能;OLED;军工;充电桩;基因测序;眼科医疗,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;沪深AB股;沪深A股;深证AB股;深证A股;深证上市公司,1.2,4.631927212572378,11,1993671498.5,12.57,12.68,12.48,12.65,1.6,2401400,33,300306
300800.SZ,力合科技,12.81,专精特新;PM2.5;人工智能;工业互联网;水利;污水处理;数字孪生;华为概念;数字乡村;雄安新区;乡村振兴;AI智能体;AI应用;国产操作系统;一带一路;碳中和,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;沪深AB股;沪深A股;深证AB股;深证A股;深证上市公司,1.50554675,5.780346820809258,16,3001466265.0,12.66,12.95,12.58,12.81,2.931854,5335100,33,300800
688659.SH,元琛科技,11.53,专精特新;PET铜箔;人工智能;碳中和;AI应用;氢能源;融资融券,上证AB股;上证A股;上证上市公司;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;科创板,2.48888889,18.621399176954718,7,1844800000.0,11.11,11.74,11.11,11.53,5.6,6591945,17,688659
688184.SH,ST帕瓦,13.02,专精特新;锂电池概念;固态电池;宁德时代概念;钠离子电池;ST板块,ST;上证AB股;上证A股;上证上市公司;全部AB股;全部A股;全部A股(非金融);全部上市公司;沪深AB股;沪深A股;科创板;风险警示板,-1.43830431,27.897838899803535,6,1308347432.28,12.98,13.55,12.73,13.02,6.207418,5512170,22,688184
301448.SZ,开创电气,39.35,专精特新;跨境电商;人民币贬值受益;锂电池概念;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板(注册制);沪深AB股;沪深A股;深证AB股;深证A股;深证上市公司,1.73216132,1.5483870967741973,5,1899916375.0,38.76,39.54,38.44,39.35,2.843846,747570,33,301448
300717.SZ,华信新材,22.08,专精特新;可降解塑料;ETC;回购增持再贷款概念;参股银行;电子身份证;煤化工概念,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;沪深AB股;沪深A股;深证AB股;深证A股;深证上市公司,1.89201661,7.445255474452543,7,2248923072.0,21.69,22.1,21.69,22.08,1.892016,2141000,33,300717
300845.SZ,捷安高科,13.73,专精特新;军工;虚拟现实;军民融合;军工信息化;车联网(车路协同);高铁;机器视觉;职业教育;大飞机;航空发动机;人工智能;数字孪生;元宇宙;一带一路,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;沪深AB股;沪深A股;深证AB股;深证A股;深证上市公司,0.65982405,0.9558823529411823,15,1974125445.81,13.6,13.82,13.27,13.73,4.032258,8109222,33,300845
920009.BJ,丹娜生物,62.98,专精特新;基因测序;猴痘概念;流感;宠物经济;人工智能;新股与次新股;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;北证A股;北证上市公司,-1.59375,-5.264741275571611,8,453456000.0,63.55,63.69,62.33,62.98,2.125,225865,151,920009
688455.SH,科捷智能,21.0,专精特新;机器人概念;智能物流;跨境电商;储能;锂电池概念;融资融券,上证AB股;上证A股;上证上市公司;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;科创板,1.10736639,-9.090909090909097,7,3528643986.0,20.78,21.12,20.51,21.0,2.936928,4244544,17,688455
688057.SH,金达莱,12.47,专精特新;机器人概念;污水处理;融资融券,上证AB股;上证A股;上证上市公司;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;科创板,1.13544201,1.5472312703583169,4,3441720000.0,12.25,12.57,12.2,12.47,3.000811,1759320,17,688057
301616.SZ,浙江华业,45.09,专精特新;机器人概念;高端装备;2025年报预增;参股银行;可降解塑料;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板(注册制);沪深AB股;沪深A股;深证AB股;深证A股;深证上市公司,-1.44262295,-7.374691865242392,7,1280636756.19,45.6,45.82,44.79,45.09,2.251366,665178,33,301616
603028.SH,赛福天,8.68,专精特新;机器人概念;创投;人形机器人;光伏概念;光伏建筑一体化;AI应用;TOPCON电池;海工装备;国企改革;细胞免疫治疗;特钢概念;风电,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股,1.04772992,7.826086956521726,13,2466769200.0,8.59,8.71,8.51,8.68,2.328288,6671150,17,603028
920011.BJ,晨光电机,24.89,专精特新;家用电器;机器人概念;小米概念;一带一路;智能家居;参股银行;新股与次新股;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;北证A股;北证上市公司,1.17886179,-2.7734375000000036,9,462954024.89,24.5,25.46,24.5,24.89,3.902439,2510629,151,920011
301359.SZ,东南电子,23.39,专精特新;家用电器;比亚迪概念;汽车电子;中俄贸易概念;共同富裕示范区;新能源汽车;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板(注册制);沪深AB股;沪深A股;深证AB股;深证A股;深证上市公司,3.13051146,8.337193144974528,8,1664128984.92,22.6,23.81,22.6,23.39,5.335097,3076100,33,301359
301010.SZ,晶雪节能,22.12,专精特新;建筑节能;特斯拉概念;冰雪产业;数据中心;冷链物流;碳中和;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板(注册制);沪深AB股;沪深A股;深证AB股;深证A股;深证上市公司,1.14311843,8.644400785854625,8,2388960000.0,21.98,22.39,21.95,22.12,2.011888,1788700,33,301010
688625.SH,呈和科技,73.0,专精特新;沪股通;融资融券,上证AB股;上证A股;上证上市公司;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深股通;沪股通;沪股通(可融资融券);科创板,1.10803324,3.1073446327683656,3,13747429423.0,71.39,76.66,71.01,73.0,7.825484,4131762,17,688625
688046.SH,药康生物,20.6,专精特新;回购增持再贷款概念;DeepSeek概念;沪股通;融资融券,上证AB股;上证A股;上证上市公司;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深股通;沪股通;沪股通(可融资融券);科创板,-0.29041626,5.370843989769824,5,8446000000.0,20.83,20.83,20.07,20.6,3.678606,7258411,17,688046
301197.SZ,工大科雅,30.35,专精特新;华为概念;人工智能;智慧城市;新型城镇化;建筑节能;回购增持再贷款概念;信创;数据要素;雄安新区;华为鲲鹏;蚂蚁集团概念;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板(注册制);沪深AB股;沪深A股;深证AB股;深证A股;深证上市公司,0.29742234,7.243816254416964,13,3300539737.5,30.2,30.98,29.35,30.35,5.386649,5539936,33,301197
301127.SZ,武汉天源,13.72,专精特新;华为概念;东数西算(算力);充电桩;高端装备;储能;风电;污水处理;新型城镇化;净水概念;回购增持再贷款概念;固废处理;生物质能发电;PPP概念;地下管网;绿色电力;氢能源;深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板(注册制);沪深AB股;沪深A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司,-1.64874552,-9.796186719263643,19,8976180661.56,13.95,14.07,13.6,13.72,3.369175,1.1680086E7,33,301127
688357.SH,建龙微纳,36.56,专精特新;核污染防治;污水处理;一带一路;净水概念;氢能源;股权转让(并购重组);融资融券,上证AB股;上证A股;上证上市公司;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;科创板,-3.48468849,-1.2692411558196026,8,3658189030.0,36.42,37.88,34.58,36.56,8.711721,4097206,17,688357
001279.SZ,强邦新材,30.46,专精特新;固态电池;深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,0.82754055,-2.8079132099553252,4,1218400000.0,30.21,30.7,30.21,30.46,1.621979,615890,33,001279
301209.SZ,联合化学,88.57,专精特新;光刻机;光刻胶;染料;深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板(注册制);沪深AB股;沪深A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司,0.07909605,-6.561873615360284,6,8474643310.0,88.3,88.57,85.17,88.57,3.841807,1150308,33,301209
603120.SH,肯特催化,39.12,专精特新;光刻胶;芯片概念;环氧丙烷;融资融券,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股,0.53970702,4.2643923240938015,5,1482648000.0,38.88,39.52,38.85,39.12,1.721922,1045500,17,603120
603330.SH,天洋新材,7.4,专精特新;光伏概念;POE胶膜;比亚迪概念;消费电子概念;华为概念;股权转让(并购重组);融资融券,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股,0,2.2099447513812174,8,3201785002.6,7.4,7.52,7.32,7.4,2.702702,7193920,17,603330
603391.SH,力聚热能,60.59,专精特新;工业互联网;融资融券,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股,-4.2055336,-4.023443687628701,3,1378422500.0,59,62.99,59,60.59,6.3083,1760534,17,603391
301081.SZ,严牌股份,15.89,专精特新;共同富裕示范区;回购增持再贷款概念;污水处理;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板(注册制);沪深AB股;沪深A股;深证AB股;深证A股;深证上市公司,-2.21538462,3.0479896238651145,5,3472237100.36,16.23,16.36,15.84,15.89,3.2,5006084,33,301081
920160.BJ,北矿检测,23.99,专精特新;高端装备;新股与次新股;融资融券;国企改革;央企国企改革,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;北证A股;北证上市公司,3.1827957,4.440574662603394,6,611457120.0,23.45,24.35,23.36,23.99,4.258064,1772758,151,920160
001395.SZ,亚联机械,40.1,专精特新;高端装备;碳纤维;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;深证AB股;深证A股;深证上市公司;深证主板A股,0.60210738,1.9837232960325561,4,1880289000.0,39.95,40.26,39.63,40.1,1.580531,562100,33,001395
300897.SZ,山科智能,26.54,专精特新;传感器;净水概念;污水处理;工业互联网;物联网;华为概念;地下管网;水利;智慧城市;DeepSeek概念;数据要素;股权转让(并购重组);融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板(注册制);沪深AB股;沪深A股;深证AB股;深证A股;深证上市公司,2.1948402,0.11316484345529076,14,2326374581.4,25.87,26.77,25.8,26.54,3.735078,1464467,33,300897
301057.SZ,汇隆新材,32.34,专精特新;宠物经济;跨境电商;一带一路;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板(注册制);沪深AB股;沪深A股;深证AB股;深证A股;深证上市公司,-0.52291603,-3.749999999999994,5,2620099093.92,32.52,32.89,31.61,32.34,3.93725,2548144,33,301057
603089.SH,正裕工业,11.59,专精特新;比亚迪概念;新能源汽车;机器人概念;人民币贬值受益,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股,-0.25817556,-2.6050420168067268,5,2781985576.12,11.66,11.75,11.54,11.59,1.807228,2943253,17,603089
688215.SH,瑞晟智能,74.8,专精特新;2025年报预增;机器人概念;智能物流;人工智能;数字孪生;东数西算(算力);阿里巴巴概念;融资融券,上证AB股;上证A股;上证上市公司;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;科创板,0.53763441,-4.774029280712922,9,4669260521.2,74.34,74.97,72.5,74.8,3.319892,1093852,17,688215
688690.SH,纳微科技,32.62,专精特新;2025年报预增;减肥药;食品安全;2026一季报预增;融资融券;沪股通,上证AB股;上证A股;上证上市公司;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深股通;沪股通;沪股通(可融资融券);科创板,-0.79075426,-2.1008403361344623,7,13172437634.3,32.94,33.48,32.1,32.62,4.19708,1.2439312E7,17,688690
688309.SH,恒誉环保,70.49,专精特新;2025年报预增;高端装备;医疗废物处理;固废处理;人民币贬值受益;碳中和;融资融券,上证AB股;上证A股;上证上市公司;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;科创板,4.25972489,7.225433526011561,8,5596995451.81,68.21,70.98,67.61,70.49,4.984469,2072126,17,688309
001226.SZ,拓山重工,47.84,专精特新,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;深证AB股;深证A股;深证上市公司;深证主板A股,1.48493848,7.1924714317723515,1,1623038976.0,47.18,48.08,47.08,47.84,2.12134,1390100,33,001226
603725.SH,天安新材,9.81,装配式建筑;长安汽车概念;比亚迪概念;新能源汽车;创投;专精特新;机器人概念,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股,0,1.4477766287487133,7,2812111840.8,9.81,9.9,9.66,9.81,2.446483,4140020,17,603725
002811.SZ,郑中设计,13.88,装配式建筑;一带一路;IP经济(谷子经济);芯片概念;人工智能;数字经济;DeepSeek概念;AIGC概念;云计算,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;深证AB股;深证A股;深证上市公司;深证主板A股,1.98383542,5.631659056316591,9,3922306977.04,13.66,13.9,13.54,13.88,2.645113,5619000,33,002811
000786.SZ,北新建材,25.94,装配式建筑;央企国企改革;雅下水电概念;国企改革;建筑节能;雄安新区;光伏建筑一体化;深股通;融资融券;DeepSeek概念,中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深300;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证100R;深证AB股;深证A股;深证上市公司;深证主板A股,-0.87886893,4.260450160771714,10,43825833421.48,26.17,26.44,25.76,25.94,2.598395,1.707127E7,33,000786
603385.SH,惠达卫浴,6.76,装配式建筑;雄安新区;智能家居,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股,0.5952381,5.790297339593116,3,2573295183.68,6.69,6.87,6.65,6.76,3.273809,5918640,17,603385
603273.SH,天元智能,17.91,装配式建筑;新型工业化;机器人概念;水泥概念;氢能源;融资融券,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股,1.76136364,3.2276657060518654,6,1004005944.0,17.65,17.94,17.58,17.91,2.045454,1686600,17,603273
002593.SZ,日上集团,5.38,装配式建筑;新型城镇化;中俄贸易概念;海峡两岸;福建自贸区;一带一路;机器人概念;比亚迪概念;2025年报预增,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;深证AB股;深证A股;深证上市公司;深证主板A股,0.9380863,5.905511811023619,9,3015513290.02,5.31,5.43,5.31,5.38,2.251407,1.34443E7,33,002593
002949.SZ,华阳国际,14.39,装配式建筑;新型城镇化;粤港澳大湾区;数字经济;一带一路;人工智能;文化传媒概念;低空经济;百度概念,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;深证AB股;深证A股;深证上市公司;深证主板A股,0,1.9121813031161572,9,2185636129.57,14.4,14.56,14.22,14.39,2.362751,3509800,33,002949
300823.SZ,建科智能,18.81,装配式建筑;新型城镇化;雄安新区;中俄贸易概念;水利;新型工业化;专精特新;高铁;一带一路;机器人概念;高端装备;核电,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;沪深AB股;沪深A股;深证AB股;深证A股;深证上市公司,0.37353255,16.18282890673253,12,1594889103.06,18.61,18.85,18.22,18.81,3.361792,9601035,33,300823
002743.SZ,富煌钢构,5.13,装配式建筑;新型城镇化;雄安新区;PPP概念;可控核聚变,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;深证AB股;深证A股;深证上市公司;深证主板A股,-3.57142857,0.39138943248531455,5,2229349117.14,5.29,5.33,5.09,5.13,4.511278,1.8917702E7,33,002743
002116.SZ,中国海诚,9.73,装配式建筑;新型城镇化;土壤修复;特色小镇;乡村振兴;雄安新区;污水处理;固废处理;垃圾分类;参股券商;建筑节能;国企改革;啤酒概念;一带一路;央企国企改革;智能物流;光伏建筑一体化;人工智能;DeepSeek概念;数据要素;机器人概念;动力电池回收;固态电池;深股通;中字头股票,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,-0.51124744,-5.073170731707314,25,4475866514.28,9.77,9.81,9.69,9.73,1.226993,4520560,33,002116
000926.SZ,福星股份,2.13,装配式建筑;新型城镇化;碳交易;碳中和;文化传媒概念;华为概念;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;深证AB股;深证A股;深证上市公司;深证主板A股,2.89855072,9.230769230769226,7,3350935478.85,2.08,2.14,2.05,2.13,4.347826,4.4464887E7,33,000926
300564.SZ,筑博设计,15.89,装配式建筑;新型城镇化;水利;粤港澳大湾区;光伏建筑一体化;西部大开发,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;沪深AB股;沪深A股;深证AB股;深证A股;深证上市公司,-0.43859649,5.862758161225854,6,1798616907.5,16,16.1,15.71,15.89,2.443609,3460168,33,300564
002135.SZ,东南网架,8.51,装配式建筑;新型城镇化;PPP概念;雄安新区;体育产业;养老概念;一带一路;光伏建筑一体化;乡村振兴;储能;绿色电力;光伏概念;可控核聚变;低空经济;深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,8.1321474,15.78231292517007,16,8883341205.82,7.87,8.6,7.8,8.51,10.165184,6.3117111E7,33,002135
300621.SZ,维业股份,9.09,装配式建筑;新型城镇化;建筑节能;雄安新区;粤港澳大湾区;横琴新区;光伏建筑一体化;华为概念;国企改革;风电,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;沪深AB股;沪深A股;深证AB股;深证A股;深证上市公司,1.33779264,8.085612366230674,10,1840988728.17,9.02,9.3,8.97,9.09,3.678929,6057350,33,300621
603137.SH,恒尚节能,13.84,装配式建筑;新型城镇化;建筑节能;光伏建筑一体化;融资融券,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股,-0.28818444,5.89135424636572,5,2531797342.56,13.89,14,13.76,13.84,1.729106,2126235,17,603137
002375.SZ,亚厦股份,4.18,装配式建筑;新型城镇化;建筑节能;光伏建筑一体化;高铁;智能家居;智慧城市;人工智能;工业互联网;3D打印;百度概念;华为概念;腾讯概念;虚拟现实;安防;深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,0.48076923,-1.4150943396226532,17,5563565206.98,4.15,4.21,4.08,4.18,3.125,1.7656855E7,33,002375
603183.SH,建研院,4.9,装配式建筑;新型城镇化;建筑节能;房屋检测;职业教育;碳中和;智慧城市;机器人概念;数据中心,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股,1.65975104,3.8135593220339112,9,2436050929.9,4.8,4.94,4.8,4.9,2.904564,1.602351E7,17,603183
300675.SZ,建科院,16.48,装配式建筑;新型城镇化;房屋检测;建筑节能;雄安新区;乡村振兴;职业教育;水利;粤港澳大湾区;深圳国企改革;智慧城市;碳中和;光伏建筑一体化;一带一路;数据要素;区块链;国企改革;数据中心;智能电网;虚拟电厂,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;沪深AB股;沪深A股;深证AB股;深证A股;深证上市公司,1.35301353,7.501630789302024,20,2417067216.0,16.26,16.58,16.13,16.48,2.767527,3019800,33,300675
300517.SZ,海波重科,12.48,装配式建筑;PPP概念;一带一路;5G,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;沪深AB股;沪深A股;深证AB股;深证A股;深证上市公司,0.88924818,6.303236797274278,4,1575526704.96,12.3,12.62,12.29,12.48,2.667744,4194160,33,300517
002761.SZ,浙江建投,8.37,装配式建筑;PPP概念;新型城镇化;国企改革;固废处理;雅下水电概念;建筑节能;乡村振兴;污水处理;土壤修复;水利;共同富裕示范区;一带一路;智慧城市;DeepSeek概念;深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,0.35971223,3.4610630407910925,17,9054573218.55,8.31,8.44,8.28,8.37,1.918465,1.2276142E7,33,002761
600491.SH,龙元建设,1.99,装配式建筑;PPP概念;光伏建筑一体化;房屋检测;新型城镇化;水利;长三角一体化;沪股通;融资融券,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通;沪股通(可融资融券),,-0.9950248756218805,9,3044218330.45,1.99,1.99,1.99,1.99,,,17,600491
