股票代码,股票简称,最新价,所属概念,股票市场类型,涨跌幅:前复权[20260430],区间涨跌幅:前复权[20260424-20260430],所属概念数量,a股市值(不含限售股)[20260430],开盘价:前复权[20260430],最高价:前复权[20260430],最低价:前复权[20260430],收盘价:前复权[20260430],振幅[20260430],成交量[20260430],market_code,code
003013.SZ,地铁设计,13.75,装配式建筑;PPP概念;地下管网;新型城镇化;雄安新区;乡村振兴;国企改革;水利;一带一路;粤港澳大湾区;智慧城市;数字经济;人工智能;物联网;数字孪生;腾讯概念;时空大数据;低空经济;无人机;数据中心;深股通,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,0.14566642,2.4590163934426235,21,5499272460.0,13.67,13.78,13.67,13.75,0.801165,1705000,33,003013
600846.SH,同济科技,12.76,装配式建筑;垃圾分类;房屋检测;污水处理;建筑节能;PPP概念;雄安新区;国企改革;沪股通;融资融券,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通;沪股通(可融资融券),-2.29709035,2.903225806451608,10,7971956944.16,12.93,13,12.57,12.76,3.292496,6438302,17,600846
301429.SZ,森泰股份,21.43,装配式建筑;跨境电商;人民币贬值受益;碳中和;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板(注册制);沪深AB股;沪深A股;深证AB股;深证A股;深证上市公司,1.51586926,10.29336078229542,5,943370265.73,21.03,21.56,21.02,21.43,2.558029,1434200,33,301429
002084.SZ,海鸥住工,3.86,装配式建筑;空气能热泵;智能物流;人民币贬值受益;回购增持再贷款概念;一带一路;智能家居;海峡两岸;物联网;3D打印,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;深证AB股;深证A股;深证上市公司;深证主板A股,0,4.891304347826079,10,2487929309.92,3.89,3.92,3.83,3.86,2.331606,1.1995289E7,33,002084
301024.SZ,霍普股份,41.25,装配式建筑;建筑节能;新型城镇化;职业教育;上海自贸区;光伏建筑一体化;区块链;风电;储能;光伏概念;数据中心;蚂蚁集团概念;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板(注册制);沪深AB股;沪深A股;深证AB股;深证A股;深证上市公司,2.408143,2.484472049689441,13,2539350000.0,41.3,41.47,40.49,41.25,2.432969,1003388,33,301024
605122.SH,四方新材,14.72,装配式建筑;建筑节能;水泥概念;西部大开发,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股,6.51230101,8.155767817781053,4,2537050880.0,14.01,15.18,14.01,14.72,8.465991,1.0566678E7,17,605122
002482.SZ,广田集团,1.71,装配式建筑;建筑节能;光伏建筑一体化;新型城镇化;深圳国企改革;国企改革;粤港澳大湾区;智能家居;DeepSeek概念;深股通,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,0.58823529,2.3952095808383254,10,6401743759.71,1.7,1.73,1.69,1.71,2.352941,7.7244082E7,33,002482
920149.BJ,旭杰科技,10.19,装配式建筑;股权转让(并购重组);融资融券;新型城镇化;房屋检测;建筑节能;光伏概念;光伏建筑一体化,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;北证A股;北证上市公司,1.69660679,-0.3910068426197549,8,644690760.57,10.03,10.28,9.98,10.19,2.994011,1194322,151,920149
301167.SZ,建研设计,17.72,装配式建筑;房屋检测;新型城镇化;建筑节能;地下管网;智慧城市;乡村振兴;换电概念;光伏建筑一体化;充电桩;国企改革;储能;可控核聚变;虚拟电厂;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板(注册制);沪深AB股;沪深A股;深证AB股;深证A股;深证上市公司,1.72215844,7.1990320629158955,15,1257458530.12,17.44,17.77,17.34,17.72,2.468427,2729574,33,301167
600939.SH,重庆建工,3.05,装配式建筑;房屋检测;新型城镇化;地下管网;国企改革;雅下水电概念;水利;西部大开发;工业互联网;沪股通,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通,2.69360269,7.017543859649113,10,5802548579.2,2.98,3.08,2.97,3.05,3.703703,2.6027579E7,17,600939
000055.SZ,方大集团,3.65,装配式建筑;房屋检测;物业管理;乡村振兴;建筑节能;光伏建筑一体化;一带一路;绿色电力;粤港澳大湾区;数字经济;DeepSeek概念;高铁;AI应用;光伏概念;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;深证AB股;深证A股;深证上市公司;深证主板A股,0.27472527,7.669616519174034,15,2466868665.85,3.64,3.71,3.63,3.65,2.197802,1.0949491E7,33,000055
003001.SZ,中岩大地,17.05,装配式建筑;地下管网;雄安新区;水利;土壤修复;一带一路;雅下水电概念;人工智能;核电;可控核聚变;深股通,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,1.73031026,4.537093807480086,11,1832987461.8,16.77,17.18,16.59,17.05,3.520286,3320899,33,003001
002205.SZ,国统股份,13.38,装配式建筑;地下管网;新型城镇化;雄安新区;污水处理;PPP概念;水利;国企改革;新疆振兴;西部大开发;高铁;央企国企改革;风电,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;深证AB股;深证A股;深证上市公司;深证主板A股,0.45045045,5.854430379746836,13,2486582390.64,13.26,13.51,13.2,13.38,2.327327,2629602,33,002205
003037.SZ,三和管桩,7.2,装配式建筑;地下管网;新型城镇化;水利;智能物流;一带一路;回购增持再贷款概念;水泥概念;新疆振兴;粤港澳大湾区;风电;海工装备;2025年报预增;光伏概念,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;深证AB股;深证A股;深证上市公司;深证主板A股,0.27855153,2.1276595744680904,14,4313337681.6,7.15,7.24,7.09,7.2,2.089136,5219535,33,003037
000753.SZ,漳州发展,6.67,装配式建筑;地下管网;PPP概念;水利;海峡两岸;新型城镇化;乡村振兴;海工装备;国企改革;污水处理;垃圾分类;跨境电商;创投;智慧城市;低空经济;数字经济;风电;绿色电力;DeepSeek概念;充电桩;智慧政务;光伏概念;新能源汽车;深股通,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,2.143951,5.371248025276459,24,6613178743.57,6.47,6.88,6.44,6.67,6.738131,4.0104003E7,33,000753
688765.SH,禾元生物,55.07,重组蛋白;注册制次新股;创新药;科创次新股;人民币贬值受益;农业种植;转基因;新股与次新股;融资融券,上证AB股;上证A股;上证上市公司;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;科创板,3.2239925,-10.962004850444625,9,2548641747.73,53.87,55.29,53.08,55.07,4.142455,2664287,17,688765
300558.SZ,贝达药业,51.94,重组蛋白;细胞免疫治疗;创新药;眼科医疗;基因测序;智能医疗;深股通;融资融券,中证500;中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;沪深AB股;沪深A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司,7.826448,4.088176352705409,8,21783254760.4,48.41,53.45,48.27,51.94,10.753581,2.5497018E7,33,300558
920047.BJ,诺思兰德,27.11,重组蛋白;融资融券;眼科医疗;创新药,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;北证A股;北证上市公司,4.06909789,0.6310319227913813,4,4882685235.97,26.03,27.68,26.03,27.11,6.333973,4458834,151,920047
920344.BJ,三元基因,20.38,重组蛋白;融资融券;肝炎概念;细胞免疫治疗;创新药;京津冀一体化;专精特新;三胎概念,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;北证A股;北证上市公司,1.29224652,-6.427915518824618,8,2317779880.42,20.01,20.8,20.01,20.38,3.926441,1034527,151,920344
300723.SZ,一品红,41.45,重组蛋白;减肥药;创新药;猴痘概念;仿制药一致性评价;肝炎概念;流感;生物疫苗;医药电商;智能医疗;三胎概念;DeepSeek概念;粤港澳大湾区;英伟达概念;融资融券;深股通,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;沪深AB股;沪深A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司,4.09342039,19.97105643994213,16,17375374019.1,39.43,42.5,39.23,41.45,8.211953,2.7236753E7,33,300723
300653.SZ,正海生物,18.35,重组蛋白;辅助生殖;合成生物;医疗器械概念;牙科医疗;专精特新;3D打印;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;沪深AB股;沪深A股;深证AB股;深证A股;深证上市公司,-1.45005371,-1.078167115902961,8,3303000000.0,18.7,18.71,18.26,18.35,2.416756,1655800,33,300653
688253.SH,英诺特,52.05,重组蛋白;辅助生殖;阿尔茨海默概念;幽门螺杆菌概念;猴痘概念;流感;医药电商;肝炎概念;智能医疗;沪股通;融资融券,上证AB股;上证A股;上证上市公司;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深股通;沪股通;沪股通(可融资融券);科创板,7.85329465,8.754701211867943,11,7130033647.8,49.3,52.21,48.62,52.05,7.438872,4320104,17,688253
688166.SH,博瑞医药,63.1,重组蛋白;仿制药一致性评价;减肥药;创新药;细胞免疫治疗;流感;合成生物;创投;沪股通;融资融券,上证AB股;上证A股;上证上市公司;中证500;中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深股通;沪股通;沪股通(可融资融券);科创板,6.76818951,3.138280483818244,10,26697891047.4,59.4,65.5,59.4,63.1,10.321489,1.6009778E7,17,688166
688062.SH,迈威生物,35.73,重组蛋白;创新药;智能医疗;回购增持再贷款概念;沪股通;融资融券,上证AB股;上证A股;上证上市公司;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;含H股的A股;沪深AB股;沪深A股;沪深股通;沪股通;沪股通(可融资融券);科创板,3.71552975,-6.220472440944894,6,7294994100.0,34.01,37.15,34.01,35.73,9.114658,9245880,17,688062
688520.SH,神州细胞,41.18,重组蛋白;创新药;生物疫苗;百度概念;沪股通;融资融券,上证AB股;上证A股;上证上市公司;中证500;中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深股通;沪股通;沪股通(可融资融券);科创板,-0.38703435,-0.8188824662813183,6,18338924702.52,40.87,42.24,40.58,41.18,4.015481,2563290,17,688520
688687.SH,凯因科技,19.76,重组蛋白;创新药;肝炎概念;仿制药一致性评价;沪股通;融资融券,上证AB股;上证A股;上证上市公司;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深股通;沪股通;沪股通(可融资融券);科创板,-1.54459392,-4.771084337349389,6,3377861778.72,19.97,20.28,19.76,19.76,2.590931,3048158,17,688687
688553.SH,汇宇制药,19.98,重组蛋白;创新药;仿制药一致性评价;CRO概念;西部大开发;融资融券,上证AB股;上证A股;上证上市公司;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;科创板,2.40902101,4.171011470281547,6,6863923705.5,19.65,20.55,19.02,19.98,7.842132,1.2018684E7,17,688553
688068.SH,热景生物,112.2,重组蛋白;创新药;阿尔茨海默概念;肝炎概念;猴痘概念;流感;智能医疗;医疗器械概念;食品安全;人工智能;京津冀一体化;回购增持再贷款概念;沪股通;融资融券,上证AB股;上证A股;上证上市公司;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深股通;沪股通;沪股通(可融资融券);科创板,1.49253731,2.074235807860263,14,10401830868.0,110.89,113.89,109.08,112.2,4.350972,1931351,17,688068
601766.SH,中国中车,5.97,中字头股票;证金持股;同花顺中特估100;参股保险;同花顺出海50;PPP概念;沪股通;融资融券;国企改革;雄安新区;央企国企改革;高铁;风电;氢能源;一带一路;特高压;燃料电池;储能;高端装备;新能源汽车;机器人概念;数据中心;芯片概念,上证180;上证AB股;上证A股;上证上市公司;上证主板A股;中证800;中证A50;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;含H股的A股;沪深300;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通;沪股通(可融资融券),1.01522843,0.0,23,145236954346.56,6.06,6.19,5.94,5.97,4.230118,4.68737381E8,17,601766
601111.SH,中国国航,6.73,中字头股票;证金持股;国企改革;央企国企改革;同花顺中特估100;沪股通;融资融券,上证180;上证AB股;上证A股;上证上市公司;上证主板A股;中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;含H股的A股;沪深300;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通;沪股通(可融资融券),0.14880952,-1.751824817518237,7,78324476760.02,6.75,6.82,6.69,6.73,1.934523,8.2917654E7,17,601111
601600.SH,中国铝业,11.65,中字头股票;小金属概念;稀土永磁;俄乌冲突概念;2026一季报预增;央企国企改革;锂电池概念;同花顺中特估100;国企改革;乡村振兴;风电;沪股通;融资融券,上证180;上证AB股;上证A股;上证上市公司;上证主板A股;中证800;中证A50;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;含H股的A股;沪深300;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通;沪股通(可融资融券),-2.18303946,-2.1008403361344534,13,153469704242.15,11.78,11.79,11.55,11.65,2.015113,2.04003293E8,17,601600
601985.SH,中国核电,8.99,中字头股票;同花顺中特估100;证金持股;绿色电力;沪股通;融资融券;央企国企改革;风电;国企改革;可控核聚变;核电;钙钛矿电池;储能;光伏概念;DeepSeek概念;机器人概念,上证180;上证50;上证AB股;上证A股;上证上市公司;上证主板A股;中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深300;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通;沪股通(可融资融券),0,-1.1001100110010962,16,169760730954.33,8.89,9.02,8.72,8.99,3.337041,1.76275479E8,17,601985
601319.SH,中国人保,7.18,中字头股票;同花顺中特估100;蚂蚁集团概念;国企改革;融资融券;沪股通,上证180;上证AB股;上证A股;上证上市公司;上证主板A股;中证800;全部AB股;全部A股;全部A股(非ST);全部上市公司;含H股的A股;沪深300;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通;沪股通(可融资融券),-0.27777778,-1.237964236588719,6,254873892265.94,7.14,7.32,7.11,7.18,2.916666,7.32895E7,17,601319
601618.SH,中国中冶,2.93,中字头股票;同花顺中特估100;金属镍;央企国企改革;国企改革;PPP概念;碳中和;装配式建筑;一带一路;新型城镇化;光伏概念;沪股通;融资融券;工业互联网;高端装备,上证180;上证AB股;上证A股;上证上市公司;上证主板A股;中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;含H股的A股;沪深300;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通;沪股通(可融资融券),-1.01351351,-0.3401360544217614,15,52308174168.1,2.96,2.97,2.93,2.93,1.351351,9.2889986E7,17,601618
600970.SH,中材国际,9.33,中字头股票;同花顺中特估100;高股息精选;水泥概念;央企国企改革;同花顺出海50;国企改革;绿色电力;风电;DeepSeek概念;沪股通;融资融券,上证AB股;上证A股;上证上市公司;上证主板A股;中证500;中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通;沪股通(可融资融券),-1.78947368,-7.8973346495557815,12,24461514580.92,9.45,9.45,9.2,9.33,2.631578,3.7109651E7,17,600970
