股票代码,股票简称,最新价,最新涨跌幅,涨停[20260424],首次涨停时间[20260424],最终涨停时间[20260424],涨停明细数据[20260424],连续涨停天数[20260424],涨停原因类别[20260424],涨停封单量[20260424],涨停封单额[20260424],涨停封单量占成交量比[20260424],涨停封单量占流通a股比[20260424],涨停开板次数[20260424],a股市值(不含限售股)[20260424],几天几板[20260424],涨停类型[20260424],market_code,code,所属概念,区间主力资金流向区间增长值[20260424-20260430],区间主力资金流向[20260424-20260430],量比[20260430],所属概念数量,a股市值(不含限售股)[20260430],区间主力买入金额[20260424-20260430],区间主力卖出金额[20260424-20260430],换手率[20260430],振幅[20260430],lbc,main,chg5,amt,volr,concepts
001339.SZ,智微智能,89.85,0.03340013360053567,涨停, 13:34:43, 13:34:43,"[{""code"":""001339.SZ"",""time"":1777008883618,""openTime"":null,""duration"":5116382,""updatedTime"":1777014000000,""firstVol"":1.0489198E7,""highestVol"":1.0489198E7,""firstVolDivLTGB"":0.0842282181720689,""firstVolDivVol"":0.5772656506124464,""highestVolDivLTGB"":0.0842282181720689,""highestVolDivVol"":0.5772656506124464}]",1,一季报增长+算力+人形机器人+AI PC,1248400,100795816.0,6.245370314089999,1.0024647028877784,0,10054799506.62,首板涨停,放量涨停,33,001339,,,,,,,,,,,1,0.0,0,0,6.245370314089999,
002127.SZ,南极电商,3.03,0.0,涨停, 10:09:14, 10:09:14,"[{""code"":""002127.SZ"",""time"":1776996554242,""openTime"":null,""duration"":12022656,""updatedTime"":1777014000000,""firstVol"":1.700273E8,""highestVol"":1.755929E8,""firstVolDivLTGB"":0.08523815276126813,""firstVolDivVol"":1.8914650065741216,""highestVolDivLTGB"":0.08802830153742416,""highestVolDivVol"":1.9341011863965594}]",1,一季报扭亏+品牌授权+线下自营+互联网电商,9964335,30690151.8,9.165192450015393,0.49953243325892416,0,6143775610.28,首板涨停,放量涨停,33,002127,,,,,,,,,,,1,0.0,0,0,9.165192450015393,
002176.SZ,江特电机,16.05,-0.24860161591049812,涨停, 10:36:13, 10:36:13,"[{""code"":""002176.SZ"",""time"":1776998173357,""openTime"":null,""duration"":10403541,""updatedTime"":1777014000000,""firstVol"":1.5756218E8,""highestVol"":1.7362318E8,""firstVolDivLTGB"":0.09235663218676385,""firstVolDivVol"":1.0021954366009482,""highestVolDivLTGB"":0.10177094639307664,""highestVolDivVol"":1.0882012241632155}]",1,锂矿+机器人+低空经济,10516246,143231270.51999998,5.857400334996918,0.6164201738053678,0,23200675195.2,首板涨停,放量涨停,33,002176,,,,,,,,,,,1,0.0,0,0,5.857400334996918,
002192.SZ,融捷股份,109.22,10.001007150770462,涨停, 10:47:17, 13:03:43,"[{""code"":""002192.SZ"",""time"":1776998837793,""openTime"":1776998869608,""duration"":31815,""updatedTime"":1776998869608,""firstVol"":1.0237993E7,""highestVol"":1.0237993E7,""firstVolDivLTGB"":0.03951097848291154,""firstVolDivVol"":0.4538130740985324,""highestVolDivLTGB"":0.03951097848291154,""highestVolDivVol"":0.4538130740985324},{""code"":""002192.SZ"",""time"":1776999173407,""openTime"":1777006978635,""duration"":2382126,""updatedTime"":1777006978635,""firstVol"":9078300.0,""highestVol"":9600800.0,""firstVolDivLTGB"":0.03503543281983254,""firstVolDivVol"":0.35515890977720405,""highestVolDivLTGB"":0.037051891148854765,""highestVolDivVol"":0.37352352811506867},{""code"":""002192.SZ"",""time"":1777007023732,""openTime"":null,""duration"":6976268,""updatedTime"":1777014000000,""firstVol"":5066800.0,""highestVol"":5762500.0,""firstVolDivLTGB"":0.019554049878449435,""firstVolDivVol"":0.1768903206697394,""highestVolDivLTGB"":0.022238930375101617,""highestVolDivVol"":0.20049030621976074}]",1,锂矿+负极材料+年报增长,1805200,155752656.0,6.081915572958426,0.6966718804882158,2,22356673257.84,首板涨停,缩量涨停,33,002192,,,,,,,,,,,1,0.0,0,0,6.081915572958426,
002240.SZ,盛新锂能,60.09,9.994508511806702,涨停, 14:01:59, 14:01:59,"[{""code"":""002240.SZ"",""time"":1777010519623,""openTime"":null,""duration"":3480377,""updatedTime"":1777014000000,""firstVol"":2.3944045E7,""highestVol"":2.3944045E7,""firstVolDivLTGB"":0.026228301278076738,""firstVolDivVol"":0.3851067141984561,""highestVolDivLTGB"":0.026228301278076738,""highestVolDivVol"":0.3851067141984561}]",1,锂盐产能释放+木绒锂矿获批+津巴布韦出口,4504763,229427579.59,6.929927729742537,0.4934516333824665,0,46494441211.46,首板涨停,放量涨停,33,002240,,,,,,,,,,,1,0.0,0,0,6.929927729742537,
002290.SZ,禾盛新材,81.28,5.627030539311239,涨停, 09:30:00, 14:49:56,"[{""code"":""002290.SZ"",""time"":1776994200000,""openTime"":1776994365138,""duration"":165138,""updatedTime"":1776994365138,""firstVol"":628876.0,""highestVol"":3760476.0,""firstVolDivLTGB"":0.002544037363379444,""firstVolDivVol"":0.3917927836104874,""highestVolDivLTGB"":0.01521252432608603,""highestVolDivVol"":0.9626143343801292},{""code"":""002290.SZ"",""time"":1776994740141,""openTime"":1776994830172,""duration"":90031,""updatedTime"":1776994830172,""firstVol"":891100.0,""highestVol"":2954000.0,""firstVolDivLTGB"":0.0036048309913360066,""firstVolDivVol"":0.08102346889193428,""highestVolDivLTGB"":0.01195002889508087,""highestVolDivVol"":0.26494822836277065},{""code"":""002290.SZ"",""time"":1776995115231,""openTime"":1776999061815,""duration"":3946584,""updatedTime"":1776999061815,""firstVol"":1954000.0,""highestVol"":4192600.0,""firstVolDivLTGB"":0.007904656892683826,""firstVolDivVol"":0.143482263125029,""highestVolDivLTGB"":0.01696062665724985,""highestVolDivVol"":0.30509591535614994},{""code"":""002290.SZ"",""time"":1776999080798,""openTime"":1776999095798,""duration"":15000,""updatedTime"":1776999095798,""firstVol"":115720.0,""highestVol"":115720.0,""firstVolDivLTGB"":4.68130448117386E-4,""firstVolDivVol"":0.006873330669214844,""highestVolDivLTGB"":4.68130448117386E-4,""highestVolDivVol"":0.006873330669214844},{""code"":""002290.SZ"",""time"":1776999123189,""openTime"":1777000246206,""duration"":1123017,""updatedTime"":1777000246206,""firstVol"":1823100.0,""highestVol"":1826100.0,""firstVolDivLTGB"":0.0073751176975700525,""firstVolDivVol"":0.10742577186162482,""highestVolDivLTGB"":0.007387253813577244,""highestVolDivVol"":0.1075809929759232},{""code"":""002290.SZ"",""time"":1777000327107,""openTime"":1777000357107,""duration"":30000,""updatedTime"":1777000357107,""firstVol"":171300.0,""highestVol"":171300.0,""firstVolDivLTGB"":6.929722240106138E-4,""firstVolDivVol"":0.009395729018618572,""highestVolDivLTGB"":6.929722240106138E-4,""highestVolDivVol"":0.009395729018618572},{""code"":""002290.SZ"",""time"":1777000372224,""openTime"":1777000420575,""duration"":48351,""updatedTime"":1777000420575,""firstVol"":2400.0,""highestVol"":6300.0,""firstVolDivLTGB"":9.708892805752908E-6,""firstVolDivVol"":1.3040014152762027E-4,""highestVolDivLTGB"":2.548584361510138E-5,""highestVolDivVol"":3.4196592846897836E-4},{""code"":""002290.SZ"",""time"":1777000437561,""openTime"":1777000471462,""duration"":33901,""updatedTime"":1777000471462,""firstVol"":21600.0,""highestVol"":22600.0,""firstVolDivLTGB"":8.738003525177617E-5,""firstVolDivVol"":0.0011693318048289938,""highestVolDivLTGB"":9.142540725417321E-5,""highestVolDivVol"":0.0012230173157605588},{""code"":""002290.SZ"",""time"":1777000781891,""openTime"":1777000819074,""duration"":37183,""updatedTime"":1777000819074,""firstVol"":42200.0,""highestVol"":42200.0,""firstVolDivLTGB"":1.7071469850115528E-4,""firstVolDivVol"":0.0021755955099833028,""highestVolDivLTGB"":1.7071469850115528E-4,""highestVolDivVol"":0.0021755955099833028},{""code"":""002290.SZ"",""time"":1777000844029,""openTime"":1777000859029,""duration"":15000,""updatedTime"":1777000859029,""firstVol"":100.0,""highestVol"":100.0,""firstVolDivLTGB"":4.0453720023970445E-7,""firstVolDivVol"":5.136373806383773E-6,""highestVolDivLTGB"":4.0453720023970445E-7,""highestVolDivVol"":5.136373806383773E-6},{""code"":""002290.SZ"",""time"":1777000874029,""openTime"":1777010954599,""duration"":4657468,""updatedTime"":1777010954599,""firstVol"":7600.0,""highestVol"":2220800.0,""firstVolDivLTGB"":3.074482721821754E-5,""firstVolDivVol"":3.894522395246059E-4,""highestVolDivLTGB"":0.008983962142923357,""highestVolDivVol"":0.11344742237116964},{""code"":""002290.SZ"",""time"":1777010977291,""openTime"":1777013378532,""duration"":2401241,""updatedTime"":1777013378532,""firstVol"":216000.0,""highestVol"":381600.0,""firstVolDivLTGB"":8.738003525177616E-4,""firstVolDivVol"":0.00979474210988177,""highestVolDivLTGB"":0.0015437139561147123,""highestVolDivVol"":0.017262868980253015},{""code"":""002290.SZ"",""time"":1777013396567,""openTime"":null,""duration"":603433,""updatedTime"":1777014000000,""firstVol"":1000.0,""highestVol"":223600.0,""firstVolDivLTGB"":4.045372002397045E-6,""firstVolDivVol"":4.411651559995285E-5,""highestVolDivLTGB"":9.045451797359792E-4,""highestVolDivVol"":0.009817417116587712}]",1,增资CPU+家电复合材料+年报增长,208000,16920800.0,0.9116869855981508,0.08414373764985854,12,20109399074.25,首板涨停,T字涨停||放量涨停,33,002290,,,,,,,,,,,1,0.0,0,0,0.9116869855981508,
002313.SZ,日海智能,9.61,-3.7074148296593283,涨停, 09:31:45, 09:43:15,"[{""code"":""002313.SZ"",""time"":1776994305138,""openTime"":1776994965229,""duration"":660091,""updatedTime"":1776994965229,""firstVol"":3.58907E7,""highestVol"":3.58995E7,""firstVolDivLTGB"":0.09586865315783755,""firstVolDivVol"":4.1416965738486216,""highestVolDivLTGB"":0.09589215908410227,""highestVolDivVol"":3.7970004336467578},{""code"":""002313.SZ"",""time"":1776994995229,""openTime"":null,""duration"":13581669,""updatedTime"":1777014000000,""firstVol"":3.5865749E7,""highestVol"":3.5865749E7,""firstVolDivLTGB"":0.09580200584349313,""firstVolDivVol"":1.8469647713181965,""highestVolDivLTGB"":0.09580200584349313,""highestVolDivVol"":1.8469647713181965}]",1,无线通信模组+5G Redcap+液冷+珠海国资,7119148,68628586.72,29.29575763122367,1.9016155449498418,1,3608962227.0,首板涨停,放量涨停,33,002313,,,,,,,,,,,1,0.0,0,0,29.29575763122367,
002331.SZ,皖通科技,9.27,-0.21528525296016765,涨停, 10:51:35, 10:53:57,"[{""code"":""002331.SZ"",""time"":1776999095798,""openTime"":1776999123189,""duration"":27391,""updatedTime"":1776999123189,""firstVol"":3.259898E7,""highestVol"":3.259898E7,""firstVolDivLTGB"":0.08235140420926607,""firstVolDivVol"":1.5940623524773825,""highestVolDivLTGB"":0.08235140420926607,""highestVolDivVol"":1.5940623524773825},{""code"":""002331.SZ"",""time"":1776999237446,""openTime"":null,""duration"":9339452,""updatedTime"":1777014000000,""firstVol"":1.852998E7,""highestVol"":1.913456E7,""firstVolDivLTGB"":0.04681035642739791,""firstVolDivVol"":0.6920168949403689,""highestVolDivLTGB"":0.048337643844269175,""highestVolDivVol"":0.6834016965038101}]",1,华为合作+智慧交通+AI运维,2778900,27538899.0,5.948780760038784,0.702004532525648,1,3922894756.95,首板涨停,放量涨停,33,002331,,,,,,,,,,,1,0.0,0,0,5.948780760038784,
002406.SZ,远东传动,7.96,-0.9950248756218805,涨停, 13:02:43, 13:02:43,"[{""code"":""002406.SZ"",""time"":1777006963634,""openTime"":null,""duration"":7036366,""updatedTime"":1777014000000,""firstVol"":6.26782E7,""highestVol"":7.35766E7,""firstVolDivLTGB"":0.10407980335220253,""firstVolDivVol"":3.184819337103601,""highestVolDivLTGB"":0.1221770577222011,""highestVolDivVol"":3.615380079602968}]",1,参股黄河信产+机器人+传动轴+一季报预增,6716872,56623230.96,14.919218013732028,1.1153650183028794,0,5076654730.14,首板涨停,放量涨停,33,002406,,,,,,,,,,,1,0.0,0,0,14.919218013732028,
002407.SZ,多氟多,36.31,1.2266517981600358,涨停, 14:07:21, 14:07:21,"[{""code"":""002407.SZ"",""time"":1777010841678,""openTime"":null,""duration"":3158322,""updatedTime"":1777014000000,""firstVol"":7.0912113E7,""highestVol"":7.2547993E7,""firstVolDivLTGB"":0.06573438965192259,""firstVolDivVol"":0.3876023260693906,""highestVolDivLTGB"":0.06725082413390998,""highestVolDivVol"":0.3941283251049413}]",1,一季报暴增+六氟磷酸锂+大圆柱电池,9488225,313490954.0,4.762889955505082,0.8795432160583243,0,35642473078.8,首板涨停,放量涨停,33,002407,,,,,,,,,,,1,0.0,0,0,4.762889955505082,
002528.SZ,*ST英飞,4.81,4.3383947939262315,涨停, 09:31:45, 13:56:41,"[{""code"":""002528.SZ"",""time"":1776994305138,""openTime"":1776994530138,""duration"":225000,""updatedTime"":1776994530138,""firstVol"":8884500.0,""highestVol"":1.04628E7,""firstVolDivLTGB"":0.008459659479381425,""firstVolDivVol"":1.1031849506425777,""highestVolDivLTGB"":0.00996248806357949,""highestVolDivVol"":1.1359767219664727},{""code"":""002528.SZ"",""time"":1776994545138,""openTime"":1776996449242,""duration"":1904104,""updatedTime"":1776996449242,""firstVol"":1.06133E7,""highestVol"":1.0751E7,""firstVolDivLTGB"":0.010105791429176529,""firstVolDivVol"":0.6982158599002671,""highestVolDivLTGB"":0.010236906867334087,""highestVolDivVol"":0.6909205418883834},{""code"":""002528.SZ"",""time"":1776996539242,""openTime"":1776996603348,""duration"":64106,""updatedTime"":1776996603348,""firstVol"":4644470.0,""highestVol"":4644470.0,""firstVolDivLTGB"":0.004422379949597911,""firstVolDivVol"":0.1891467084615242,""highestVolDivLTGB"":0.004422379949597911,""highestVolDivVol"":0.1891467084615242},{""code"":""002528.SZ"",""time"":1776996660730,""openTime"":1776996720730,""duration"":60000,""updatedTime"":1776996720730,""firstVol"":1957700.0,""highestVol"":1957700.0,""firstVolDivLTGB"":0.0018640863709589752,""firstVolDivVol"":0.07562233332966366,""highestVolDivLTGB"":0.0018640863709589752,""highestVolDivVol"":0.07562233332966366},{""code"":""002528.SZ"",""time"":1776998586874,""openTime"":1777008637807,""duration"":4627831,""updatedTime"":1777008637807,""firstVol"":3055100.0,""highestVol"":4220000.0,""firstVolDivLTGB"":0.002909010712528357,""firstVolDivVol"":0.09045299181612264,""highestVolDivLTGB"":0.0040182073277043855,""highestVolDivVol"":0.12462694975097498},{""code"":""002528.SZ"",""time"":1777008691686,""openTime"":1777009164696,""duration"":473010,""updatedTime"":1777009164696,""firstVol"":3500.0,""highestVol"":2230000.0,""firstVolDivLTGB"":3.332636409233495E-6,""firstVolDivVol"":9.478325169110247E-5,""highestVolDivLTGB"":0.002123365483597341,""highestVolDivVol"":0.06005786831464021},{""code"":""002528.SZ"",""time"":1777009814571,""openTime"":1777009833490,""duration"":18919,""updatedTime"":1777009833490,""firstVol"":107600.0,""highestVol"":107600.0,""firstVolDivLTGB"":1.0245476503814972E-4,""firstVolDivVol"":0.002751843908048005,""highestVolDivLTGB"":1.0245476503814972E-4,""highestVolDivVol"":0.002751843908048005},{""code"":""002528.SZ"",""time"":1777010201865,""openTime"":null,""duration"":3798135,""updatedTime"":1777014000000,""firstVol"":81300.0,""highestVol"":4165916.0,""firstVolDivLTGB"":7.741238287733804E-5,""firstVolDivVol"":0.0020389300206864872,""highestVolDivLTGB"":0.003966709525545247,""highestVolDivVol"":0.10322701438534371}]",1,庭外重组+深圳国资+智慧城市+AI安防,4165916,21287830.76,10.32270143853437,0.39667095255452467,7,5366606626.71,18天10板,放量涨停,33,002528,,,,,,,,,,,10,0.0,0,0,10.32270143853437,
002620.SZ,*ST瑞和,9.98,-4.952380952380948,涨停, 13:49:00, 13:49:00,"[{""code"":""002620.SZ"",""time"":1777009740475,""openTime"":null,""duration"":4259525,""updatedTime"":1777014000000,""firstVol"":2434475.0,""highestVol"":3030475.0,""firstVolDivLTGB"":0.00771966216686442,""firstVolDivVol"":0.16696785659148475,""highestVolDivLTGB"":0.009609563953266497,""highestVolDivVol"":0.2052068875597148}]",1,重整投资人+光伏建筑一体化+建筑装饰,1675025,18375024.25,10.537962174753797,0.5311464328470029,0,3467310169.1,5天4板,缩量涨停,33,002620,,,,,,,,,,,4,0.0,0,0,10.537962174753797,
