股票代码,股票简称,最新价,最新涨跌幅,涨停[20260428],首次涨停时间[20260428],最终涨停时间[20260428],涨停明细数据[20260428],连续涨停天数[20260428],涨停原因类别[20260428],涨停封单量[20260428],涨停封单额[20260428],涨停封单量占成交量比[20260428],涨停封单量占流通a股比[20260428],涨停开板次数[20260428],a股市值(不含限售股)[20260428],几天几板[20260428],涨停类型[20260428],market_code,code,所属概念,主力资金流向区间增长值[20260424-20260430],主力资金流向[20260424],主力资金流向[20260428],主力资金流向[20260429],主力资金流向[20260430],量比[20260430],所属概念数量,a股市值(不含限售股)[20260430],换手率[20260430],振幅[20260430],主力资金流向[20260427],lbc,main,chg5,amt,volr,concepts
603215.SH,比依股份,18.29,-8.550000000000004,涨停, 13:02:27, 13:42:12,"[{""code"":""603215.SH"",""time"":1777352547030,""openTime"":1777353057318,""duration"":510288,""updatedTime"":1777353057318,""firstVol"":7797400.0,""highestVol"":9308700.0,""firstVolDivLTGB"":0.04164646406703941,""firstVolDivVol"":0.7891555729722465,""highestVolDivLTGB"":0.04971842409788516,""highestVolDivVol"":0.8058302821198079},{""code"":""603215.SH"",""time"":1777353132328,""openTime"":1777353147328,""duration"":15000,""updatedTime"":1777353147328,""firstVol"":9982600.0,""highestVol"":9982600.0,""firstVolDivLTGB"":0.05331777158996943,""firstVolDivVol"":0.6227880561645949,""highestVolDivLTGB"":0.05331777158996943,""highestVolDivVol"":0.6227880561645949},{""code"":""603215.SH"",""time"":1777353162867,""openTime"":1777354903442,""duration"":1740575,""updatedTime"":1777354903442,""firstVol"":9549600.0,""highestVol"":9549600.0,""firstVolDivLTGB"":0.051005088010695816,""firstVolDivVol"":0.5829115643999593,""highestVolDivLTGB"":0.051005088010695816,""highestVolDivVol"":0.5829115643999593},{""code"":""603215.SH"",""time"":1777354932398,""openTime"":null,""duration"":4667602,""updatedTime"":1777359600000,""firstVol"":4717500.0,""highestVol"":4801400.0,""firstVolDivLTGB"":0.02519650065871424,""firstVolDivVol"":0.24470026176055135,""highestVolDivLTGB"":0.02564461648388989,""highestVolDivVol"":0.2486755672085937}]",1,AI眼镜+定增落地+小家电出口,615300,13671966.0,2.863699759533926,0.32863607536421563,3,4160214603.6,首板涨停,放量涨停,17,603215,,,,,,,,,,,,,1,0.0,0,0,2.863699759533926,
603259.SH,药明康德,109.55,-1.466091023565398,涨停, 09:35:55, 09:35:55,"[{""code"":""603259.SH"",""time"":1777340155839,""openTime"":null,""duration"":14001875,""updatedTime"":1777359600000,""firstVol"":2.5566397E7,""highestVol"":2.8746514E7,""firstVolDivLTGB"":0.010337040067072124,""firstVolDivVol"":0.6762341763170577,""highestVolDivLTGB"":0.011622829255395265,""highestVolDivVol"":0.6763455968679637}]",1,一季报大增+CRDMO+创新药,7641957,844971185.4899999,14.19455961929687,0.3089806346191147,0,273470596800.22,首板涨停,放量涨停,17,603259,,,,,,,,,,,,,1,0.0,0,0,14.19455961929687,
603283.SH,赛腾股份,53.83,0.05576208178438873,涨停, 09:49:53, 09:49:53,"[{""code"":""603283.SH"",""time"":1777340993356,""openTime"":null,""duration"":13164358,""updatedTime"":1777359600000,""firstVol"":1.644546E7,""highestVol"":1.878472E7,""firstVolDivLTGB"":0.0606454084783258,""firstVolDivVol"":1.2144057800701389,""highestVolDivLTGB"":0.06927182441542992,""highestVolDivVol"":1.362315168207637}]",1,HBM检测+半导体设备+一季报增长+10转3派5.4,2909716,159074173.72,18.008537870359913,1.0730068686185745,0,14825084384.11,首板涨停,放量涨停,17,603283,,,,,,,,,,,,,1,0.0,0,0,18.008537870359913,
603317.SH,天味食品,17.13,-0.8680555555555678,涨停, 09:30:00, 09:43:29,"[{""code"":""603317.SH"",""time"":1777339800000,""openTime"":1777340008015,""duration"":208015,""updatedTime"":1777340008015,""firstVol"":2853.0,""highestVol"":1.0234814E7,""firstVolDivLTGB"":2.679590831345206E-6,""firstVolDivVol"":8.125087039247332E-4,""highestVolDivLTGB"":0.009612728270215056,""highestVolDivVol"":1.536231557756602},{""code"":""603317.SH"",""time"":1777340023015,""openTime"":1777340594945,""duration"":571930,""updatedTime"":1777340594945,""firstVol"":365600.0,""highestVol"":6103750.0,""firstVolDivLTGB"":3.4337834137392477E-4,""firstVolDivVol"":0.029594885200825094,""highestVolDivLTGB"":0.00573275588391984,""highestVolDivVol"":0.45994057903043206},{""code"":""603317.SH"",""time"":1777340609945,""openTime"":null,""duration"":13547769,""updatedTime"":1777359600000,""firstVol"":3.0712331E7,""highestVol"":3.0898531E7,""firstVolDivLTGB"":0.028845594306638328,""firstVolDivVol"":1.775735499670291,""highestVolDivLTGB"":0.029020476820762576,""highestVolDivVol"":1.7850047847912673}]",1,一季报高增+火锅调料+员工持股,1555675,24439654.25,6.109651409271848,0.1461118985822977,2,16726669413.74,首板涨停,放量涨停,17,603317,,,,,,,,,,,,,1,0.0,0,0,6.109651409271848,
603318.SH,水发燃气,14.26,-1.9931271477663293,涨停, 09:31:21, 13:05:03,"[{""code"":""603318.SH"",""time"":1777339881266,""openTime"":1777340008015,""duration"":126749,""updatedTime"":1777340008015,""firstVol"":4114600.0,""highestVol"":1.10562E7,""firstVolDivLTGB"":0.008962885220759484,""firstVolDivVol"":0.16887227500250357,""highestVolDivLTGB"":0.024083860296933116,""highestVolDivVol"":0.27826352206386457},{""code"":""603318.SH"",""time"":1777340023015,""openTime"":1777341594642,""duration"":1571627,""updatedTime"":1777341594642,""firstVol"":5238700.0,""highestVol"":1.48699E7,""firstVolDivLTGB"":0.011411526468184685,""firstVolDivVol"":0.11352362939292694,""highestVolDivLTGB"":0.03239129124196068,""highestVolDivVol"":0.31538945451043887},{""code"":""603318.SH"",""time"":1777352703472,""openTime"":null,""duration"":6896528,""updatedTime"":1777359600000,""firstVol"":1.131452E7,""highestVol"":1.296642E7,""firstVolDivLTGB"":0.024646562020120447,""firstVolDivVol"":0.0816527653822042,""highestVolDivLTGB"":0.02824491668307009,""highestVolDivVol"":0.09338515852096126}]",5,氦气+燃气轮机掺氢+山东国资,5918830,81561477.39999999,4.202612496779964,1.2893062249353,2,6325997332.72,7天6板,放量涨停,17,603318,天然气;氢能源;绿色电力;国企改革;股权转让(并购重组);一带一路;专精特新;融资融券,94415688.0,,,85598245.0,8097712.0,1.304084,8.0,6546351376.24,23.710439,8.79725,,6,0.0,0,0,4.202612496779964,天然气;氢能源;绿色电力;国企改革;股权转让(并购重组);一带一路;专精特新;融资融券
603336.SH,宏辉果蔬,11.75,-4.081632653061225,涨停, 09:43:59, 10:26:22,"[{""code"":""603336.SH"",""time"":1777340639945,""openTime"":1777340819816,""duration"":179871,""updatedTime"":1777340819816,""firstVol"":2.1826E7,""highestVol"":2.1826E7,""firstVolDivLTGB"":0.03585562792036972,""firstVolDivVol"":1.1744284535183591,""highestVolDivLTGB"":0.03585562792036972,""highestVolDivVol"":1.1744284535183591},{""code"":""603336.SH"",""time"":1777343182790,""openTime"":null,""duration"":10974924,""updatedTime"":1777359600000,""firstVol"":1.2714942E7,""highestVol"":1.36647E7,""firstVolDivLTGB"":0.02088803396779445,""firstVolDivVol"":0.3426079050068298,""highestVolDivLTGB"":0.022448290976059566,""highestVolDivVol"":0.35541815597469606}]",1,实控人变更+苏州国资+果蔬服务,1839400,23231622.0,4.436198462987709,0.3021755795689914,1,7688120275.35,首板涨停,放量涨停,17,603336,,,,,,,,,,,,,1,0.0,0,0,4.436198462987709,
603338.SH,浙江鼎力,55.12,-4.965517241379314,涨停, 09:41:29, 09:41:29,"[{""code"":""603338.SH"",""time"":1777340489894,""openTime"":null,""duration"":13667820,""updatedTime"":1777359600000,""firstVol"":1.3628487E7,""highestVol"":1.3628487E7,""firstVolDivLTGB"":0.02691526431771624,""firstVolDivVol"":2.0108861068788793,""highestVolDivLTGB"":0.02691526431771624,""highestVolDivVol"":2.0108861068788793}]",1,机器人+电动化+一季报增长,1266800,72232936.0,12.983648064833787,0.2501837279346044,0,28871956060.58,首板涨停,放量涨停,17,603338,,,,,,,,,,,,,1,0.0,0,0,12.983648064833787,
603399.SH,永杉锂业,19.39,9.98298355076575,涨停, 09:35:55, 09:40:59,"[{""code"":""603399.SH"",""time"":1777340155839,""openTime"":1777340179638,""duration"":23799,""updatedTime"":1777340179638,""firstVol"":6337149.0,""highestVol"":6337149.0,""firstVolDivLTGB"":0.012370221889410282,""firstVolDivVol"":0.19952089035670234,""highestVolDivLTGB"":0.012370221889410282,""highestVolDivVol"":0.19952089035670234},{""code"":""603399.SH"",""time"":1777340242310,""openTime"":1777340257310,""duration"":15000,""updatedTime"":1777340257310,""firstVol"":1644100.0,""highestVol"":1644100.0,""firstVolDivLTGB"":0.0032093109706556443,""firstVolDivVol"":0.04198198158170467,""highestVolDivLTGB"":0.0032093109706556443,""highestVolDivVol"":0.04198198158170467},{""code"":""603399.SH"",""time"":1777340278480,""openTime"":1777340429894,""duration"":151414,""updatedTime"":1777340429894,""firstVol"":225800.0,""highestVol"":1.2998367E7,""firstVolDivLTGB"":4.407654140101238E-4,""firstVolDivVol"":0.005415928042895877,""highestVolDivLTGB"":0.025373031940702083,""highestVolDivVol"":0.29580418234094796},{""code"":""603399.SH"",""time"":1777340459894,""openTime"":null,""duration"":13697820,""updatedTime"":1777359600000,""firstVol"":1.40247E7,""highestVol"":1.51077E7,""firstVolDivLTGB"":0.027376451292594254,""firstVolDivVol"":0.2954264666531586,""highestVolDivLTGB"":0.029490485585654327,""highestVolDivVol"":0.31566821725634114}]",1,锂盐产能扩张+一季度扭亏+固态电池材料,5148000,82522440.0,9.318214247140508,1.0048982955376957,3,8212019103.47,首板涨停,放量涨停,17,603399,,,,,,,,,,,,,1,0.0,0,0,9.318214247140508,
603557.SH,ST起步,4.26,0.0,涨停, 09:30:57, 09:30:57,"[{""code"":""603557.SH"",""time"":1777339857733,""openTime"":null,""duration"":14299981,""updatedTime"":1777359600000,""firstVol"":124300.0,""highestVol"":3753000.0,""firstVolDivLTGB"":1.993786418361565E-4,""firstVolDivVol"":0.0943310313424907,""highestVolDivLTGB"":0.006019855533476229,""highestVolDivVol"":0.8994391985812203}]",2,ST板块+童装童鞋+三胎概念,3325100,13566408.0,78.687554724661,0.5333498969987159,0,2543622503.04,2天2板,缩量涨停,22,603557,,,,,,,,,,,,,2,0.0,0,0,78.687554724661,
603629.SH,利通电子,144.41,9.993144946302083,涨停, 09:30:00, 09:30:00,"[{""code"":""603629.SH"",""time"":1777339800000,""openTime"":null,""duration"":14357714,""updatedTime"":1777359600000,""firstVol"":8261400.0,""highestVol"":8926600.0,""firstVolDivLTGB"":0.03216404777848722,""firstVolDivVol"":5.854581532138049,""highestVolDivLTGB"":0.034753866039587,""highestVolDivVol"":4.931278311788753}]",1,算力租赁+业绩暴增+高送转,4628392,552398585.1999999,73.9654188216779,1.8019684487564822,0,30655286200.0,首板涨停,一字涨停||缩量涨停,17,603629,算力租赁;东数西算(算力);液冷服务器;英伟达概念;云计算;腾讯概念;华为概念;消费电子概念;芯片概念;OLED;军工;小米概念;2025年报预增;沪股通,307026620.0,,,,58761960.0,1.54441,14.0,37091997320.0,17.405162,5.864879,,1,0.0,0,0,73.9654188216779,算力租赁;东数西算(算力);液冷服务器;英伟达概念;云计算;腾讯概念;华为概念;消费电子概念;芯片概念;OLED;军工;小米概念;2025年报预增;沪股通
603779.SH,威龙股份,7.45,7.194244604316546,涨停, 13:14:37, 13:14:37,"[{""code"":""603779.SH"",""time"":1777353277528,""openTime"":null,""duration"":6322472,""updatedTime"":1777359600000,""firstVol"":3.0570845E7,""highestVol"":3.0570845E7,""firstVolDivLTGB"":0.09205791216727864,""firstVolDivVol"":1.3016173670894655,""highestVolDivLTGB"":0.09205791216727864,""highestVolDivVol"":1.3016173670894655}]",1,葡萄酒+有机种植+白兰地升级,3980105,28019939.2,13.003031717347424,1.1985280632790705,0,2337862588.16,首板涨停,放量涨停,17,603779,乡村振兴;白酒概念;农业种植,8425091.0,,6594027.0,12846278.4,8121226.0,2.14388,3.0,2474016517.3,11.43358,7.338129,2884663.5,1,6594027.0,0,0,13.003031717347424,乡村振兴;白酒概念;农业种植
603813.SH,*ST原尚,37.0,1.36986301369863,涨停, 14:49:10, 14:49:10,"[{""code"":""603813.SH"",""time"":1777358950394,""openTime"":null,""duration"":649606,""updatedTime"":1777359600000,""firstVol"":171400.0,""highestVol"":189400.0,""firstVolDivLTGB"":0.0016321477884111792,""firstVolDivVol"":0.11218745909150413,""highestVolDivLTGB"":0.001803551873541875,""highestVolDivVol"":0.12124703924204597}]",2,申请撤销退市风险警示+氢能物流+供应链服务,92000,3380080.0,5.812851456372022,0.08760653240013332,0,3858251100.0,16天12板,放量涨停,22,603813,氢能源;ST板块;燃料电池;统一大市场;粤港澳大湾区;冷链物流;智能物流;数字经济,14145188.0,,,,1444884.0,0.698966,8.0,3885555000.0,1.049564,5.69863,,12,0.0,0,0,5.812851456372022,氢能源;ST板块;燃料电池;统一大市场;粤港澳大湾区;冷链物流;智能物流;数字经济
603843.SH,*ST正平,8.97,5.0351288056206265,涨停, 13:28:14, 13:33:42,"[{""code"":""603843.SH"",""time"":1777354094228,""openTime"":1777354206584,""duration"":112356,""updatedTime"":1777354206584,""firstVol"":311000.0,""highestVol"":841800.0,""firstVolDivLTGB"":4.4452497223158985E-4,""firstVolDivVol"":0.014087735335392287,""highestVolDivLTGB"":0.001203219040593416,""highestVolDivVol"":0.03806665870784993},{""code"":""603843.SH"",""time"":1777354223081,""openTime"":1777354294236,""duration"":71155,""updatedTime"":1777354294236,""firstVol"":301900.0,""highestVol"":432400.0,""firstVolDivLTGB"":4.31517971436389E-4,""firstVolDivVol"":0.013283677576677047,""highestVolDivLTGB"":6.180469388840496E-4,""highestVolDivVol"":0.01900789680523148},{""code"":""603843.SH"",""time"":1777354422342,""openTime"":null,""duration"":5177658,""updatedTime"":1777359600000,""firstVol"":114900.0,""highestVol"":1534840.0,""firstVolDivLTGB"":1.6423125179874492E-4,""firstVolDivVol"":0.004887647905585446,""highestVolDivLTGB"":0.002193809351703966,""highestVolDivVol"":0.06415965086823118}]",1,算力租赁+重整预期+ST板块,1418440,11531917.200000001,5.89344401926201,0.20274340887851328,2,5687936916.81,首板涨停,缩量涨停,22,603843,,,,,,,,,,,,,1,0.0,0,0,5.89344401926201,
603931.SH,格林达,38.82,-0.9441183975503891,涨停, 09:43:44, 09:48:43,"[{""code"":""603931.SH"",""time"":1777340624945,""openTime"":1777340897924,""duration"":272979,""updatedTime"":1777340897924,""firstVol"":3965116.0,""highestVol"":4186316.0,""firstVolDivLTGB"":0.019869453740805072,""firstVolDivVol"":0.30061757097342884,""highestVolDivLTGB"":0.020977901303869072,""highestVolDivVol"":0.3158410867372525},{""code"":""603931.SH"",""time"":1777340923463,""openTime"":null,""duration"":13234251,""updatedTime"":1777359600000,""firstVol"":3505008.0,""highestVol"":3756800.0,""firstVolDivLTGB"":0.017563822676852758,""firstVolDivVol"":0.23312602125426035,""highestVolDivLTGB"":0.01882556873833111,""highestVolDivVol"":0.2163067340959305}]",2,半导体材料+光刻胶+显影液国产替代+客户拓展,1694004,64236631.68,9.14129993403062,0.8488764039876451,1,7567253769.6,2天2板,放量涨停,17,603931,光刻胶;OLED;芯片概念;沪股通,3140515.200000003,6017202.0,,52907356.0,9157717.200000003,0.885688,4.0,7746856311.6,6.387274,3.291656,10126225.0,2,0.0,0,0,9.14129993403062,光刻胶;OLED;芯片概念;沪股通
605168.SH,三人行,47.06,-2.969072164948449,涨停, 10:58:52, 10:58:52,"[{""code"":""605168.SH"",""time"":1777345132505,""openTime"":null,""duration"":9025209,""updatedTime"":1777359600000,""firstVol"":1.1451675E7,""highestVol"":1.1451675E7,""firstVolDivLTGB"":0.0543204568914575,""firstVolDivVol"":0.941672845576483,""highestVolDivLTGB"":0.0543204568914575,""highestVolDivVol"":0.941672845576483}]",1,算力租赁+AI营销+年报增长,2704427,119238186.43,18.965606352306676,1.2828316405206552,0,9294920912.74,首板涨停,放量涨停,17,605168,算力租赁;小红书概念;Web3.0;多模态AI;抖音概念(字节概念);AIGC概念;ChatGPT概念;腾讯概念;东数西算(算力);文化传媒概念;AI智能体;AI应用;数据要素;人工智能;体育产业;低空经济;无人机;西部大开发;参股券商;融资融券;沪股通,12542630.0,1447922.0,40406096.0,,13990552.0,2.64963,21.0,9921047361.16,13.079366,8.391752,5745509.300000001,1,40406096.0,0,0,18.965606352306676,算力租赁;小红书概念;Web3.0;多模态AI;抖音概念(字节概念);AIGC概念;ChatGPT概念;腾讯概念;东数西算(算力);文化传媒概念;AI智能体;AI应用;数据要素;人工智能;体育产业;低空经济;无人机;西部大开发;参股券商;融资融券;沪股通
605287.SH,德才股份,55.32,-0.5572532806039947,涨停, 09:40:29, 11:02:05,"[{""code"":""605287.SH"",""time"":1777340429894,""openTime"":1777340993356,""duration"":563462,""updatedTime"":1777340993356,""firstVol"":636800.0,""highestVol"":1911300.0,""firstVolDivLTGB"":0.004548571428571429,""firstVolDivVol"":0.08514757754607034,""highestVolDivLTGB"":0.013652142857142857,""highestVolDivVol"":0.2537411317388164},{""code"":""605287.SH"",""time"":1777341024740,""openTime"":1777344181602,""duration"":3156862,""updatedTime"":1777344181602,""firstVol"":1904200.0,""highestVol"":1982000.0,""firstVolDivLTGB"":0.013601428571428572,""firstVolDivVol"":0.20890655924029192,""highestVolDivLTGB"":0.014157142857142858,""highestVolDivVol"":0.21679493518028325},{""code"":""605287.SH"",""time"":1777344330566,""openTime"":1777344446466,""duration"":115900,""updatedTime"":1777344446466,""firstVol"":106600.0,""highestVol"":118500.0,""firstVolDivLTGB"":7.614285714285714E-4,""firstVolDivVol"":0.008301547078182507,""highestVolDivLTGB"":8.464285714285714E-4,""highestVolDivVol"":0.009221876001954883},{""code"":""605287.SH"",""time"":1777344479488,""openTime"":1777344509489,""duration"":30001,""updatedTime"":1777344509489,""firstVol"":3200.0,""highestVol"":3200.0,""firstVolDivLTGB"":2.2857142857142858E-5,""firstVolDivVol"":2.4598770983904716E-4,""highestVolDivLTGB"":2.2857142857142858E-5,""highestVolDivVol"":2.4598770983904716E-4},{""code"":""605287.SH"",""time"":1777344524489,""openTime"":1777344656944,""duration"":132455,""updatedTime"":1777344656944,""firstVol"":31800.0,""highestVol"":37500.0,""firstVolDivLTGB"":2.2714285714285715E-4,""firstVolDivVol"":0.0024389907180296638,""highestVolDivLTGB"":2.6785714285714287E-4,""highestVolDivVol"":0.0028755948647243494},{""code"":""605287.SH"",""time"":1777345250495,""openTime"":1777345280495,""duration"":30000,""updatedTime"":1777345280495,""firstVol"":73300.0,""highestVol"":73300.0,""firstVolDivLTGB"":5.235714285714286E-4,""firstVolDivVol"":0.005045887979910069,""highestVolDivLTGB"":5.235714285714286E-4,""highestVolDivVol"":0.005045887979910069},{""code"":""605287.SH"",""time"":1777345295495,""openTime"":1777345310496,""duration"":15001,""updatedTime"":1777345310496,""firstVol"":9500.0,""highestVol"":9500.0,""firstVolDivLTGB"":6.785714285714286E-5,""firstVolDivVol"":6.467037171168179E-4,""highestVolDivLTGB"":6.785714285714286E-5,""highestVolDivVol"":6.467037171168179E-4},{""code"":""605287.SH"",""time"":1777345325496,""openTime"":null,""duration"":8832218,""updatedTime"":1777359600000,""firstVol"":248300.0,""highestVol"":622600.0,""firstVolDivLTGB"":0.0017735714285714286,""firstVolDivVol"":0.01684248511783635,""highestVolDivLTGB"":0.004447142857142857,""highestVolDivVol"":0.04198535570214539}]",2,AI漫剧+城市更新+扭亏为盈,138360,7500495.600000001,0.8876274889944713,0.09882857142857143,7,7589400000.0,2天2板,放量涨停,17,605287,,,,,,,,,,,,,2,0.0,0,0,0.8876274889944713,
605289.SH,罗曼股份,150.05,-2.2602918186555487,涨停, 09:36:19, 10:35:46,"[{""code"":""605289.SH"",""time"":1777340179638,""openTime"":1777340212310,""duration"":32672,""updatedTime"":1777340212310,""firstVol"":2229900.0,""highestVol"":2319400.0,""firstVolDivLTGB"":0.020582900657667012,""firstVolDivVol"":1.01271583054824,""highestVolDivLTGB"":0.021409022729895005,""highestVolDivVol"":1.0457635394907168},{""code"":""605289.SH"",""time"":1777342235572,""openTime"":1777342477324,""duration"":241752,""updatedTime"":1777342477324,""firstVol"":1307600.0,""highestVol"":1307600.0,""firstVolDivLTGB"":0.012069689627322026,""firstVolDivVol"":0.20476929550498824,""highestVolDivLTGB"":0.012069689627322026,""highestVolDivVol"":0.20476929550498824},{""code"":""605289.SH"",""time"":1777342770029,""openTime"":1777343535402,""duration"":765373,""updatedTime"":1777343535402,""firstVol"":956500.0,""highestVol"":1092300.0,""firstVolDivLTGB"":0.008828891196492442,""firstVolDivVol"":0.13053524362871327,""highestVolDivLTGB"":0.010082381446867428,""highestVolDivVol"":0.14865222931392566},{""code"":""605289.SH"",""time"":1777343565402,""openTime"":1777343731471,""duration"":166069,""updatedTime"":1777343731471,""firstVol"":7300.0,""highestVol"":867100.0,""firstVolDivLTGB"":6.73820237683166E-5,""firstVolDivVol"":9.312741373818159E-4,""highestVolDivLTGB"":0.008003692165685935,""highestVolDivVol"":0.11014677810829292},{""code"":""605289.SH"",""time"":1777343746471,""openTime"":null,""duration"":10411243,""updatedTime"":1777359600000,""firstVol"":1300.0,""highestVol"":838700.0,""firstVolDivLTGB"":1.1999538479289258E-5,""firstVolDivVol"":1.5756958848762648E-4,""highestVolDivLTGB"":0.007741548401984539,""highestVolDivVol"":0.10023276900463853}]",2,一季报大增+AI算力+储能,244850,38323922.0,2.7716233313520124,0.22600669205030577,4,16956985500.0,2天2板,放量涨停,17,605289,,,,,,,,,,,,,2,0.0,0,0,2.7716233313520124,
920471.BJ,美邦科技,14.26,-2.7948193592365382,涨停, 14:53:48, 14:53:48,"[{""code"":""920471"",""time"":1777359228639,""openTime"":null,""duration"":371361,""updatedTime"":1777359600000,""firstVol"":239887.0,""highestVol"":2620628.0,""firstVolDivLTGB"":0.004523557499539841,""firstVolDivVol"":0.020067208295944036,""highestVolDivLTGB"":0.04941727331161795,""highestVolDivVol"":0.21614487473818303}]",1,一季报扭亏+四氢呋喃+合成生物,2308335,35848442.55,18.873088559498996,4.352835335262144,0,823565326.71,首板涨停,放量涨停,151,920471,,,,,,,,,,,,,1,0.0,0,0,18.873088559498996,
