股票代码,股票简称,最新价,所属概念,股票市场类型,涨跌幅:前复权[20260430],成交额[20260430],主力资金流向区间增长值[20260424-20260430],主力资金流向[20260424],主力资金流向[20260428],主力资金流向[20260429],主力资金流向[20260430],所属概念数量,a股市值(不含限售股)[20260430],成交量[20260430],主力买入金额[20260430],主力卖出金额[20260430],开盘价:前复权[20260430],最高价:前复权[20260430],最低价:前复权[20260430],收盘价:前复权[20260430],振幅[20260430],market_code,code,主力资金流向[20260427]
002179.SZ,中航光电,36.56,铜缆高速连接;6G概念;成飞概念;大飞机;卫星导航;商业航天;军民融合;光纤概念;军工;无人机;5G;可控核聚变;换电概念;液冷服务器;低空经济;国产航母;特斯拉概念;新能源汽车;充电桩;比亚迪概念;高压快充;光伏概念;芯片概念;储能;核电;量子科技;专精特新;智能电网;无人驾驶;共封装光学(CPO);机器人概念;华为概念;数据中心;车联网(车路协同);国企改革;深股通;融资融券;中字头股票,中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深300;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证100R;深证AB股;深证A股;深证上市公司;深证主板A股,0.85517241,1.23175077E9,197792682.0,,,125087028.0,62642821.0,38,76648177136.56,3.3882828E7,234627204.0,171984383.0,36.23,37.22,35.6,36.56,4.468965,33,002179,328542213.0
301246.SZ,宏源药业,29.97,钠离子电池;氟化工概念;固态电池;磷化工;锂电池概念;合成生物;仿制药一致性评价;流感;猴痘概念;比亚迪概念;2025年报预增;深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板(注册制);沪深AB股;沪深A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司,15.7589803,1.59369659E9,195422955.0,42046365.0,4986449.0,,237469320.0,13,5097221176.5,5.6313715E7,466255700.0,228786380.0,25.89,30.49,25.5,29.97,19.27385,33,301246,15326589.0
300779.SZ,惠城环保,69.82,固废处理;稀土永磁;融资融券;深股通,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;沪深AB股;沪深A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司,-0.85203067,3.0389796E8,191340671.0,,,14885547.0,,4,11235042430.52,4362009,33929909.0,36157712.0,70,71.25,69.01,69.82,3.180914,33,300779,
300077.SZ,国民技术,23.05,EDR概念;MCU芯片;汽车芯片;无线耳机;数据安全;网络安全;芯片概念;汽车电子;消费电子概念;车联网(车路协同);华为概念;量子科技;物联网;人脸识别;移动支付;AI智能体;共封装光学(CPO);区块链;人形机器人;无人机;数字货币;智能家居;机器人概念;石墨电极;光伏概念;工业互联网;3D打印;新能源汽车;充电桩;粤港澳大湾区;储能;知识产权保护;宁德时代概念;锂电池概念;医疗器械概念;深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;含H股的A股;沪深AB股;沪深A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司,4.01624549,1.1880566E9,190260040.0,,,,101375811.0,37,13053858095.0,5.2294388E7,277457080.0,176081269.0,22.32,23.4,21.9,23.05,6.768953,33,300077,1998387.0
002929.SZ,润建股份,59.68,算力租赁;华为昇腾;云办公;东数西算(算力);数据安全;信创;多模态AI;数据中心;阿里巴巴概念;空间计算;百度概念;AI智能体;虚拟数字人;数字乡村;华为数字能源;数据要素;电力物联网;元宇宙;AI应用;智慧城市;智慧灯杆;MR(混合现实);DeepSeek概念;数字孪生;5G;华为概念;虚拟电厂;虚拟现实;智能电网;人工智能;工业互联网;充电桩;低空经济;无人机;机器人概念;储能;军工;光伏概念;雄安新区;乡村振兴;一带一路;跨境电商;西部大开发;融资融券;深股通,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,10.00921659,1.76352329E9,190257966.0,27892945.0,,,218150911.0,45,12648432804.96,3.0198011E7,437776400.0,219625489.0,56.18,59.68,55.66,59.68,7.410138,33,002929,
001270.SZ,*ST铖昌,140.35,6G概念;卫星导航;商业航天;军工信息化;军民融合;5G;军工;第三代半导体;芯片概念;ST板块;专精特新;共同富裕示范区,*ST;全部AB股;全部A股;全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;深证AB股;深证A股;深证上市公司;深证主板A股;风险警示板,4.99738161,7.97921927E8,189961912.0,,,134968436.0,70302848.0,12,28561163386.35,5801760,202826912.0,132524064.0,133.67,140.35,132,140.35,6.246727,33,001270,
002049.SZ,紫光国微,77.32,存储芯片;汽车芯片;MCU芯片;第三代半导体;芯片概念;消费电子概念;汽车电子;智能穿戴;5G;共封装光学(CPO);卫星导航;军工;商业航天;车联网(车路协同);物联网;大飞机;人工智能;移动支付;ETC;数字货币;区块链;京津冀一体化;同花顺漂亮100;深股通;融资融券,中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深300;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证100R;深证AB股;深证A股;深证上市公司;深证主板A股,1.89773326,2.62265062E9,186503552.0,,97112130.0,121439520.0,130534700.0,25,65684461140.0,3.4271829E7,530150760.0,399616060.0,75.51,77.68,75.24,77.32,3.215603,33,002049,151599680.0
000792.SZ,盐湖股份,39.29,盐湖提锂;小金属概念;化肥;锂电池概念;储能;西部大开发;2025年报预增;比亚迪概念;央企国企改革;新能源汽车;国企改革;同花顺漂亮100;特色小镇;旅游概念;融资融券;深股通;股权转让(并购重组),中证800;中证A50;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深300;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证100R;深证AB股;深证A股;深证上市公司;深证主板A股,-0.53164557,9.69412998E9,186358300.0,646407500.0,,1205993450.0,832765800.0,17,207904031826.59,2.41033995E8,3005717300.0,2172951500.0,39.83,41.6,38.84,39.29,6.987341,33,000792,122921880.0
603687.SH,大胜达,17.18,钙钛矿电池;烟草;数字水印;光伏概念;AIGC概念;共同富裕示范区;数字孪生;DeepSeek概念;工业互联网;ChatGPT概念;锂电池概念;人工智能;物联网;芯片概念,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股,9.9871959,1.15367744E9,186074512.0,,,43643392.0,92230326.0,14,9449547423.52,6.952505E7,223477530.0,131247204.0,15.6,17.18,15.6,17.18,10.115236,17,603687,21644690.0
300775.SZ,三角防务,29.82,航空发动机;大飞机;军民融合;商业航天;卫星导航;军工;无人机;高端装备;海工装备;专精特新;西部大开发;融资融券;深股通,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;沪深AB股;沪深A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司,1.87905706,7.83849868E8,185734262.0,,,,18702743.0,13,15853534649.82,2.6434443E7,145996850.0,127294107.0,29.2,30.23,29.15,29.82,3.689784,33,300775,
688766.SH,普冉股份,271.09,存储芯片;MCU芯片;芯片概念;汽车电子;小米概念;华为概念;融资融券;沪股通,上证AB股;上证A股;上证上市公司;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深股通;沪股通;沪股通(可融资融券);科创板,1.26634292,2.50784725E9,182322299.0,,231784780.0,,110686020.0,8,40134631061.18,9266984,762382210.0,651696190.0,272,283.03,260.02,271.09,8.595442,17,688766,
001389.SZ,广合科技,163.25,共封装光学(CPO);PCB概念;富士康概念;AI PC;5G;汽车电子;消费电子概念;数据中心;商业航天;卫星导航;华为概念;安防;粤港澳大湾区;机器人概念;人民币贬值受益;人工智能;2026一季报预增;一带一路;融资融券;深股通,中证500;中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;含H股的A股;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,-0.45731707,1.55402737E9,181829790.0,,,,,20,24811729845.5,9456134,224013654.0,251347924.0,165.02,169.18,161.6,163.25,4.621951,33,001389,15671469.0
300751.SZ,迈为股份,238.88,钙钛矿电池;HJT电池;光伏概念;MicroLED概念;第三代半导体;OLED;MiniLED;新型工业化;高端装备;先进封装;芯片概念;锂电池概念;存储芯片;回购增持再贷款概念;融资融券;深股通,中证500;中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;沪深AB股;沪深A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司,7.91470907,2.83755793E9,181042256.0,,,,180684730.0,16,46188023461.92,1.2275358E7,714986120.0,534301390.0,222.22,240.32,219.46,238.88,9.423563,33,300751,80728350.0
688147.SH,微导纳米,79.36,存储芯片;先进封装;OLED;中芯国际概念;BC电池;第三代半导体;汽车芯片;钙钛矿电池;芯片概念;TOPCON电池;HJT电池;专精特新;高端装备;光伏概念;回购增持再贷款概念;沪股通;融资融券,上证AB股;上证A股;上证上市公司;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深股通;沪股通;沪股通(可融资融券);科创板,8.62304955,1.15202311E9,180908667.0,,89550771.0,82626411.0,176849609.0,17,36597552130.56,1.485789E7,330477030.0,153627421.0,72.57,80.81,72.5,79.36,11.374212,17,688147,99604596.0
600460.SH,士兰微,28.9,国家大基金持股;MCU芯片;汽车芯片;先进封装;第三代半导体;芯片概念;OLED;智能穿戴;汽车电子;消费电子概念;小米概念;传感器;MiniLED;华为概念;2025年报预增;比亚迪概念;新能源汽车;家用电器;光伏概念;长三角一体化;储能;共同富裕示范区;风电;沪股通;融资融券,上证AB股;上证A股;上证上市公司;上证主板A股;中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深300;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通;沪股通(可融资融券),3.80747126,1.88622946E9,179570073.0,9545957.0,,,189116030.0,25,48091676320.5,6.5421066E7,365488020.0,176371990.0,28.68,29.17,28.42,28.9,2.693965,17,600460,156216324.0
301316.SZ,慧博云通,50.95,财税数字化;云计算;信创;华为海思概念股;多模态AI;车联网(车路协同);阿里巴巴概念;AI智能体;百度概念;ChatGPT概念;5G;华为概念;数据要素;智能音箱;物联网;抖音概念(字节概念);小米概念;AI应用;智能穿戴;AIGC概念;芯片概念;虚拟现实;机器视觉;DeepSeek概念;人工智能;小米汽车;数字经济;智能医疗;小红书概念;互联网金融;股权转让(并购重组);深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板(注册制);沪深AB股;沪深A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司,7.51213336,1.09953561E9,176375719.0,18362007.0,,,194737726.0,33,19934053858.15,2.2003125E7,363795250.0,169057524.0,47.16,51.99,47.1,50.95,10.318632,33,301316,31697430.0
300433.SZ,蓝思科技,25.69,商业航天;TOPCON电池;同花顺果指数;AI手机;OLED;柔性屏(折叠屏);减速器;智能穿戴;3D打印;智能座舱;特斯拉概念;AI眼镜;小米汽车;光伏概念;无线耳机;人形机器人;小米概念;传感器;新型工业化;汽车电子;消费电子概念;比亚迪概念;苹果概念;新能源汽车;机器人概念;虚拟现实;华为概念;充电桩;宁德时代概念;工业互联网;液冷服务器;蚂蚁集团概念;新型烟草(电子烟);元宇宙;智能家居;智能物流;人民币贬值受益;回购增持再贷款概念;同花顺漂亮100;深股通;融资融券,中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板50;含H股的A股;沪深300;沪深AB股;沪深A股;沪深股通;深股通;深证100R;深证AB股;深证A股;深证上市公司;科创创业50,-0.50348567,1.27963562E9,174319868.0,,,37176294.0,,41,127671593231.21,4.9900425E7,242669398.0,275628136.0,25.72,25.85,25.34,25.69,1.975213,33,300433,153584840.0
688525.SH,佰维存储,265.08,存储芯片;国家大基金持股;汽车芯片;AI手机;AI PC;先进封装;数据中心;芯片概念;消费电子概念;AI眼镜;智能穿戴;信创;小米概念;华为概念;2025年报预增;比亚迪概念;专精特新;阿里巴巴概念;机器人概念;粤港澳大湾区;人形机器人;沪股通;融资融券,上证AB股;上证A股;上证上市公司;中证500;中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深股通;沪股通;沪股通(可融资融券);科创50;科创板,-1.45724907,6.81771708E9,173968670.0,,,664893000.0,,23,124809395086.8,2.5651813E7,1750101450.0,2370377700.0,270,270.01,263.5,265.08,2.420074,17,688525,
605358.SH,立昂微,41.06,中芯国际概念;存储芯片;第三代半导体;汽车芯片;芯片概念;卫星导航;汽车电子;商业航天;5G;人形机器人;专精特新;比亚迪概念;无人驾驶;共封装光学(CPO);机器人概念;光伏概念;充电桩;硅能源;融资融券;沪股通,上证AB股;上证A股;上证上市公司;上证主板A股;中证500;中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通;沪股通(可融资融券),5.22808816,1.41778823E9,173834453.0,1487637.0,,8524085.0,175322090.0,20,27566772878.6,3.4999686E7,298829080.0,123506990.0,39.04,41.47,39.04,41.06,6.227575,17,605358,157857525.0
300953.SZ,震裕科技,220.6,人形机器人;小米汽车;比亚迪概念;新能源汽车;宁德时代概念;小米概念;机器人概念;锂电池概念;飞行汽车(eVTOL);2025年报预增;储能;低空经济;一带一路;2026一季报预增;深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板(注册制);沪深AB股;沪深A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司,4.73341879,1.78555036E9,173473530.0,47318340.0,,,220791870.0,16,27477531860.8,8205869,541171430.0,320379560.0,209.38,222.99,209.07,220.6,6.608745,33,300953,
688025.SH,杰普特,356.01,共封装光学(CPO);光纤概念;PCB概念;苹果概念;MR(混合现实);芯片概念;钙钛矿电池;3D打印;虚拟现实;TOPCON电池;机器视觉;专精特新;比亚迪概念;华为概念;光伏概念;2025年报预增;宁德时代概念;固态电池;沪股通;融资融券,上证AB股;上证A股;上证上市公司;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深股通;沪股通;沪股通(可融资融券);科创板,9.87962963,2.0715962E9,172895092.0,,28034698.0,90555440.0,68569760.0,20,33838545082.23,5890626,656566290.0,587996530.0,344,375,333.71,356.01,12.743827,17,688025,72553491.0
688166.SH,博瑞医药,63.1,重组蛋白;仿制药一致性评价;减肥药;创新药;细胞免疫治疗;流感;合成生物;创投;沪股通;融资融券,上证AB股;上证A股;上证上市公司;中证500;中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深股通;沪股通;沪股通(可融资融券);科创板,6.76818951,1.01080177E9,172523531.0,,,,93372955.0,10,26697891047.4,1.6009778E7,276915137.0,183542182.0,59.4,65.5,59.4,63.1,10.321489,17,688166,19983056.0
300613.SZ,富瀚微,59.05,汽车芯片;智能音箱;AI眼镜;芯片概念;智能穿戴;消费电子概念;汽车电子;机器视觉;人脸识别;安防;比亚迪概念;人形机器人;智能家居;专精特新;东数西算(算力);机器人概念;鸿蒙概念;人工智能;深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;沪深AB股;沪深A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司,-0.88956026,1.78387743E9,172421551.0,,,,896136.0,20,12967367776.65,3.0189207E7,274785594.0,273889458.0,59.44,60.52,57.66,59.05,4.800268,33,300613,141163180.0
601126.SH,四方股份,56.05,柔性直流输电;特高压;智能电网;电力物联网;抽水蓄能;数据中心;核电;虚拟电厂;东数西算(算力);风电;光伏概念;军工;储能;机器人概念;雅下水电概念;阿里巴巴概念;数字孪生;氢能源;DeepSeek概念;人工智能;绿色电力;京津冀一体化;融资融券;沪股通,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通;沪股通(可融资融券),3.81552139,1.95137292E9,172068858.0,,47408410.0,99560988.0,116654920.0,24,46246036670.0,3.5432059E7,514227230.0,397572310.0,53.98,56.36,53.5,56.05,5.297277,17,601126,10818936.0
300017.SZ,网宿科技,16.0,算力租赁;云计算;数据安全;东数西算(算力);华为鲲鹏;多模态AI;网络安全;信创;AIGC概念;虚拟数字人;AI智能体;数据中心;元宇宙;在线教育;液冷服务器;DeepSeek概念;数字经济;人工智能;人民币贬值受益;一带一路;阿尔茨海默概念;深股通;融资融券,中证500;中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板50;沪深AB股;沪深A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司,-2.73556231,2.56229832E9,171321440.0,,,78405370.0,,23,36883266064.0,1.59525939E8,379942190.0,711207240.0,16.3,16.66,15.83,16.0,5.045592,33,300017,
