股票代码,股票简称,最新价,所属概念,股票市场类型,涨跌幅:前复权[20260430],成交额[20260430],主力资金流向区间增长值[20260424-20260430],主力资金流向[20260424],主力资金流向[20260428],主力资金流向[20260429],主力资金流向[20260430],所属概念数量,a股市值(不含限售股)[20260430],成交量[20260430],主力买入金额[20260430],主力卖出金额[20260430],开盘价:前复权[20260430],最高价:前复权[20260430],最低价:前复权[20260430],收盘价:前复权[20260430],振幅[20260430],market_code,code,主力资金流向[20260427]
688102.SH,斯瑞新材,41.75,航空发动机;商业航天;可控核聚变;核电;3D打印;共封装光学(CPO);芯片概念;特高压;独角兽概念;DeepSeek概念;新能源汽车;充电桩;西部大开发;医疗器械概念;沪股通;融资融券,上证AB股;上证A股;上证上市公司;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深股通;沪股通;沪股通(可融资融券);科创板,6.75019177,1.21874973E9,274693436.0,,69589945.0,,212546312.0,16,32464541442.25,2.9741703E7,375196920.0,162650608.0,39.1,42.12,38.97,41.75,8.054206,17,688102,
600589.SH,大位科技,10.07,算力租赁;云计算;东数西算(算力);数据中心;融资融券;股权转让(并购重组);沪股通,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通;沪股通(可融资融券),3.49434738,1.6085493E9,273856111.0,,,19188721.0,153272839.0,7,14888191792.3,1.63713462E8,320298120.0,167025281.0,9.45,10.16,9.42,10.07,7.605344,17,600589,
300724.SZ,捷佳伟创,93.24,BC电池;TOPCON电池;HJT电池;钙钛矿电池;硅能源;光伏概念;锂电池概念;高端装备;第三代半导体;PET铜箔;粤港澳大湾区;芯片概念;先进封装;PCB概念;融资融券;深股通,中证500;中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板50;沪深AB股;沪深A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司,2.43902439,1.55202562E9,272551863.0,,,197534912.0,144621296.0,16,26826495224.76,1.6763936E7,374069660.0,229448364.0,90.8,93.48,90.58,93.24,3.186112,33,300724,
601179.SH,中国西电,16.92,柔性直流输电;特高压;智能电网;核电;风电;可控核聚变;水利;中字头股票;数据中心;储能;光伏概念;东数西算(算力);超级电容;量子科技;高端装备;央企国企改革;西部大开发;国企改革;芯片概念;同花顺中特估100;融资融券;沪股通,上证AB股;上证A股;上证上市公司;上证主板A股;中证500;中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通;沪股通(可融资融券),-1.34110787,2.05500039E9,271882936.0,,5978540.0,,,22,86729929395.84,1.21340871E8,180745542.0,402353020.0,17.15,17.22,16.8,16.92,2.448979,17,601179,
688123.SH,聚辰股份,123.49,存储芯片;汽车芯片;中芯国际概念;汽车电子;无线耳机;芯片概念;AI眼镜;消费电子概念;智能座舱;智能穿戴;小米概念;数据中心;华为概念;专精特新;比亚迪概念;新型烟草(电子烟);特斯拉概念;人民币贬值受益;沪股通;融资融券,上证AB股;上证A股;上证上市公司;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深股通;沪股通;沪股通(可融资融券);科创板,9.96438112,2.12319032E9,267468550.0,,25143200.0,,250180030.0,20,19544891223.56,1.7471917E7,609139100.0,358959070.0,115.6,129.8,115.5,123.49,12.733748,17,688123,137689560.0
002714.SZ,牧原股份,44.7,猪肉;同花顺漂亮100;合成生物;乡村振兴;参股银行;回购增持再贷款概念;深股通;融资融券,中证800;中证A50;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;含H股的A股;沪深300;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证100R;深证AB股;深证A股;深证上市公司;深证主板A股,0.1792918,1.94128655E9,265612957.0,,,177812590.0,127516670.0,8,169868482629.6,4.332485E7,415975370.0,288458700.0,44,45.38,43.81,44.7,3.518601,33,002714,
002342.SZ,巨力索具,19.81,商业航天;军工;海工装备;高端装备;光伏概念;核电;一带一路;水利;雄安新区;京津冀一体化;风电;白酒概念;抽水蓄能;深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,4.81481481,4.18189099E9,265430270.0,,19929020.0,239678770.0,197874020.0,15,18912408900.0,2.13942658E8,770686200.0,572812180.0,18.93,20.3,18.86,19.81,7.619047,33,002342,
000338.SZ,潍柴动力,31.2,汽车电子;同花顺出海50;数据中心;高端装备;无人驾驶;新能源汽车;农机;比亚迪概念;燃料电池;储能;人民币贬值受益;氢能源;车联网(车路协同);锂电池概念;固态电池;智能物流;DeepSeek概念;AI智能体;国企改革;深股通;融资融券;同花顺漂亮100;高股息精选;证金持股,中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;含H股的A股;沪深300;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证100R;深证AB股;深证A股;深证上市公司;深证主板A股,3.48258706,5.36603569E9,256138757.0,12266183.0,20007540.0,71948650.0,268404940.0,24,156108982286.4,1.69633923E8,1427803330.0,1159398390.0,30.9,32.66,30.81,31.2,6.135986,33,000338,161549550.0
603306.SH,华懋科技,101.45,共封装光学(CPO);芯片概念;光刻胶;比亚迪概念;新能源汽车;特斯拉概念;数据中心;机器人概念;海峡两岸;福建自贸区;回购增持再贷款概念;沪股通;融资融券,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通;沪股通(可融资融券),0.51520856,1.91958907E9,255989195.0,,,38050170.0,27945295.0,13,33427302851.7,1.8986308E7,340060710.0,312115415.0,101.69,103.21,99.2,101.45,3.97305,17,603306,
300102.SZ,乾照光电,32.82,商业航天;MicroLED概念;卫星导航;MiniLED;第三代半导体;军工;光伏概念;芯片概念;共封装光学(CPO);消费电子概念;汽车电子;福建自贸区;海峡两岸;人脸识别;智能家居;家用电器;深股通,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;沪深AB股;沪深A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司,2.21114917,1.66740127E9,248142932.0,,46993287.0,,64783467.0,17,30060616884.24,5.1126976E7,333414710.0,268631243.0,32.19,33.35,31.6,32.82,5.450015,33,300102,
002865.SZ,钧达股份,80.65,钙钛矿电池;BC电池;TOPCON电池;商业航天;海南自贸区;光伏概念;融资融券;深股通,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;含H股的A股;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,4.93104346,1.6504934E9,245669542.0,,,242211688.0,187828967.0,8,18027562072.7,2.0976567E7,353455970.0,165627003.0,76.18,80.92,75.9,80.65,6.531355,33,002865,
688220.SH,翱捷科技,101.46,WiFi 6;汽车芯片;星闪概念;阿里巴巴概念;6G概念;5G;芯片概念;智能穿戴;卫星导航;AI眼镜;小米概念;消费电子概念;车联网(车路协同);商业航天;物联网;人工智能;专精特新;人民币贬值受益;沪股通;融资融券,上证AB股;上证A股;上证上市公司;中证500;中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深股通;沪股通;沪股通(可融资融券);科创50;科创板,12.5083167,2.66973473E9,245536892.0,12641628.0,,,258178520.0,20,37452876624.72,2.6879191E7,718534380.0,460355860.0,96.22,103.52,95.52,101.46,8.871146,17,688220,108032685.0
300567.SZ,精测电子,145.05,国家大基金持股;中芯国际概念;存储芯片;先进封装;OLED;MiniLED;柔性屏(折叠屏);富士康概念;芯片概念;苹果概念;AI眼镜;MR(混合现实);小米概念;机器视觉;虚拟现实;比亚迪概念;华为概念;宁德时代概念;锂电池概念;深股通;融资融券,中证500;中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;沪深AB股;沪深A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司,6.66225458,2.18936217E9,242247519.0,,41010410.0,,240426240.0,21,32933442364.8,1.5356533E7,627098320.0,386672080.0,137,146.99,136.06,145.05,8.037355,33,300567,192664870.0
002400.SZ,省广集团,8.96,快手概念;小红书概念;短剧游戏;抖音概念(字节概念);AIGC概念;文化传媒概念;AI应用;腾讯概念;百度概念;元宇宙;云计算;阿里巴巴概念;数据要素;区块链;IP经济(谷子经济);DeepSeek概念;国资云;职业教育;人工智能;数据中心;体育产业;横琴新区;创投;粤港澳大湾区;跨境电商;长安汽车概念;国企改革;深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,5.66037736,1.37029606E9,240242311.0,,,23381387.0,170421952.0,29,15466434977.28,1.55352736E8,329732425.0,159310473.0,8.49,9.18,8.41,8.96,9.080188,33,002400,
688019.SH,安集科技,250.2,中芯国际概念;存储芯片;光刻胶;先进封装;第三代半导体;芯片概念;专精特新;上海自贸区;沪股通;融资融券,上证AB股;上证A股;上证上市公司;中证500;中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深股通;沪股通;沪股通(可融资融券);科创板,2.14746469,1.66918162E9,234400743.0,,,,194354796.0,10,43783597879.2,6732631,458166440.0,263811644.0,243.5,254.98,241.8,250.2,5.380909,17,688019,
601615.SH,明阳智能,15.84,HJT电池;钙钛矿电池;光伏概念;风电;商业航天;光伏建筑一体化;储能;海工装备;高端装备;芯片概念;阿里巴巴概念;2025年报预增;绿色电力;人工智能;粤港澳大湾区;氢能源;融资融券;沪股通,上证AB股;上证A股;上证上市公司;上证主板A股;中证500;中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通;沪股通(可融资融券),4.14201183,1.60755153E9,233889794.0,,,18317130.0,129356427.0,18,35822107823.04,1.03112456E8,332162748.0,202806321.0,15.13,16.12,14.98,15.84,7.495069,17,601615,
688017.SH,绿的谐波,224.12,同花顺新质50;人形机器人;减速器;新型工业化;专精特新;中国AI 50;机器人概念;2025年报预增;沪股通;融资融券,上证AB股;上证A股;上证上市公司;中证500;中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深股通;沪股通;沪股通(可融资融券);科创板,4.23701223,1.87040369E9,231193534.0,23486206.0,,245166700.0,254679740.0,10,41087947615.0,8344010,620476070.0,365796330.0,214.1,229.62,214.1,224.12,7.218268,17,688017,211482913.0
002685.SZ,华东重机,9.15,高端装备;新型工业化;专精特新;军工;传感器;一带一路;芯片概念;DeepSeek概念;信创;航运概念;深股通;股权转让(并购重组);融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,9.97596154,1.2207626E9,229848905.0,,36561336.0,11201834.0,211622085.0,13,9219133428.9,1.38650494E8,387536380.0,175914295.0,8.35,9.15,8.29,9.15,10.336538,33,002685,
002157.SZ,正邦科技,3.47,猪肉;土地流转;乡村振兴;碳中和;深股通;融资融券,中证500;中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,5.15151515,1.97753094E9,229232070.0,,,221475180.0,102827080.0,6,27022472618.42,5.78866393E8,526924100.0,424097020.0,3.27,3.5,3.24,3.47,7.878787,33,002157,
688536.SH,思瑞浦,268.1,汽车芯片;MCU芯片;共封装光学(CPO);芯片概念;智能座舱;5G;传感器;人形机器人;专精特新;安防;机器人概念;无人机;储能;股权转让(并购重组);沪股通;融资融券,上证AB股;上证A股;上证上市公司;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深股通;沪股通;沪股通(可融资融券);科创板,12.95079205,2.59557846E9,227042820.0,63778770.0,30186750.0,,290821590.0,16,36367491269.9,1.0109056E7,837489820.0,546668230.0,240,272.3,239,268.1,14.029322,17,688536,84193610.0
301232.SZ,飞沃科技,217.72,航空发动机;商业航天;大飞机;无人机;低空经济;3D打印;核电;专精特新;工业互联网;机器人概念;风电;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板(注册制);沪深AB股;沪深A股;深证AB股;深证A股;深证上市公司,7.78217822,1.75280211E9,226713027.0,,37899111.0,,192744215.0,12,9724956935.8,8222969,547270620.0,354526405.0,202.02,222.4,198.8,217.72,11.683168,33,301232,
600246.SH,万通发展,11.28,存储芯片;卫星导航;毫米波雷达;芯片概念;5G;商业航天;数字经济;创投;京津冀一体化;物业管理;沪股通;融资融券,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通;沪股通(可融资融券),10.04878049,1.81236955E9,226075796.0,,,,201307220.0,12,21323852729.28,1.63952744E8,577744560.0,376437340.0,10.32,11.28,10.31,11.28,9.463414,17,600246,234903842.0
601872.SH,招商轮船,17.6,俄乌冲突概念;航运概念;天然气;上海自贸区;高股息精选;一带一路;央企国企改革;回购增持再贷款概念;融资融券;海峡两岸;国企改革;沪股通,上证180;上证AB股;上证A股;上证上市公司;上证主板A股;中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深300;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通;沪股通(可融资融券),-0.05678592,2.0546076E9,225797037.0,,,169416290.0,79722367.0,12,142111877635.2,1.17727798E8,435625110.0,355902743.0,17.2,17.93,16.88,17.6,5.962521,17,601872,
002465.SZ,海格通信,16.1,军工信息化;太赫兹;卫星导航;军民融合;商业航天;航空发动机;国产航母;大飞机;6G概念;成飞概念;军工;无人机;同花顺新质50;低空经济;时空大数据;5G;车联网(车路协同);无人驾驶;芯片概念;国产操作系统;虚拟现实;机器人概念;智能穿戴;人工智能;智慧城市;物联网;脑机接口;DeepSeek概念;粤港澳大湾区;回购增持再贷款概念;国企改革;深股通;融资融券,中证500;中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,5.02283105,1.38380457E9,224691396.0,,,17040709.0,141745870.0,33,39893982454.9,8.7303394E7,274117229.0,132371359.0,15.28,16.3,15.23,16.1,6.979778,33,002465,
000559.SZ,万向钱潮,16.09,人形机器人;小米汽车;低空经济;机器人概念;小米概念;工业互联网;无人机;新能源汽车;比亚迪概念;汽车电子;军工;MCU芯片;储能;固态电池;锂电池概念;绿色电力;深股通;融资融券;股权转让(并购重组),中证500;中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,1.57828283,1.0005966E9,223649344.0,,,6765885.0,16909873.0,19,53327872819.51,6.1952657E7,129654487.0,112744614.0,15.73,16.43,15.72,16.09,4.482323,33,000559,
600396.SH,华电辽能,9.92,超超临界发电;绿色电力;碳交易;碳中和;风电;国企改革;氢能源;央企国企改革;海工装备,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股,-4.88974113,2.60170222E9,221108523.0,,,,,9,14609251624.64,2.5554982E8,268521040.0,275606287.0,10.34,10.86,9.65,9.92,11.60115,17,600396,409630470.0
002081.SZ,金螳螂,5.9,新型城镇化;装配式建筑;PPP概念;光伏建筑一体化;长三角一体化;一带一路;深股通;融资融券;第三代半导体;芯片概念;智能家居;人工智能;数据中心;数字孪生,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,10.07462687,3.22025978E9,220532640.0,51940730.0,184066590.0,264558747.0,272473370.0,14,15601035847.6,5.75692507E8,790424840.0,517951470.0,5.17,5.9,5.07,5.9,15.485074,33,002081,
688449.SH,联芸科技,55.05,存储芯片;汽车芯片;芯片概念;物联网;沪股通;融资融券,上证AB股;上证A股;上证上市公司;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深股通;沪股通;沪股通(可融资融券);科创板,14.1405764,1.82714909E9,218728420.0,12420950.0,,,231149370.0,6,16140887631.75,3.4242527E7,546033090.0,314883720.0,49.99,56.31,49.54,55.05,14.036906,17,688449,6410522.0
001330.SZ,博纳影业,8.27,短剧游戏;Sora概念(文生视频);文化传媒概念;IP经济(谷子经济);抖音概念(字节概念);AIGC概念;腾讯概念;AI应用;阿里巴巴概念;西部大开发;新疆振兴;深股通,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,2.73291925,1.07674823E9,214907770.0,,,21586226.0,127264067.0,12,9616747352.94,1.30999376E8,249812715.0,122548648.0,8.15,8.38,7.92,8.27,5.714285,33,001330,127409539.0
688691.SH,灿芯股份,122.8,汽车芯片;存储芯片;MCU芯片;中芯国际概念;芯片概念;小米概念;5G;专精特新;卫星导航;上海自贸区;沪股通;融资融券,上证AB股;上证A股;上证上市公司;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深股通;沪股通;沪股通(可融资融券);科创板,15.8490566,2.03495358E9,213645606.0,106882324.0,,,320527930.0,12,8960103228.0,1.7496281E7,697847700.0,377319770.0,108.36,125,108,122.8,16.037735,17,688691,205949318.0
301005.SZ,超捷股份,174.6,卫星导航;商业航天;航空发动机;大飞机;军工;无人机;低空经济;飞行汽车(eVTOL);PEEK材料;人形机器人;汽车热管理;机器人概念;专精特新;特斯拉概念;小米概念;小米汽车;比亚迪概念;华为汽车;新能源汽车;换电概念;创投;智能物流;家用电器;氢能源;深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板(注册制);沪深AB股;沪深A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司,4.3758967,1.50080677E9,212076174.0,,43779648.0,,123123139.0,26,23111904315.6,8695280,344612400.0,221489261.0,167,176.25,165.52,174.6,6.414395,33,301005,
603268.SH,松发股份,149.5,股权转让(并购重组);在线教育;高端装备;海工装备;人民币贬值受益;跨境电商;摘帽,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股,4.0361865,1.33040593E9,211408709.0,,155784382.0,,190824789.0,7,34870843904.0,8879563,363090000.0,172265211.0,144.44,153.8,144.4,149.5,6.541405,17,603268,91670140.0
002364.SZ,中恒电气,40.79,中国AI 50;数据中心;5G;高压快充;东数西算(算力);智能电网;特高压;核电;华为概念;储能;海工装备;换电概念;宁德时代概念;充电桩;虚拟电厂;新能源汽车;风电;百度概念;阿里巴巴概念;工业互联网;腾讯概念;数字孪生;氢能源;两轮车;水利;碳中和;拼多多概念;深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,2.6163522,2.12146913E9,210293323.0,,,,90210003.0,29,22765052370.4,5.2641749E7,375788280.0,285578277.0,39.75,41.49,38.85,40.79,6.641509,33,002364,
688027.SH,国盾量子,572.19,量子科技;商业航天;芯片概念;军工;专精特新;央企国企改革;国企改革;股权转让(并购重组);沪股通;融资融券,上证AB股;上证A股;上证上市公司;中证500;中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深股通;沪股通;沪股通(可融资融券);科创50;科创板,2.38521275,1.31105339E9,209475698.0,,,36536568.0,122016090.0,10,45989410770.3,2319630,404230940.0,282214850.0,557,572.5,555,572.19,3.131374,17,688027,17750081.0
600895.SH,张江高科,36.62,光刻机;芯片概念;新能源汽车;上海自贸区;蚂蚁集团概念;数字乡村;创投;租售同权;新型城镇化;物业管理;乡村振兴;国企改革;参股券商;证金持股;沪股通;融资融券,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通;沪股通(可融资融券),4.41973196,1.46444153E9,209422297.0,,,,183859725.0,16,56713011321.0,4.0232088E7,377316430.0,193456705.0,35.13,37.04,35.12,36.62,5.474764,17,600895,39670383.0
301511.SZ,德福科技,75.2,PET铜箔;PCB概念;共封装光学(CPO);柔性屏(折叠屏);存储芯片;固态电池;消费电子概念;宁德时代概念;5G;锂电池概念;比亚迪概念;新能源汽车;专精特新;华为数字能源;储能;军工;无人机;华为概念;深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板(注册制);沪深AB股;沪深A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司,4.44444444,3.97281183E9,209178010.0,,105590090.0,186438620.0,146941150.0,20,28172255035.2,5.433207E7,925315040.0,778373890.0,70,76.34,69.5,75.2,9.5,33,301511,184363790.0
600726.SH,华电能源,6.59,煤炭概念;超超临界发电;绿色电力;黑龙江自贸区;风电;国企改革;央企国企改革;沪股通,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通,-7.18309859,2.81950539E9,206707430.0,,,,,8,49262465610.72,4.17451472E8,356769160.0,401781120.0,7.08,7.17,6.55,6.59,8.732394,17,600726,110659020.0
688200.SH,华峰测控,349.5,第三代半导体;芯片概念;华为概念;专精特新;高端装备;京津冀一体化;沪股通;融资融券,上证AB股;上证A股;上证上市公司;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深股通;沪股通;沪股通(可融资融券);科创板,4.31590258,1.37149606E9,204949078.0,,8970117.0,64533740.0,188107268.0,8,47368862137.5,3963674,424502330.0,236395062.0,335,362.8,326.3,349.5,10.894221,17,688200,
600186.SH,莲花控股,10.72,算力租赁;东数西算(算力);AI智能体;DeepSeek概念;智能医疗;土壤修复;回购增持再贷款概念;超级品牌;粮食概念;融资融券;沪股通,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通;沪股通(可融资融券),-0.92421442,5.28535611E9,204534150.0,,155399060.0,,,11,19179562479.52,4.80905226E8,1008179470.0,1081118680.0,11.33,11.55,10.42,10.72,10.443622,17,600186,
300827.SZ,上能电气,37.83,绿色电力;储能;智能电网;光伏概念;氢能源;宁德时代概念;可控核聚变;数据中心;一带一路;专精特新;融资融券;深股通,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;沪深AB股;沪深A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司,0.69204152,1.06937298E9,201651426.0,,,125791928.0,1442540.0,12,14573797278.69,2.8499904E7,214366768.0,212924228.0,37.49,38.09,36.91,37.83,3.140803,33,300827,
688400.SH,凌云光,59.32,共封装光学(CPO);富士康概念;光纤概念;苹果概念;华为手机;消费电子概念;MR(混合现实);芯片概念;人形机器人;机器视觉;小米概念;数据中心;新型工业化;虚拟现实;宁德时代概念;专精特新;华为概念;机器人概念;无人机;光伏概念;2025年报预增;锂电池概念;Web3.0;空间计算;智谱AI;元宇宙;人工智能;AIGC概念;Sora概念(文生视频);虚拟数字人;数字经济;沪股通;融资融券,上证AB股;上证A股;上证上市公司;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深股通;沪股通;沪股通(可融资融券);科创板,20.00809225,2.19824166E9,201186117.0,,,106282515.0,189645370.0,33,27345139801.56,4.016277E7,711885830.0,522240460.0,50.91,59.32,50.4,59.32,18.045721,17,688400,
688002.SH,睿创微纳,146.01,商业航天;芯片概念;消费电子概念;毫米波雷达;汽车电子;无人机;军工;传感器;汽车芯片;比亚迪概念;低空经济;无人驾驶;2025年报预增;机器人概念;沪股通;融资融券,上证AB股;上证A股;上证上市公司;中证500;中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深股通;沪股通;沪股通(可融资融券);科创板,0.35051546,1.36934594E9,199702231.0,,,,98063884.0,16,68002126208.88,9363787,317376570.0,219312686.0,143.3,150.49,141.62,146.01,6.096219,17,688002,34074133.0
002797.SZ,第一创业,7.63,期货概念;区块链;深股通;融资融券,中证500;中证800;全部AB股;全部A股;全部A股(非ST);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,1.46276596,1.48470107E9,199679736.0,,84189563.0,20331325.0,33802441.0,4,32064312000.0,1.93673442E8,266304118.0,232501677.0,7.51,7.85,7.46,7.63,5.18617,33,002797,
688403.SH,汇成股份,17.01,存储芯片;先进封装;OLED;芯片概念;专精特新;人民币贬值受益;沪股通;融资融券,上证AB股;上证A股;上证上市公司;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深股通;沪股通;沪股通(可融资融券);科创板,4.80591497,1.27185725E9,199083349.0,,,,147091890.0,8,16855858288.71,7.6757585E7,356594860.0,209502970.0,15.5,17.11,15.39,17.01,10.597658,17,688403,96628156.0
002241.SZ,歌尔股份,24.5,智能音箱;星闪概念;智能穿戴;传感器;同花顺果指数;小米概念;汽车电子;机器人概念;AI眼镜;无线耳机;无人机;智能家居;消费电子概念;语音技术;3D打印;虚拟现实;海峡两岸;富士康概念;物联网;苹果概念;华为概念;MR(混合现实);芯片概念;工业互联网;MicroLED概念;人工智能;人民币贬值受益;创投;独角兽概念;元宇宙;回购增持再贷款概念;同花顺漂亮100;证金持股;深股通;融资融券,中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深300;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证100R;深证AB股;深证A股;深证上市公司;深证主板A股,-0.8097166,1.67851294E9,198711502.0,,,129651011.0,,35,76993534796.5,6.8722037E7,246486166.0,293205385.0,24.68,24.68,24.21,24.5,1.902834,33,002241,256687610.0
